FIT Profiler Report
Profile stats for: records
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  Total MFLOPs  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                           aten::conv2d         0.86%       4.751ms        10.83%      59.985ms      27.771us       0.000us         0.00%     456.872ms     211.515us           0 B           0 B     111.03 GB    -927.12 MB          2160  43083986.043  
                                          ProfilerStep*         0.91%       5.028ms       100.00%     553.714ms      27.686ms       0.000us         0.00%     450.072ms      22.504ms           0 B           0 B           0 B     -19.54 MB            20            --  
[pl][profile][Strategy]SingleDeviceStrategy.validati...         4.69%      25.993ms        96.48%     534.236ms      26.712ms       0.000us         0.00%     449.657ms      22.483ms           0 B           0 B           0 B      -1.38 GB            20            --  
[pl][module]torch.nn.modules.container.Sequential: b...         0.20%       1.120ms        22.04%     122.052ms       6.103ms       0.000us         0.00%     395.936ms      19.797ms           0 B           0 B     520.00 MB     -15.67 GB            20            --  
                                      aten::convolution         0.35%       1.953ms         4.01%      22.208ms      20.563us       0.000us         0.00%     226.970ms     210.158us           0 B           0 B      55.37 GB           0 B          1080            --  
                                     aten::_convolution         0.50%       2.762ms         3.66%      20.256ms      18.755us       0.000us         0.00%     226.970ms     210.158us           0 B           0 B      55.37 GB           0 B          1080            --  
                                aten::cudnn_convolution         2.19%      12.144ms         3.12%      17.290ms      16.009us     226.382ms        50.30%     226.382ms     209.613us           0 B           0 B      55.37 GB      55.37 GB          1080            --  
[pl][module]torch.nn.modules.container.Sequential: b...         0.08%     438.126us         4.76%      26.367ms       1.318ms       0.000us         0.00%     121.071ms       6.054ms           0 B           0 B       3.92 GB      -7.83 GB            20            --  
[pl][module]torch.nn.modules.container.Sequential: b...         0.09%     471.016us         5.02%      27.821ms       1.391ms       0.000us         0.00%     112.551ms       5.628ms           0 B           0 B       1.96 GB      -5.89 GB            20            --  
[pl][profile][Strategy]SingleDeviceStrategy.validati...         0.00%       0.000us         0.00%       0.000us       0.000us      92.620ms        20.58%      92.620ms       4.631ms           0 B           0 B           0 B           0 B            20            --  
[pl][module]torch.nn.modules.container.Sequential: b...         0.11%     633.124us         7.51%      41.575ms       2.079ms       0.000us         0.00%      83.276ms       4.164ms           0 B           0 B    1010.00 MB      -4.93 GB            20            --  
                                       aten::batch_norm         0.30%       1.646ms         5.68%      31.475ms      28.614us       0.000us         0.00%      79.470ms      72.245us           0 B           0 B      55.14 GB      -3.89 MB          1100            --  
                           aten::_batch_norm_impl_index         0.39%       2.159ms         5.39%      29.827ms      27.115us       0.000us         0.00%      79.470ms      72.245us           0 B           0 B      55.15 GB           0 B          1100            --  
                                aten::native_batch_norm         1.22%       6.782ms         4.59%      25.394ms      23.513us      73.140ms        16.25%      74.732ms      69.196us           0 B           0 B      54.64 GB      -2.50 KB          1080            --  
void at::native::batch_norm_transform_input_kernel<c...         0.00%       0.000us         0.00%       0.000us       0.000us      71.365ms        15.86%      71.365ms      67.326us           0 B           0 B           0 B           0 B          1060            --  
sm80_xmma_fprop_implicit_gemm_bf16bf16_bf16f32_f32_n...         0.00%       0.000us         0.00%       0.000us       0.000us      63.298ms        14.06%      63.298ms     186.171us           0 B           0 B           0 B           0 B           340            --  
[pl][module]torchvision.models.resnet.Bottleneck: ba...         0.20%       1.090ms         1.54%       8.550ms     427.475us       0.000us         0.00%      48.076ms       2.404ms           0 B           0 B       1.96 GB      -8.86 GB            20            --  
                                             aten::add_         0.20%       1.130ms         0.36%       2.005ms       5.013us      46.206ms        10.27%      46.206ms     115.516us           0 B           0 B           0 B           0 B           400            --  
void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_...         0.00%       0.000us         0.00%       0.000us       0.000us      45.586ms        10.13%      45.586ms     162.808us           0 B           0 B           0 B           0 B           280            --  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      45.526ms        10.12%      45.526ms     142.270us           0 B           0 B           0 B           0 B           320            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 553.721ms
Self CUDA time total: 450.076ms
