FIT Profiler Report
Profile stats for: records
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  Total MFLOPs  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
[pl][profile][Strategy]SingleDeviceStrategy.validati...         0.00%       0.000us         0.00%       0.000us       0.000us     139.219ms       255.54%     139.219ms       6.961ms           0 B           0 B           0 B           0 B            20            --  
                                          ProfilerStep*         1.57%       4.771ms       100.00%     303.214ms      15.161ms       0.000us         0.00%      54.479ms       2.724ms           0 B           0 B           0 B     -19.54 MB            20            --  
[pl][profile][Strategy]SingleDeviceStrategy.validati...         9.28%      28.151ms        93.90%     284.715ms      14.236ms       0.000us         0.00%      54.074ms       2.704ms           0 B           0 B           0 B    -225.94 MB            20            --  
                                           aten::conv2d         1.64%       4.971ms        21.24%      64.398ms      29.814us       0.000us         0.00%      50.991ms      23.607us           0 B           0 B       9.22 GB    -720.39 MB          2160   3415094.723  
[pl][module]torch.nn.modules.container.Sequential: b...         0.34%       1.018ms        42.69%     129.441ms       6.472ms       0.000us         0.00%      37.047ms       1.852ms           0 B           0 B      45.00 MB      -1.25 GB            20            --  
                                      aten::convolution         0.70%       2.109ms         7.94%      24.073ms      22.290us       0.000us         0.00%      24.332ms      22.530us           0 B           0 B       4.48 GB           0 B          1080            --  
                                     aten::_convolution         0.94%       2.842ms         7.24%      21.964ms      20.337us       0.000us         0.00%      24.332ms      22.530us           0 B           0 B       4.48 GB           0 B          1080            --  
                                aten::cudnn_convolution         4.22%      12.806ms         6.25%      18.939ms      17.536us      24.262ms        44.53%      24.262ms      22.465us           0 B           0 B       4.48 GB       4.48 GB          1080            --  
[pl][module]torchmetrics.classification.accuracy.Mul...         0.00%       0.000us         0.00%       0.000us       0.000us      14.727ms        27.03%      14.727ms     736.338us           0 B           0 B           0 B           0 B            20            --  
[pl][module]torchmetrics.classification.f_beta.Multi...         0.00%       0.000us         0.00%       0.000us       0.000us      13.720ms        25.18%      13.720ms     686.018us           0 B           0 B           0 B           0 B            20            --  
[pl][module]torchmetrics.classification.precision_re...         0.00%       0.000us         0.00%       0.000us       0.000us      12.487ms        22.92%      12.487ms     624.330us           0 B           0 B           0 B           0 B            20            --  
[pl][module]torchmetrics.classification.precision_re...         0.00%       0.000us         0.00%       0.000us       0.000us      12.219ms        22.43%      12.219ms     610.926us           0 B           0 B           0 B           0 B            20            --  
[pl][module]torch.nn.modules.container.Sequential: b...         0.23%     695.852us        14.76%      44.769ms       2.238ms       0.000us         0.00%      12.119ms     605.949us           0 B           0 B      80.00 MB    -400.00 MB            20            --  
[pl][module]torchmetrics.classification.matthews_cor...         0.00%       0.000us         0.00%       0.000us       0.000us      11.028ms        20.24%      11.028ms     551.399us           0 B           0 B           0 B           0 B            20            --  
[pl][module]torch.nn.modules.container.Sequential: b...         0.16%     472.078us         9.81%      29.751ms       1.488ms       0.000us         0.00%       8.146ms     407.287us           0 B           0 B     160.00 MB    -480.00 MB            20            --  
[pl][module]torch.nn.modules.container.Sequential: b...         0.13%     392.719us         8.74%      26.499ms       1.325ms       0.000us         0.00%       7.806ms     390.300us           0 B           0 B      45.00 MB     -95.62 MB            20            --  
                                       aten::batch_norm         0.57%       1.741ms        11.07%      33.574ms      30.522us       0.000us         0.00%       7.588ms       6.898us           0 B           0 B       4.49 GB      -3.96 MB          1100            --  
                           aten::_batch_norm_impl_index         0.78%       2.360ms        10.50%      31.829ms      28.936us       0.000us         0.00%       7.588ms       6.898us           0 B           0 B       4.49 GB     -14.50 KB          1100            --  
                                aten::native_batch_norm         2.37%       7.201ms         8.96%      27.183ms      25.169us       6.127ms        11.25%       7.168ms       6.637us           0 B           0 B       4.45 GB           0 B          1080            --  
void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_...         0.00%       0.000us         0.00%       0.000us       0.000us       6.899ms        12.66%       6.899ms      14.999us           0 B           0 B           0 B           0 B           460            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 303.220ms
Self CUDA time total: 54.481ms
