epoch,latent/centroid_cos_sim,latent/fisher_ratio,latent/intra_class_var,latent/knn_acc,latent/silhouette,lr-AdamW/pg1,lr-AdamW/pg2,step,test/acc,test/auroc,test/f1,test/loss,test/macro_precision,test/mcc,test/micro_precision,test/recall,train/acc,train/loss_epoch,train/loss_step,val/acc,val/auroc,val/f1,val/f1_p_score,val/loss,val/macro_precision,val/mcc,val/micro_precision,val/precision_c0,val/precision_c1,val/precision_c2,val/precision_c3,val/recall
,,,,,,3.75e-05,3.75e-05,0,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,19,,,,,,,,,,,0.6972693204879761,,,,,,,,,,,,,
0,0.992868959903717,0.052320513874292374,16.731412887573242,0.6899999976158142,-0.13929329812526703,,,30,,,,,,,,,,,,0.2820727825164795,0.6403378844261169,0.11972089856863022,0.12171988189220428,0.9008500576019287,0.12371887266635895,0.050043195486068726,0.16013161838054657,0.0,0.37831440567970276,0.0,0.11656108498573303,0.2820727825164795
0,,,,,,,,30,,,,,,,,,0.40812134742736816,0.7124501466751099,,,,,,,,,,,,,,
,,,,,,7.5e-05,7.5e-05,31,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,39,,,,,,,,,,,0.5378142595291138,,,,,,,,,,,,,
1,,,,,,,,59,,,,,,,,,,,0.4727339446544647,,,,,,,,,,,,,
1,0.6532041430473328,0.2999448776245117,115.712646484375,0.7379999756813049,-0.018124442547559738,,,61,,,,,,,,,,,,0.5274109840393066,0.764537513256073,0.47129353880882263,0.49224573373794556,0.6066345572471619,0.5131979584693909,0.34975406527519226,0.4940494894981384,0.41177457571029663,0.6670590043067932,0.7164698839187622,0.2574883997440338,0.5274109840393066
1,,,,,,,,61,,,,,,,,,0.6042044758796692,0.5471823811531067,,,,,,,,,,,,,,
,,,,,,0.0001125,0.0001125,62,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,79,,,,,,,,,,,0.3741571307182312,,,,,,,,,,,,,
2,0.6233375072479248,0.2757229208946228,128.0006866455078,0.7369999885559082,0.004798336420208216,,,92,,,,,,,,,,,,0.5312114953994751,0.7723997235298157,0.48491352796554565,0.5016543865203857,0.5797587633132935,0.518395185470581,0.34903228282928467,0.49397069215774536,0.41119053959846497,0.6480849981307983,0.7539721727371216,0.26033297181129456,0.5312114953994751
2,,,,,,,,92,,,,,,,,,0.6455440521240234,0.41893258690834045,,,,,,,,,,,,,,
,,,,,,0.00015,0.00015,93,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,99,,,,,,,,,,,0.3725064992904663,,,,,,,,,,,,,
3,,,,,,,,119,,,,,,,,,,,0.3781600892543793,,,,,,,,,,,,,
3,0.5588873028755188,0.3148888945579529,131.8903045654297,0.7390000224113464,0.03435981273651123,,,123,,,,,,,,,,,,0.5923420190811157,0.8237322568893433,0.5380075573921204,0.5519763231277466,0.49798357486724854,0.5659450888633728,0.43436381220817566,0.5648841261863708,0.5413379669189453,0.6994006633758545,0.7177571058273315,0.3052845895290375,0.5923420190811157
3,,,,,,,,123,,,,,,,,,0.6740528345108032,0.37702128291130066,,,,,,,,,,,,,,
,,,,,,0.00018749999999999998,0.00018749999999999998,124,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,139,,,,,,,,,,,0.2749022841453552,,,,,,,,,,,,,
