epoch,step,train/acc,train/loss_epoch,train/loss_step,val/acc,val/f1,val/loss,val/mcc,val/precision
4,1119,,,0.4610779583454132,,,,,
4,1139,,,0.4563644230365753,,,,,
4,1159,,,0.49703124165534973,,,,,
4,1179,,,0.48275071382522583,,,,,
4,1199,,,0.9738925695419312,,,,,
4,1219,,,1.0460894107818604,,,,,
4,1239,,,0.5502298474311829,,,,,
4,1259,,,0.3377256393432617,,,,,
4,1279,,,0.6302499771118164,,,,,
4,1299,,,0.9353140592575073,,,,,
4,1319,,,0.8574816584587097,,,,,
4,1339,,,0.5381280779838562,,,,,
4,1349,,,,0.3629283607006073,0.20245520770549774,3.793619155883789,0.1163632869720459,0.32753774523735046
4,1349,0.47674739360809326,0.6267502307891846,,,,,,
5,1359,,,0.46968045830726624,,,,,
5,1379,,,0.3627798557281494,,,,,
5,1399,,,0.30430081486701965,,,,,
5,1419,,,0.3658478260040283,,,,,
5,1439,,,0.6066902875900269,,,,,
5,1459,,,0.47656339406967163,,,,,
5,1479,,,0.2775525450706482,,,,,
5,1499,,,0.6036285161972046,,,,,
5,1519,,,1.1398451328277588,,,,,
5,1539,,,1.082351803779602,,,,,
5,1559,,,0.385699987411499,,,,,
5,1579,,,0.3431580662727356,,,,,
5,1599,,,0.5257773399353027,,,,,
5,1619,,,0.5175267457962036,,,,,
5,1619,,,,0.42743438482284546,0.2949323058128357,3.1866021156311035,0.2162337303161621,0.34369152784347534
5,1619,0.48006922006607056,0.6377609968185425,,,,,,
6,1639,,,0.6702326536178589,,,,,
6,1659,,,0.49379464983940125,,,,,
6,1679,,,0.968593180179596,,,,,
6,1699,,,0.4545503854751587,,,,,
6,1719,,,0.6219515204429626,,,,,
6,1739,,,0.6300219297409058,,,,,
6,1759,,,0.5435796976089478,,,,,
6,1779,,,1.1352585554122925,,,,,
6,1799,,,0.4412693977355957,,,,,
6,1819,,,0.506339430809021,,,,,
6,1839,,,0.46990302205085754,,,,,
6,1859,,,0.5651652216911316,,,,,
6,1879,,,1.2226885557174683,,,,,
6,1889,,,,0.5406997203826904,0.37152099609375,2.372150182723999,0.2858981788158417,0.2834378480911255
6,1889,0.4859006404876709,0.5991338491439819,,,,,,
7,1899,,,0.3790372610092163,,,,,
7,1919,,,0.3832380175590515,,,,,
7,1939,,,1.2091972827911377,,,,,
7,1959,,,0.5938189029693604,,,,,
7,1979,,,0.30422618985176086,,,,,
7,1999,,,0.3643668591976166,,,,,
7,2019,,,0.3690773844718933,,,,,
7,2039,,,0.31363847851753235,,,,,
7,2059,,,0.4989442825317383,,,,,
7,2079,,,0.7787977457046509,,,,,
7,2099,,,0.35791075229644775,,,,,
7,2119,,,0.3593352437019348,,,,,
7,2139,,,0.4217853546142578,,,,,
7,2159,,,0.8388386964797974,,,,,
7,2159,,,,0.5311108231544495,0.36833834648132324,1.2000728845596313,0.273859441280365,0.597288966178894
7,2159,0.4815688133239746,0.625698447227478,,,,,,
8,2179,,,0.3493364155292511,,,,,
8,2199,,,0.8600708246231079,,,,,
8,2219,,,0.3054446876049042,,,,,
8,2239,,,0.45008453726768494,,,,,
8,2259,,,0.5899067521095276,,,,,
8,2279,,,0.34456750750541687,,,,,
8,2299,,,1.134779930114746,,,,,
8,2319,,,0.5074167251586914,,,,,
8,2339,,,0.47602570056915283,,,,,
8,2359,,,0.5242614150047302,,,,,
8,2379,,,0.5991020202636719,,,,,
8,2399,,,1.1605513095855713,,,,,
8,2419,,,0.5285414457321167,,,,,
8,2429,,,,0.541915237903595,0.392836332321167,1.7426211833953857,0.33573484420776367,0.3389362692832947
8,2429,0.47308769822120667,0.6178390979766846,,,,,,
9,2439,,,0.3326170742511749,,,,,
9,2459,,,0.45711979269981384,,,,,
9,2479,,,0.5962013602256775,,,,,
9,2499,,,0.502475380897522,,,,,
9,2519,,,0.2508254051208496,,,,,
9,2539,,,0.2554398477077484,,,,,
9,2559,,,0.9926391243934631,,,,,
9,2579,,,0.5025309324264526,,,,,
9,2599,,,1.0946578979492188,,,,,
9,2619,,,0.7307436466217041,,,,,
9,2639,,,0.5170892477035522,,,,,
9,2659,,,0.43064212799072266,,,,,
9,2679,,,0.2327626794576645,,,,,
9,2699,,,0.8575176000595093,,,,,
9,2699,,,,0.35343068838119507,0.18610695004463196,2.5772082805633545,0.10915064066648483,0.40969225764274597
9,2699,0.48217302560806274,0.5778123140335083,,,,,,
10,2719,,,0.9463975429534912,,,,,
10,2739,,,0.6793822646141052,,,,,
10,2759,,,0.357656866312027,,,,,
10,2779,,,0.6519653797149658,,,,,
10,2799,,,1.0398428440093994,,,,,
10,2819,,,0.45054295659065247,,,,,
10,2839,,,1.0040781497955322,,,,,
10,2859,,,0.40380555391311646,,,,,
10,2879,,,0.6063095927238464,,,,,
10,2899,,,0.6130678057670593,,,,,
10,2919,,,0.39863768219947815,,,,,
10,2939,,,0.24048054218292236,,,,,
10,2959,,,0.4096306562423706,,,,,
10,2969,,,,0.46844959259033203,0.33373910188674927,1.4332438707351685,0.25017309188842773,0.6527395248413086
10,2969,0.4821506142616272,0.549761950969696,,,,,,
11,2979,,,0.6507920622825623,,,,,
11,2999,,,1.1195814609527588,,,,,
11,3019,,,0.4421701431274414,,,,,
11,3039,,,0.48991861939430237,,,,,
11,3059,,,0.33069169521331787,,,,,
11,3079,,,0.5718145966529846,,,,,
11,3099,,,0.4251639246940613,,,,,
11,3119,,,0.31581413745880127,,,,,
11,3139,,,0.3806045353412628,,,,,
11,3159,,,0.6620321869850159,,,,,
11,3179,,,0.8032218217849731,,,,,
11,3199,,,0.8081693649291992,,,,,
11,3219,,,0.6958934664726257,,,,,
11,3239,,,0.5521717071533203,,,,,
11,3239,,,,0.45813554525375366,0.31563234329223633,2.478710889816284,0.24619337916374207,0.6583006978034973
11,3239,0.49366459250450134,0.5568879842758179,,,,,,
12,3259,,,1.4686644077301025,,,,,
12,3279,,,0.2637466490268707,,,,,
12,3299,,,0.593730092048645,,,,,
12,3319,,,0.37178871035575867,,,,,
12,3339,,,0.20597976446151733,,,,,
12,3359,,,1.1380703449249268,,,,,
12,3379,,,0.2236175537109375,,,,,
12,3399,,,0.5526193380355835,,,,,
12,3419,,,1.1371961832046509,,,,,
12,3439,,,0.4458320438861847,,,,,
12,3459,,,0.350742369890213,,,,,
12,3479,,,0.4690212607383728,,,,,
12,3499,,,0.7976360321044922,,,,,
12,3509,,,,0.5311033129692078,0.4080243706703186,1.0223331451416016,0.3097148537635803,0.6250242590904236
12,3509,0.49309319257736206,0.5509777665138245,,,,,,
13,3519,,,1.3933025598526,,,,,
13,3539,,,1.0186954736709595,,,,,
13,3559,,,0.7980747222900391,,,,,
13,3579,,,0.38753005862236023,,,,,
13,3599,,,1.0598089694976807,,,,,
13,3619,,,1.0616246461868286,,,,,
13,3639,,,0.3937986195087433,,,,,
13,3659,,,0.8953367471694946,,,,,
13,3679,,,0.8714540004730225,,,,,
13,3699,,,0.7148938775062561,,,,,
13,3719,,,0.24456673860549927,,,,,
13,3739,,,1.221247673034668,,,,,
13,3759,,,0.4187852144241333,,,,,
13,3779,,,0.3732564151287079,,,,,
13,3779,,,,0.587619423866272,0.4406569004058838,0.9828753471374512,0.35591211915016174,0.6214351654052734
13,3779,0.47149068117141724,0.5580130219459534,,,,,,
14,3799,,,0.31066274642944336,,,,,
14,3819,,,0.5600432753562927,,,,,
14,3839,,,0.4961082935333252,,,,,
14,3859,,,0.3634563088417053,,,,,
14,3879,,,0.4138276278972626,,,,,
14,3899,,,0.9563008546829224,,,,,
14,3919,,,0.8123698234558105,,,,,
14,3939,,,1.0895079374313354,,,,,
14,3959,,,0.2070387303829193,,,,,
14,3979,,,0.3444454073905945,,,,,
14,3999,,,0.5669421553611755,,,,,
14,4019,,,0.7082304954528809,,,,,
14,4039,,,0.18652240931987762,,,,,
14,4049,,,,0.439028263092041,0.3276277184486389,1.3023743629455566,0.22516247630119324,0.6514034867286682
14,4049,0.5060266256332397,0.5246409773826599,,,,,,
15,4059,,,0.4880642890930176,,,,,
15,4079,,,0.19359365105628967,,,,,
15,4099,,,0.9055282473564148,,,,,
15,4119,,,0.7238931059837341,,,,,
15,4139,,,0.34716087579727173,,,,,
15,4159,,,0.37365883588790894,,,,,
15,4179,,,0.9107009172439575,,,,,
15,4199,,,1.0394706726074219,,,,,
15,4219,,,0.44941094517707825,,,,,
15,4239,,,0.3674389719963074,,,,,
15,4259,,,0.33023402094841003,,,,,
15,4279,,,0.5031578540802002,,,,,
15,4299,,,0.8862964510917664,,,,,
15,4319,,,0.4707004427909851,,,,,
15,4319,,,,0.529580295085907,0.36349302530288696,1.2432825565338135,0.27514567971229553,0.5448834896087646
15,4319,0.47592735290527344,0.5729176998138428,,,,,,
16,4339,,,0.256016343832016,,,,,
16,4359,,,0.4024357199668884,,,,,
16,4379,,,0.7492433786392212,,,,,
16,4399,,,0.988541841506958,,,,,
16,4419,,,0.40676379203796387,,,,,
16,4439,,,0.5033155083656311,,,,,
16,4459,,,0.3385883867740631,,,,,
16,4479,,,0.41164225339889526,,,,,
16,4499,,,0.17044349014759064,,,,,
16,4519,,,0.2884801924228668,,,,,
16,4539,,,0.3451426029205322,,,,,
16,4559,,,0.3577069938182831,,,,,
16,4579,,,0.6255329251289368,,,,,
16,4589,,,,0.3575868308544159,0.19647350907325745,3.359009265899658,0.06707589328289032,0.2390267699956894
16,4589,0.4859716296195984,0.5491830706596375,,,,,,
17,4599,,,0.25993040204048157,,,,,
17,4619,,,0.9009735584259033,,,,,
17,4639,,,0.24120867252349854,,,,,
17,4659,,,0.5760412216186523,,,,,
17,4679,,,0.6763238310813904,,,,,
17,4699,,,0.8728162050247192,,,,,
17,4719,,,0.3779714107513428,,,,,
17,4739,,,0.26945504546165466,,,,,
17,4759,,,0.3812660872936249,,,,,
17,4779,,,0.2492777705192566,,,,,
17,4799,,,0.19646181166172028,,,,,
17,4819,,,0.25248295068740845,,,,,
17,4839,,,0.7832927703857422,,,,,
17,4859,,,0.6893924474716187,,,,,
17,4859,,,,0.5758510231971741,0.44397974014282227,0.6560509204864502,0.3428473174571991,0.5778311491012573
17,4859,0.4961596429347992,0.5318930149078369,,,,,,
18,4879,,,0.3384699821472168,,,,,
18,4899,,,0.3889603316783905,,,,,
18,4919,,,0.2892262041568756,,,,,
18,4939,,,0.47192347049713135,,,,,
18,4959,,,0.4641050696372986,,,,,
18,4979,,,0.3668384552001953,,,,,
18,4999,,,0.45602303743362427,,,,,
18,5019,,,0.6460034847259521,,,,,
18,5039,,,0.44511446356773376,,,,,
18,5059,,,0.37687844038009644,,,,,
18,5079,,,0.9129793643951416,,,,,
18,5099,,,0.32703131437301636,,,,,
18,5119,,,0.8571584224700928,,,,,
18,5129,,,,0.5574891567230225,0.45965999364852905,1.0745872259140015,0.29628732800483704,0.518669068813324
18,5129,0.4965214729309082,0.5763596892356873,,,,,,
19,5139,,,0.33971095085144043,,,,,
19,5159,,,0.3550437390804291,,,,,
19,5179,,,0.4877614378929138,,,,,
19,5199,,,0.6988648772239685,,,,,
19,5219,,,0.1976856291294098,,,,,
19,5239,,,0.40472209453582764,,,,,
19,5259,,,0.7504459619522095,,,,,
19,5279,,,0.3710140883922577,,,,,
19,5299,,,0.32791465520858765,,,,,
19,5319,,,0.6035094857215881,,,,,
19,5339,,,0.9175721406936646,,,,,
19,5359,,,0.9431409239768982,,,,,
19,5379,,,0.8634870648384094,,,,,
19,5399,,,0.31880414485931396,,,,,
19,5399,,,,0.5637862682342529,0.41027259826660156,0.9015081524848938,0.3215946853160858,0.6059756875038147
19,5399,0.49389514327049255,0.5143892168998718,,,,,,
20,5419,,,0.3398541212081909,,,,,
20,5439,,,0.26921936869621277,,,,,
20,5459,,,0.889830470085144,,,,,
20,5479,,,0.38961219787597656,,,,,
20,5499,,,0.41452857851982117,,,,,
20,5519,,,0.2209666520357132,,,,,
20,5539,,,0.34599339962005615,,,,,
20,5559,,,0.15703171491622925,,,,,
20,5579,,,0.8781073689460754,,,,,
20,5599,,,0.2421676516532898,,,,,
20,5619,,,0.3395335078239441,,,,,
20,5639,,,0.8886140584945679,,,,,
20,5659,,,0.14496973156929016,,,,,
20,5669,,,,0.5021777749061584,0.34844261407852173,1.9358528852462769,0.2431778758764267,0.6008309125900269
20,5669,0.4927034378051758,0.506339967250824,,,,,,
21,5679,,,1.1988029479980469,,,,,
21,5699,,,0.5929259061813354,,,,,
21,5719,,,0.738840639591217,,,,,
21,5739,,,0.37060433626174927,,,,,
21,5759,,,0.4502408802509308,,,,,
21,5779,,,0.2164333462715149,,,,,
21,5799,,,0.4499925374984741,,,,,
21,5819,,,0.9047073125839233,,,,,
21,5839,,,0.4800906777381897,,,,,
21,5859,,,1.0742363929748535,,,,,
21,5879,,,1.0841248035430908,,,,,
21,5899,,,0.45408686995506287,,,,,
21,5919,,,0.9749960899353027,,,,,
21,5939,,,0.38788601756095886,,,,,
21,5939,,,,0.4263160526752472,0.3200465440750122,1.5292028188705444,0.18593524396419525,0.5468845963478088
21,5939,0.4992418885231018,0.4935741424560547,,,,,,
22,5959,,,0.48480021953582764,,,,,
22,5979,,,0.3876173496246338,,,,,
22,5999,,,0.3464335501194,,,,,
22,6019,,,0.8250762224197388,,,,,
22,6039,,,0.8572440147399902,,,,,
22,6059,,,0.9485751986503601,,,,,
22,6079,,,0.289079487323761,,,,,
22,6099,,,0.5165454745292664,,,,,
22,6119,,,0.8624124526977539,,,,,
22,6139,,,1.1639130115509033,,,,,
22,6159,,,0.27940788865089417,,,,,
22,6179,,,0.4969826936721802,,,,,
22,6199,,,0.34180188179016113,,,,,
22,6209,,,,0.5692250728607178,0.4296652674674988,0.9560106992721558,0.32742226123809814,0.5811958312988281
22,6209,0.4953058958053589,0.5381951928138733,,,,,,
23,6219,,,0.3025403320789337,,,,,
23,6239,,,0.5614175200462341,,,,,
23,6259,,,0.4668966233730316,,,,,
23,6279,,,0.3578183650970459,,,,,
23,6299,,,0.32534533739089966,,,,,
23,6319,,,0.2896254360675812,,,,,
23,6339,,,0.3408471345901489,,,,,
23,6359,,,0.7077974081039429,,,,,
23,6379,,,0.3741593062877655,,,,,
23,6399,,,0.671514093875885,,,,,
23,6419,,,0.3794069290161133,,,,,
23,6439,,,0.5356266498565674,,,,,
23,6459,,,0.5359488725662231,,,,,
23,6479,,,0.32787221670150757,,,,,
23,6479,,,,0.47528111934661865,0.34584841132164,1.9102776050567627,0.2634018361568451,0.6407428979873657
23,6479,0.4878706932067871,0.47897061705589294,,,,,,
24,6499,,,0.443008691072464,,,,,
24,6519,,,0.7679729461669922,,,,,
24,6539,,,0.2184825986623764,,,,,
24,6559,,,0.5291395783424377,,,,,
24,6579,,,0.5955770611763,,,,,
24,6599,,,0.45500093698501587,,,,,
24,6619,,,0.18389320373535156,,,,,
24,6639,,,0.3473677337169647,,,,,
24,6659,,,1.038196086883545,,,,,
24,6679,,,0.2817942798137665,,,,,
24,6699,,,0.14049918949604034,,,,,
24,6719,,,0.4379843771457672,,,,,
24,6739,,,0.36711931228637695,,,,,
24,6749,,,,0.43639928102493286,0.3099125623703003,1.5427134037017822,0.1607557088136673,0.567789614200592
24,6749,0.5095149278640747,0.5137194991111755,,,,,,
25,6759,,,0.9695839881896973,,,,,
25,6779,,,0.3635190725326538,,,,,
25,6799,,,0.1481819450855255,,,,,
25,6819,,,0.28601980209350586,,,,,
25,6839,,,0.3152281641960144,,,,,
25,6859,,,0.7229069471359253,,,,,
25,6879,,,0.34592223167419434,,,,,
25,6899,,,0.1242048591375351,,,,,
25,6919,,,0.37623974680900574,,,,,
25,6939,,,0.3373250961303711,,,,,
25,6959,,,0.2944639325141907,,,,,
25,6979,,,0.893775999546051,,,,,
25,6999,,,0.19094298779964447,,,,,
25,7019,,,0.3035288155078888,,,,,
25,7019,,,,0.5570230484008789,0.4295930862426758,0.8991873860359192,0.29908668994903564,0.4960938096046448
25,7019,0.4970370829105377,0.5132527351379395,,,,,,
26,7039,,,0.7326299548149109,,,,,
26,7059,,,1.0179368257522583,,,,,
26,7079,,,0.7409040331840515,,,,,
26,7099,,,0.884199321269989,,,,,
26,7119,,,0.30125725269317627,,,,,
26,7139,,,1.164864182472229,,,,,
26,7159,,,0.3156963288784027,,,,,
26,7179,,,0.2920626699924469,,,,,
26,7199,,,0.3073914051055908,,,,,
26,7219,,,0.19997546076774597,,,,,
26,7239,,,0.35896214842796326,,,,,
26,7259,,,1.082393765449524,,,,,
26,7279,,,0.16303086280822754,,,,,
26,7289,,,,0.49599307775497437,0.3596774637699127,1.2056776285171509,0.23597155511379242,0.5637543797492981
26,7289,0.4877883195877075,0.5184168815612793,,,,,,
27,7299,,,0.2893665134906769,,,,,
27,7319,,,0.3612556755542755,,,,,
27,7339,,,0.38437795639038086,,,,,
27,7359,,,0.6580922603607178,,,,,
27,7379,,,0.9248406887054443,,,,,
27,7399,,,0.2736217975616455,,,,,
27,7419,,,0.9363501667976379,,,,,
27,7439,,,0.1654021292924881,,,,,
27,7459,,,0.6923266649246216,,,,,
27,7479,,,0.1823597103357315,,,,,
27,7499,,,0.1425304263830185,,,,,
27,7519,,,0.22054100036621094,,,,,
27,7539,,,0.4926191568374634,,,,,
27,7559,,,0.305284321308136,,,,,
27,7559,,,,0.49600183963775635,0.39152634143829346,1.0902916193008423,0.24811843037605286,0.5261661410331726
27,7559,0.5049200654029846,0.5009176135063171,,,,,,
28,7579,,,0.26547837257385254,,,,,
28,7599,,,0.3020527958869934,,,,,
28,7619,,,0.49160027503967285,,,,,
28,7639,,,0.9883079528808594,,,,,
28,7659,,,0.31816500425338745,,,,,
28,7679,,,0.2168823480606079,,,,,
28,7699,,,1.2201523780822754,,,,,
28,7719,,,0.34663325548171997,,,,,
28,7739,,,0.9040927290916443,,,,,
28,7759,,,0.8154784440994263,,,,,
28,7779,,,0.16690444946289062,,,,,
28,7799,,,0.2466290146112442,,,,,
28,7819,,,0.27658507227897644,,,,,
28,7829,,,,0.41736888885498047,0.2917897701263428,1.5098159313201904,0.17247739434242249,0.6300050616264343
28,7829,0.5009532570838928,0.4962902069091797,,,,,,
