epoch,latent/centroid_cos_sim,latent/fisher_ratio,latent/intra_class_var,latent/knn_acc,latent/silhouette,lr-AdamW/pg1,lr-AdamW/pg2,lr-AdamW/pg3,step,train/acc,train/cons_epoch,train/cons_lam_epoch,train/cons_lam_step,train/cons_step,train/loss_epoch,train/loss_step,train/supcon_epoch,train/supcon_step,val/acc,val/auroc,val/f1,val/f1_p_score,val/loss,val/macro_precision,val/mcc,val/micro_precision,val/precision_c0,val/precision_c1,val/precision_c2,val/precision_c3,val/recall
,,,,,,5.9999999999999995e-05,5.9999999999999995e-05,6e-06,0,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,19,,,,0.03792908787727356,0.007409672252833843,,1.403090000152588,,4.15256404876709,,,,,,,,,,,,,
0,,,,,,,,,39,,,,0.03792908787727356,0.008341170847415924,,1.235679030418396,,4.197508335113525,,,,,,,,,,,,,
0,,,,,,,,,59,,,,0.03792908787727356,0.010645459406077862,,1.2860283851623535,,4.190960884094238,,,,,,,,,,,,,
0,,,,,,,,,79,,,,0.03792908787727356,0.017606358975172043,,1.1199951171875,,4.241198539733887,,,,,,,,,,,,,
0,,,,,,,,,99,,,,0.03792908787727356,0.01865827478468418,,1.057878851890564,,4.059527397155762,,,,,,,,,,,,,
0,,,,,,,,,119,,,,0.03792908787727356,0.021243300288915634,,1.4226292371749878,,4.175774574279785,,,,,,,,,,,,,
0,,,,,,,,,139,,,,0.03792908787727356,0.022929057478904724,,1.4393982887268066,,4.150060653686523,,,,,,,,,,,,,
0,,,,,,,,,159,,,,0.03792908787727356,0.024569401517510414,,1.1134459972381592,,4.068938255310059,,,,,,,,,,,,,
0,,,,,,,,,179,,,,0.03792908787727356,0.029617980122566223,,1.0397802591323853,,4.1767988204956055,,,,,,,,,,,,,
0,,,,,,,,,199,,,,0.03792908787727356,0.028945021331310272,,1.1962448358535767,,4.1737165451049805,,,,,,,,,,,,,
0,,,,,,,,,219,,,,0.03792908787727356,0.02836795151233673,,0.9037781953811646,,4.003028392791748,,,,,,,,,,,,,
0,,,,,,,,,239,,,,0.03792908787727356,0.03149525821208954,,1.1696995496749878,,4.058204650878906,,,,,,,,,,,,,
0,,,,,,,,,259,,,,0.03792908787727356,0.033002786338329315,,1.0391507148742676,,4.173219680786133,,,,,,,,,,,,,
0,,,,,,,,,279,,,,0.03792908787727356,0.03527288883924484,,0.8884857296943665,,4.007194995880127,,,,,,,,,,,,,
0,,,,,,,,,299,,,,0.03792908787727356,0.025298140943050385,,1.1007747650146484,,4.1611328125,,,,,,,,,,,,,
0,,,,,,,,,319,,,,0.03792908787727356,0.03293222934007645,,1.1664142608642578,,4.056501388549805,,,,,,,,,,,,,
0,,,,,,,,,339,,,,0.03792908787727356,0.0337877981364727,,1.1720308065414429,,4.020936965942383,,,,,,,,,,,,,
0,,,,,,,,,359,,,,0.03792908787727356,0.034121930599212646,,0.9487608075141907,,4.007075309753418,,,,,,,,,,,,,
0,,,,,,,,,379,,,,0.03792908787727356,0.030003400519490242,,1.1635596752166748,,4.089777946472168,,,,,,,,,,,,,
0,,,,,,,,,399,,,,0.03792908787727356,0.03250158578157425,,0.9936025142669678,,4.011136054992676,,,,,,,,,,,,,
0,,,,,,,,,419,,,,0.03792908787727356,0.032734885811805725,,0.9753408432006836,,4.027276039123535,,,,,,,,,,,,,
0,,,,,,,,,439,,,,0.03792908787727356,0.030948244035243988,,1.033124327659607,,4.091312408447266,,,,,,,,,,,,,
0,,,,,,,,,459,,,,0.03792908787727356,0.029592860490083694,,1.0656019449234009,,4.080599308013916,,,,,,,,,,,,,
0,,,,,,,,,479,,,,0.03792908787727356,0.039454273879528046,,1.2880007028579712,,4.095790863037109,,,,,,,,,,,,,
0,,,,,,,,,499,,,,0.03792908787727356,0.03607591986656189,,1.0455602407455444,,4.057735919952393,,,,,,,,,,,,,
0,,,,,,,,,519,,,,0.03792908787727356,0.04375280812382698,,0.8780696392059326,,3.947641134262085,,,,,,,,,,,,,
0,,,,,,,,,539,,,,0.03792908787727356,0.03539874404668808,,0.9864417314529419,,4.0195841789245605,,,,,,,,,,,,,
0,,,,,,,,,559,,,,0.03792908787727356,0.0420951209962368,,1.3699052333831787,,4.087137222290039,,,,,,,,,,,,,
0,,,,,,,,,579,,,,0.03792908787727356,0.037874385714530945,,1.1489307880401611,,4.012117385864258,,,,,,,,,,,,,
0,,,,,,,,,599,,,,0.03792908787727356,0.04973292350769043,,0.8296820521354675,,3.919675350189209,,,,,,,,,,,,,
0,,,,,,,,,619,,,,0.03792908787727356,0.041555844247341156,,1.1815919876098633,,4.029529571533203,,,,,,,,,,,,,
0,,,,,,,,,639,,,,0.03792908787727356,0.04179094731807709,,0.8604565262794495,,4.018471717834473,,,,,,,,,,,,,
0,,,,,,,,,659,,,,0.03792908787727356,0.04651942476630211,,0.8097023963928223,,3.9397459030151367,,,,,,,,,,,,,
0,,,,,,,,,679,,,,0.03792908787727356,0.04963164031505585,,0.8132274150848389,,3.9096574783325195,,,,,,,,,,,,,
0,,,,,,,,,699,,,,0.03792908787727356,0.05662529170513153,,0.8081642985343933,,3.8977651596069336,,,,,,,,,,,,,
0,,,,,,,,,719,,,,0.03792908787727356,0.052997708320617676,,0.8415670990943909,,4.2003679275512695,,,,,,,,,,,,,
0,,,,,,,,,739,,,,0.03792908787727356,0.04821862652897835,,0.8696175813674927,,3.9646949768066406,,,,,,,,,,,,,
0,,,,,,,,,759,,,,0.03792908787727356,0.05823090672492981,,0.9255558252334595,,4.252567291259766,,,,,,,,,,,,,
0,,,,,,,,,779,,,,0.03792908787727356,0.03302314132452011,,1.1926769018173218,,4.0682477951049805,,,,,,,,,,,,,
0,,,,,,,,,799,,,,0.03792908787727356,0.0524747371673584,,0.8313297033309937,,3.9320530891418457,,,,,,,,,,,,,
