FIT Profiler Report
Profile stats for: records
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  Total MFLOPs  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          ProfilerStep*         1.43%       4.656ms       100.00%     324.720ms      16.236ms       0.000us         0.00%     227.305ms      11.365ms           0 B           0 B           0 B     -19.54 MB            20            --  
[pl][profile][Strategy]SingleDeviceStrategy.validati...         7.83%      25.427ms        94.46%     306.732ms      15.337ms       0.000us         0.00%     226.890ms      11.345ms           0 B           0 B           0 B    -760.55 MB            20            --  
                                           aten::conv2d         1.40%       4.546ms        18.09%      58.757ms      27.202us       0.000us         0.00%     226.283ms     104.760us           0 B           0 B      55.89 GB    -653.01 MB          2160  21541993.021  
[pl][module]torch.nn.modules.container.Sequential: b...         0.31%       1.009ms        36.75%     119.330ms       5.966ms       0.000us         0.00%     182.355ms       9.118ms           0 B           0 B     255.00 MB      -7.87 GB            20            --  
                                      aten::convolution         0.60%       1.934ms         6.71%      21.782ms      20.168us       0.000us         0.00%     111.835ms     103.551us           0 B           0 B      27.78 GB           0 B          1080            --  
                                     aten::_convolution         0.83%       2.699ms         6.11%      19.848ms      18.377us       0.000us         0.00%     111.835ms     103.551us           0 B           0 B      27.78 GB           0 B          1080            --  
                                aten::cudnn_convolution         3.62%      11.763ms         5.23%      16.971ms      15.714us     111.529ms        49.06%     111.529ms     103.268us           0 B           0 B      27.78 GB      27.78 GB          1080            --  
[pl][profile][Strategy]SingleDeviceStrategy.validati...         0.00%       0.000us         0.00%       0.000us       0.000us      88.497ms        38.93%      88.497ms       4.425ms           0 B           0 B           0 B           0 B            20            --  
[pl][module]torch.nn.modules.container.Sequential: b...         0.12%     400.836us         7.44%      24.175ms       1.209ms       0.000us         0.00%      56.391ms       2.820ms           0 B           0 B       1.96 GB      -3.92 GB            20            --  
[pl][module]torch.nn.modules.container.Sequential: b...         0.19%     619.325us        12.44%      40.387ms       2.019ms       0.000us         0.00%      43.621ms       2.181ms           0 B           0 B     520.00 MB      -2.54 GB            20            --  
[pl][module]torch.nn.modules.container.Sequential: b...         0.14%     456.599us         8.97%      29.119ms       1.456ms       0.000us         0.00%      42.678ms       2.134ms           0 B           0 B    1005.00 MB      -2.94 GB            20            --  
                                       aten::batch_norm         0.49%       1.594ms         9.67%      31.392ms      28.538us       0.000us         0.00%      35.093ms      31.903us           0 B           0 B      27.66 GB      -3.90 MB          1100            --  
                           aten::_batch_norm_impl_index         0.68%       2.213ms         9.18%      29.798ms      27.089us       0.000us         0.00%      35.093ms      31.903us           0 B           0 B      27.66 GB      -1.50 KB          1100            --  
sm80_xmma_fprop_implicit_gemm_bf16bf16_bf16f32_f32_n...         0.00%       0.000us         0.00%       0.000us       0.000us      33.498ms        14.74%      33.498ms      98.523us           0 B           0 B           0 B           0 B           340            --  
                                aten::native_batch_norm         2.05%       6.664ms         7.83%      25.413ms      23.530us      31.303ms        13.77%      32.671ms      30.251us           0 B           0 B      27.42 GB           0 B          1080            --  
void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_...         0.00%       0.000us         0.00%       0.000us       0.000us      30.730ms        13.52%      30.730ms      85.362us           0 B           0 B           0 B           0 B           360            --  
[pl][module]models.hydro_i2hofi.WaveformFrontend: sp...         0.24%     767.945us         3.88%      12.603ms     630.172us       0.000us         0.00%      30.514ms       1.526ms           0 B           0 B     375.23 MB    -737.96 MB            20            --  
void at::native::batch_norm_transform_input_kernel<c...         0.00%       0.000us         0.00%       0.000us       0.000us      29.738ms        13.08%      29.738ms      28.054us           0 B           0 B           0 B           0 B          1060            --  
[pl][module]torchaudio.transforms._transforms.MelSpe...         0.16%     503.339us         2.07%       6.735ms     336.732us       0.000us         0.00%      25.571ms       1.279ms           0 B           0 B     125.08 MB      -1.96 GB            20            --  
[pl][module]torch.nn.modules.container.Sequential: b...         0.11%     357.856us         6.59%      21.407ms       1.070ms       0.000us         0.00%      21.738ms       1.087ms           0 B           0 B     255.00 MB    -510.00 MB            20            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 324.724ms
Self CUDA time total: 227.309ms
