epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train/acc,train/loss_epoch,train/loss_step,val/acc,val/f1,val/loss,val/mcc,val/precision
,0.0,0.0,0,,,,,,,,
0,,,19,,,12.141066551208496,,,,,
0,,,39,,,24.982343673706055,,,,,
0,,,59,,,24.432388305664062,,,,,
0,,,79,,,17.66259765625,,,,,
0,,,99,,,24.78026008605957,,,,,
0,,,119,,,26.94744110107422,,,,,
0,,,139,,,27.83318328857422,,,,,
0,,,159,,,24.6551513671875,,,,,
0,,,179,,,32.415855407714844,,,,,
0,,,199,,,27.877792358398438,,,,,
0,,,219,,,17.8377628326416,,,,,
0,,,239,,,7.725342750549316,,,,,
0,,,259,,,25.980195999145508,,,,,
0,,,279,,,24.62100601196289,,,,,
0,,,299,,,22.46790313720703,,,,,
0,,,319,,,17.439916610717773,,,,,
0,,,339,,,14.966745376586914,,,,,
0,,,359,,,17.121286392211914,,,,,
0,,,379,,,40.23699951171875,,,,,
0,,,399,,,22.291790008544922,,,,,
0,,,419,,,20.180660247802734,,,,,
0,,,439,,,22.1625919342041,,,,,
0,,,459,,,17.06768226623535,,,,,
0,,,479,,,14.653459548950195,,,,,
0,,,499,,,15.124002456665039,,,,,
0,,,519,,,24.81254768371582,,,,,
0,,,539,,,9.865699768066406,,,,,
0,,,559,,,15.168880462646484,,,,,
0,,,579,,,23.13839340209961,,,,,
0,,,599,,,26.862213134765625,,,,,
0,,,619,,,29.528884887695312,,,,,
0,,,639,,,22.551965713500977,,,,,
0,,,659,,,22.37375259399414,,,,,
0,,,679,,,23.742136001586914,,,,,
0,,,699,,,20.24092674255371,,,,,
0,,,719,,,17.694887161254883,,,,,
0,,,739,,,20.000965118408203,,,,,
0,,,759,,,25.37371063232422,,,,,
0,,,779,,,19.818891525268555,,,,,
0,,,799,,,26.667648315429688,,,,,
0,,,819,,,19.526594161987305,,,,,
0,,,839,,,24.605670928955078,,,,,
0,,,859,,,15.324049949645996,,,,,
0,,,879,,,34.35860824584961,,,,,
0,,,899,,,26.87139129638672,,,,,
0,,,919,,,19.3309326171875,,,,,
0,,,939,,,17.667484283447266,,,,,
