epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train/acc,train/loss_epoch,train/loss_step,val/acc,val/auroc,val/f1,val/loss,val/macro_precision,val/mcc,val/micro_precision,val/precision_c0,val/precision_c1,val/precision_c2,val/precision_c3,val/recall
,3.75e-05,3.75e-05,0,,,,,,,,,,,,,,,
0,,,19,,,1.2847532033920288,,,,,,,,,,,,
0,,,39,,,1.0724103450775146,,,,,,,,,,,,
0,,,59,,,0.9951228499412537,,,,,,,,,,,,
0,,,79,,,0.841227114200592,,,,,,,,,,,,
0,,,99,,,0.8183392882347107,,,,,,,,,,,,
0,,,119,,,0.8445888161659241,,,,,,,,,,,,
0,,,139,,,0.953406810760498,,,,,,,,,,,,
0,,,159,,,0.7124821543693542,,,,,,,,,,,,
0,,,179,,,0.6818557381629944,,,,,,,,,,,,
0,,,199,,,0.7968437671661377,,,,,,,,,,,,
0,,,219,,,0.7386487722396851,,,,,,,,,,,,
0,,,239,,,0.7173668146133423,,,,,,,,,,,,
0,,,259,,,0.5462440252304077,,,,,,,,,,,,
0,,,279,,,0.8150874376296997,,,,,,,,,,,,
0,,,299,,,0.6936485767364502,,,,,,,,,,,,
0,,,319,,,0.5109463930130005,,,,,,,,,,,,
0,,,339,,,0.6400230526924133,,,,,,,,,,,,
0,,,359,,,0.40671977400779724,,,,,,,,,,,,
0,,,379,,,0.6678579449653625,,,,,,,,,,,,
0,,,399,,,0.5804849863052368,,,,,,,,,,,,
0,,,419,,,0.5460429787635803,,,,,,,,,,,,
0,,,439,,,0.6136654019355774,,,,,,,,,,,,
0,,,459,,,0.47799912095069885,,,,,,,,,,,,
0,,,479,,,0.5305497050285339,,,,,,,,,,,,
0,,,499,,,0.5023073554039001,,,,,,,,,,,,
0,,,519,,,0.7272543907165527,,,,,,,,,,,,
0,,,539,,,0.576490044593811,,,,,,,,,,,,
0,,,559,,,0.49117255210876465,,,,,,,,,,,,
0,,,579,,,0.5414270162582397,,,,,,,,,,,,
0,,,599,,,0.5375890731811523,,,,,,,,,,,,
0,,,619,,,0.45363759994506836,,,,,,,,,,,,
0,,,639,,,0.41949713230133057,,,,,,,,,,,,
0,,,659,,,0.5249395370483398,,,,,,,,,,,,
0,,,679,,,0.4611131548881531,,,,,,,,,,,,
0,,,699,,,0.7751666307449341,,,,,,,,,,,,
0,,,719,,,0.44833916425704956,,,,,,,,,,,,
0,,,739,,,0.47940295934677124,,,,,,,,,,,,
0,,,759,,,0.33259785175323486,,,,,,,,,,,,
0,,,779,,,0.6820819973945618,,,,,,,,,,,,
0,,,799,,,0.4242359399795532,,,,,,,,,,,,
0,,,819,,,0.5348193049430847,,,,,,,,,,,,
0,,,839,,,0.4054837226867676,,,,,,,,,,,,
0,,,859,,,0.2872862219810486,,,,,,,,,,,,
0,,,879,,,0.3728047013282776,,,,,,,,,,,,
0,,,899,,,0.39021191000938416,,,,,,,,,,,,
0,,,919,,,0.3795669972896576,,,,,,,,,,,,
0,,,939,,,0.6564897298812866,,,,,,,,,,,,
0,,,959,,,0.3602973520755768,,,,,,,,,,,,
0,,,979,,,0.47509467601776123,,,,,,,,,,,,
0,,,999,,,0.26062825322151184,,,,,,,,,,,,
0,,,1019,,,0.5217314958572388,,,,,,,,,,,,
0,,,1039,,,0.31505775451660156,,,,,,,,,,,,
0,,,1059,,,0.5096440315246582,,,,,,,,,,,,
0,,,1079,,,0.4006912410259247,,,,,,,,,,,,
0,,,1099,,,0.43410858511924744,,,,,,,,,,,,
0,,,1119,,,0.5092211961746216,,,,,,,,,,,,
0,,,1139,,,0.438263863325119,,,,,,,,,,,,
0,,,1159,,,0.3317015469074249,,,,,,,,,,,,
0,,,1179,,,0.3932667672634125,,,,,,,,,,,,
0,,,1199,,,0.5203853249549866,,,,,,,,,,,,
0,,,1219,,,0.4534248411655426,,,,,,,,,,,,
0,,,1239,,,0.37638965249061584,,,,,,,,,,,,
0,,,1259,,,0.3488113582134247,,,,,,,,,,,,
0,,,1279,,,0.5008288621902466,,,,,,,,,,,,
0,,,1299,,,0.6147605776786804,,,,,,,,,,,,
0,,,1319,,,0.34329870343208313,,,,,,,,,,,,
0,,,1339,,,0.5314326882362366,,,,,,,,,,,,
0,,,1359,,,0.5038460493087769,,,,,,,,,,,,
0,,,1379,,,0.32305392622947693,,,,,,,,,,,,
0,,,1399,,,0.30439579486846924,,,,,,,,,,,,
0,,,1419,,,0.4934222996234894,,,,,,,,,,,,
0,,,1439,,,0.48597419261932373,,,,,,,,,,,,
0,,,1459,,,0.47896039485931396,,,,,,,,,,,,
0,,,1479,,,0.34712621569633484,,,,,,,,,,,,
0,,,1499,,,0.50868821144104,,,,,,,,,,,,
0,,,1519,,,0.32473084330558777,,,,,,,,,,,,
0,,,1539,,,0.5859336256980896,,,,,,,,,,,,
0,,,1559,,,0.3427647054195404,,,,,,,,,,,,
0,,,1579,,,0.4454188644886017,,,,,,,,,,,,
0,,,1599,,,0.5549178719520569,,,,,,,,,,,,
0,,,1619,,,0.3024723529815674,,,,,,,,,,,,
0,,,1639,,,0.491840660572052,,,,,,,,,,,,
0,,,1659,,,0.20828841626644135,,,,,,,,,,,,
0,,,1679,,,0.32262516021728516,,,,,,,,,,,,
0,,,1699,,,0.5664954781532288,,,,,,,,,,,,
0,,,1719,,,0.4707655608654022,,,,,,,,,,,,
0,,,1739,,,0.3409509062767029,,,,,,,,,,,,
0,,,1759,,,0.3002912104129791,,,,,,,,,,,,
0,,,1779,,,0.4501723647117615,,,,,,,,,,,,
0,,,1799,,,0.2693488299846649,,,,,,,,,,,,
