epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,test/acc,test/auroc,test/f1,test/mcc,train/acc,train/loss_epoch,train/loss_step,val/acc,val/f1,val/loss,val/mcc,val/precision,val/recall
,2.285058529155198e-05,2.285058529155198e-05,0,,,,,,,,,,,,,
0,,,19,,,,,,,34.5080451965332,,,,,,
0,,,39,,,,,,,10.243904113769531,,,,,,
0,,,59,,,,,,,16.59567642211914,,,,,,
0,,,79,,,,,,,5.912454605102539,,,,,,
0,,,99,,,,,,,3.7912487983703613,,,,,,
0,,,119,,,,,,,12.737537384033203,,,,,,
0,,,139,,,,,,,7.803014755249023,,,,,,
0,,,159,,,,,,,3.424924373626709,,,,,,
0,,,179,,,,,,,3.1313915252685547,,,,,,
0,,,199,,,,,,,2.5148820877075195,,,,,,
0,,,219,,,,,,,3.85683536529541,,,,,,
0,,,239,,,,,,,3.1501569747924805,,,,,,
0,,,259,,,,,,,2.058861494064331,,,,,,
0,,,279,,,,,,,2.5665998458862305,,,,,,
0,,,299,,,,,,,1.8719546794891357,,,,,,
0,,,319,,,,,,,3.1254312992095947,,,,,,
0,,,339,,,,,,,2.2202203273773193,,,,,,
0,,,359,,,,,,,2.0439584255218506,,,,,,
0,,,379,,,,,,,2.4626803398132324,,,,,,
0,,,399,,,,,,,1.9572116136550903,,,,,,
0,,,419,,,,,,,1.8951101303100586,,,,,,
0,,,439,,,,,,,4.206341743469238,,,,,,
0,,,459,,,,,,,3.283168077468872,,,,,,
0,,,479,,,,,,,2.041795253753662,,,,,,
0,,,499,,,,,,,2.1914162635803223,,,,,,
0,,,519,,,,,,,1.7221894264221191,,,,,,
0,,,539,,,,,,,1.6593360900878906,,,,,,
0,,,559,,,,,,,5.616809844970703,,,,,,
0,,,579,,,,,,,2.550222873687744,,,,,,
0,,,599,,,,,,,2.0299394130706787,,,,,,
0,,,619,,,,,,,1.9800413846969604,,,,,,
0,,,639,,,,,,,1.8718010187149048,,,,,,
0,,,659,,,,,,,1.7197816371917725,,,,,,
0,,,679,,,,,,,1.5811452865600586,,,,,,
0,,,699,,,,,,,1.9812489748001099,,,,,,
0,,,719,,,,,,,2.999393939971924,,,,,,
0,,,739,,,,,,,1.5902602672576904,,,,,,
0,,,759,,,,,,,1.6761668920516968,,,,,,
0,,,779,,,,,,,1.3704960346221924,,,,,,
0,,,799,,,,,,,1.407497525215149,,,,,,
0,,,819,,,,,,,1.544832468032837,,,,,,
0,,,839,,,,,,,1.7271451950073242,,,,,,
0,,,859,,,,,,,1.6131428480148315,,,,,,
0,,,879,,,,,,,1.6003650426864624,,,,,,
0,,,899,,,,,,,1.3932474851608276,,,,,,
0,,,919,,,,,,,1.7198572158813477,,,,,,
0,,,939,,,,,,,1.2632464170455933,,,,,,
0,,,959,,,,,,,1.5070139169692993,,,,,,
0,,,979,,,,,,,2.0463311672210693,,,,,,
0,,,999,,,,,,,1.1227402687072754,,,,,,
0,,,1019,,,,,,,1.2483410835266113,,,,,,
0,,,1039,,,,,,,1.218475341796875,,,,,,
0,,,1059,,,,,,,1.459654688835144,,,,,,
0,,,1079,,,,,,,1.2750906944274902,,,,,,
0,,,1099,,,,,,,1.4747310876846313,,,,,,
0,,,1119,,,,,,,1.5125885009765625,,,,,,
0,,,1139,,,,,,,1.1526968479156494,,,,,,
0,,,1159,,,,,,,1.3724315166473389,,,,,,
0,,,1179,,,,,,,1.5699673891067505,,,,,,
0,,,1199,,,,,,,1.314694881439209,,,,,,
0,,,1219,,,,,,,1.2280869483947754,,,,,,
0,,,1239,,,,,,,1.3201802968978882,,,,,,
0,,,1259,,,,,,,1.160111427307129,,,,,,
0,,,1279,,,,,,,1.2200603485107422,,,,,,
0,,,1299,,,,,,,1.5038268566131592,,,,,,
0,,,1319,,,,,,,1.236116886138916,,,,,,
0,,,1339,,,,,,,1.3693453073501587,,,,,,
0,,,1359,,,,,,,1.4394999742507935,,,,,,
0,,,1379,,,,,,,1.2980501651763916,,,,,,
0,,,1399,,,,,,,1.2770326137542725,,,,,,
0,,,1419,,,,,,,1.319413661956787,,,,,,
0,,,1439,,,,,,,1.2528480291366577,,,,,,
0,,,1459,,,,,,,1.4348267316818237,,,,,,
0,,,1479,,,,,,,1.1898056268692017,,,,,,
0,,,1499,,,,,,,1.010571002960205,,,,,,
0,,,1519,,,,,,,1.0500776767730713,,,,,,
0,,,1539,,,,,,,1.1994571685791016,,,,,,
0,,,1559,,,,,,,1.0164004564285278,,,,,,
0,,,1579,,,,,,,1.170108675956726,,,,,,
0,,,1599,,,,,,,1.041900396347046,,,,,,
0,,,1619,,,,,,,1.055311918258667,,,,,,
0,,,1639,,,,,,,1.6291987895965576,,,,,,
