epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,test/acc,test/auroc,test/f1,test/loss,test/mcc,train/acc,train/loss_epoch,train/loss_step,val/acc,val/f1,val/loss,val/mcc
,0.0,0.0,0,,,,,,,,,,,,
0,,,19,,,,,,,,26.6850643157959,,,,
0,,,39,,,,,,,,28.399089813232422,,,,
0,,,59,,,,,,,,16.48081398010254,,,,
0,,,79,,,,,,,,18.677268981933594,,,,
0,,,99,,,,,,,,22.38690757751465,,,,
0,,,119,,,,,,,,17.02530288696289,,,,
0,,,139,,,,,,,,21.073150634765625,,,,
0,,,159,,,,,,,,26.8326358795166,,,,
0,,,179,,,,,,,,17.26386833190918,,,,
0,,,199,,,,,,,,19.71692657470703,,,,
0,,,219,,,,,,,,18.973838806152344,,,,
0,,,239,,,,,,,,23.54678726196289,,,,
0,,,259,,,,,,,,12.769059181213379,,,,
0,,,279,,,,,,,,21.015602111816406,,,,
0,,,299,,,,,,,,24.964689254760742,,,,
0,,,319,,,,,,,,24.329143524169922,,,,
0,,,339,,,,,,,,21.008459091186523,,,,
0,,,359,,,,,,,,22.942853927612305,,,,
0,,,379,,,,,,,,19.705320358276367,,,,
0,,,399,,,,,,,,21.796457290649414,,,,
0,,,419,,,,,,,,25.656946182250977,,,,
0,,,439,,,,,,,,21.15907096862793,,,,
0,,,459,,,,,,,,17.3081111907959,,,,
0,,,479,,,,,,,,18.797813415527344,,,,
0,,,499,,,,,,,,23.069061279296875,,,,
0,,,519,,,,,,,,20.95177459716797,,,,
0,,,539,,,,,,,,24.614389419555664,,,,
0,,,559,,,,,,,,26.307371139526367,,,,
0,,,579,,,,,,,,19.484651565551758,,,,
0,,,599,,,,,,,,22.1398983001709,,,,
0,,,619,,,,,,,,21.40087890625,,,,
0,,,639,,,,,,,,23.476139068603516,,,,
0,,,659,,,,,,,,20.04067039489746,,,,
0,,,679,,,,,,,,25.69747543334961,,,,
0,,,699,,,,,,,,19.761465072631836,,,,
0,,,717,,,,,,,,,0.24021989107131958,0.14477047324180603,16.78145408630371,-0.006570268422365189
0,,,717,,,,,,0.24708214402198792,22.263933181762695,,,,,
,0.0005,0.0005,718,,,,,,,,,,,,
1,,,719,,,,,,,,11.492362976074219,,,,
1,,,739,,,,,,,,4.723592758178711,,,,
1,,,759,,,,,,,,5.159316539764404,,,,
1,,,779,,,,,,,,5.473446846008301,,,,
1,,,799,,,,,,,,4.522931098937988,,,,
1,,,819,,,,,,,,4.766082286834717,,,,
1,,,839,,,,,,,,4.863365650177002,,,,
1,,,859,,,,,,,,4.502878665924072,,,,
1,,,879,,,,,,,,4.66975736618042,,,,
1,,,899,,,,,,,,5.179994583129883,,,,
1,,,919,,,,,,,,4.893671989440918,,,,
1,,,939,,,,,,,,3.9694883823394775,,,,
1,,,959,,,,,,,,4.786395072937012,,,,
1,,,979,,,,,,,,4.82543420791626,,,,
1,,,999,,,,,,,,4.540449142456055,,,,
1,,,1019,,,,,,,,4.928778648376465,,,,
1,,,1039,,,,,,,,5.685059547424316,,,,
1,,,1059,,,,,,,,3.9301538467407227,,,,
1,,,1079,,,,,,,,5.40377950668335,,,,
1,,,1099,,,,,,,,4.768063545227051,,,,
1,,,1119,,,,,,,,4.347923755645752,,,,
1,,,1139,,,,,,,,3.230849266052246,,,,
1,,,1159,,,,,,,,4.680522918701172,,,,
1,,,1179,,,,,,,,4.292922496795654,,,,
1,,,1199,,,,,,,,3.416558265686035,,,,
1,,,1219,,,,,,,,3.665552854537964,,,,
1,,,1239,,,,,,,,2.569176197052002,,,,
1,,,1259,,,,,,,,3.475926160812378,,,,
1,,,1279,,,,,,,,3.0025734901428223,,,,
1,,,1299,,,,,,,,3.8313751220703125,,,,
1,,,1319,,,,,,,,2.5667896270751953,,,,
1,,,1339,,,,,,,,3.8662524223327637,,,,
1,,,1359,,,,,,,,2.7711708545684814,,,,
1,,,1379,,,,,,,,2.3204236030578613,,,,
1,,,1399,,,,,,,,3.43605375289917,,,,
1,,,1419,,,,,,,,3.549827814102173,,,,
1,,,1435,,,,,,,,,0.25,0.0794462189078331,5.053800106048584,0.0
1,,,1435,,,,,,0.2536582350730896,4.223655700683594,,,,,
2,,,1436,0.24021989107131958,0.5008208751678467,0.14477047324180603,16.78145408630371,-0.006570268422365189,,,,,,,
