epoch,step,train_loss_step,val_loss_step
0,49,1.302852988243103,
0,99,1.2626700401306152,
0,149,1.2624742984771729,
0,199,1.0733076333999634,
0,249,1.0471481084823608,
0,299,0.9912000894546509,
0,349,0.8392512798309326,
0,399,0.9889522790908813,
0,449,0.9106476306915283,
,0,,0.3501950800418854
,1,,0.3501950800418854
,2,,0.3501950800418854
,3,,0.3501950800418854
,4,,0.3501950800418854
,5,,0.3501950800418854
,6,,0.3501950800418854
,7,,0.3501950800418854
,8,,0.3501950800418854
,9,,0.3501950800418854
,10,,0.3501950800418854
,11,,0.3501950800418854
,12,,0.3501950800418854
,13,,0.3501950800418854
,14,,0.3501950800418854
,15,,0.3501950800418854
,16,,0.3501950800418854
,17,,0.3501950800418854
,18,,0.3501950800418854
,19,,0.3501950800418854
,20,,0.3501950800418854
,21,,0.3501950800418854
,22,,0.3501950800418854
,23,,0.3501950800418854
,24,,0.3501950800418854
,25,,0.3501950800418854
,26,,0.3501950800418854
,27,,0.3501950800418854
,28,,0.3501950800418854
,29,,0.3501950800418854
,30,,0.3501950800418854
,31,,0.3501950800418854
,32,,0.3501950800418854
,33,,0.3501950800418854
,34,,0.3501950800418854
,35,,0.3501950800418854
,36,,0.3501950800418854
,37,,0.3501950800418854
,38,,0.3501950800418854
,39,,0.3501950800418854
,40,,0.3501950800418854
,41,,0.3501950800418854
,42,,0.3501950800418854
,43,,0.3501950800418854
,44,,0.3501950800418854
,45,,0.3501950800418854
,46,,0.3501950800418854
,47,,0.3501950800418854
,48,,0.3501950800418854
,49,,0.3501950800418854
,50,,0.3501950800418854
,51,,0.3501950800418854
,52,,0.3501950800418854
,53,,0.3501950800418854
,54,,0.3501950800418854
,55,,0.3501950800418854
,56,,0.3501950800418854
,57,,0.3501950800418854
,58,,0.3501950800418854
,59,,0.3501950800418854
,60,,0.3501950800418854
,61,,0.3501950800418854
,62,,0.3501950800418854
,63,,0.3501950800418854
,64,,0.3501950800418854
,65,,0.3501950800418854
,66,,0.3501950800418854
,67,,0.3501950800418854
,68,,1.3717892169952393
,69,,2.8648884296417236
,70,,2.8648884296417236
,71,,2.8648884296417236
,72,,2.8648884296417236
,73,,2.8648884296417236
,74,,2.8648884296417236
,75,,2.8648884296417236
,76,,2.8648884296417236
,77,,2.8648884296417236
,78,,2.8648884296417236
,79,,2.8648884296417236
,80,,2.8648884296417236
,81,,2.8648884296417236
,82,,2.8648884296417236
,83,,2.8648884296417236
,84,,2.8648884296417236
,85,,2.8648884296417236
,86,,2.8648884296417236
,87,,2.8648884296417236
,88,,2.8648884296417236
,89,,2.8648884296417236
,90,,2.8648884296417236
,91,,2.8648884296417236
,92,,2.8648884296417236
,93,,2.8648884296417236
,94,,2.8648884296417236
,95,,2.8648884296417236
,96,,2.8648884296417236
,97,,2.8648884296417236
,98,,2.8648884296417236
,99,,2.8648884296417236
,100,,2.8648884296417236
,101,,2.8648884296417236
,102,,2.8648884296417236
,103,,2.8648884296417236
,104,,2.8648884296417236
,105,,2.8648884296417236
,106,,2.8648884296417236
,107,,2.8648884296417236
,108,,2.8648884296417236
,109,,2.8648884296417236
,110,,2.8648884296417236
,111,,2.8648884296417236
,112,,2.8648884296417236
,113,,2.8648884296417236
,114,,2.8648884296417236
,115,,2.0836548805236816
,116,,1.8649095296859741
,117,,1.8649095296859741
,118,,1.8649095296859741
,119,,1.8649095296859741
,120,,1.8649095296859741
,121,,1.8649095296859741
,122,,1.8649095296859741
,123,,1.8649095296859741
,124,,1.8649095296859741
,125,,1.8649095296859741
,126,,1.8649095296859741
,127,,1.8649095296859741
,128,,1.8649095296859741
,129,,1.8649095296859741
,130,,1.8649095296859741
,131,,1.8649095296859741
,132,,1.8649095296859741
,133,,1.8649095296859741
,134,,1.8649095296859741
,135,,1.8649095296859741
,136,,1.8649095296859741
,137,,1.8649095296859741
,138,,1.8649095296859741
,139,,1.8649095296859741
,140,,1.8649095296859741
,141,,1.8649095296859741
,142,,1.8649095296859741
,143,,1.8649095296859741
,144,,1.8649095296859741
,145,,1.8649095296859741
,146,,1.8649095296859741
,147,,1.8649095296859741
,148,,1.8649095296859741
,149,,1.8649095296859741
,150,,1.8649095296859741
,151,,1.8649095296859741
,152,,1.8649095296859741
,153,,1.8649095296859741
,154,,1.8649095296859741
,155,,1.8649095296859741
,156,,1.8649095296859741
,157,,1.8649095296859741
,158,,1.8649095296859741
,159,,1.8649095296859741
,160,,1.8649095296859741
,161,,1.8649095296859741
,162,,1.8649095296859741
,163,,1.8649095296859741
,164,,1.8649095296859741
,165,,1.8649095296859741
,166,,1.8649095296859741
,167,,1.8649095296859741
,168,,1.8649095296859741
,169,,1.8649095296859741
,170,,1.8649095296859741
,171,,1.8649095296859741
,172,,1.8649095296859741
,173,,1.8649095296859741
,174,,1.8649095296859741
,175,,2.2314934730529785
,176,,2.482314348220825
,177,,2.482314348220825
,178,,2.482314348220825
,179,,2.482314348220825
,180,,2.482314348220825
,181,,2.482314348220825
,182,,2.482314348220825
,183,,2.482314348220825
,184,,2.482314348220825
,185,,2.482314348220825
,186,,2.482314348220825
,187,,2.482314348220825
,188,,2.482314348220825
,189,,2.482314348220825
,190,,2.482314348220825
,191,,2.482314348220825
,192,,2.482314348220825
,193,,2.482314348220825
,194,,2.482314348220825
,195,,2.482314348220825
,196,,2.482314348220825
,197,,2.482314348220825
,198,,2.482314348220825
,199,,2.482314348220825
,200,,2.482314348220825
,201,,2.482314348220825
,202,,2.482314348220825
,203,,2.482314348220825
,204,,2.482314348220825
,205,,2.482314348220825
,206,,2.482314348220825
,207,,2.482314348220825
,208,,2.482314348220825
,209,,2.482314348220825
,210,,2.482314348220825
,211,,2.482314348220825
,212,,2.482314348220825
,213,,2.482314348220825
,214,,2.482314348220825
,215,,2.482314348220825
,216,,2.482314348220825
,217,,2.482314348220825
,218,,2.482314348220825
,219,,2.482314348220825
,220,,2.482314348220825
,221,,2.482314348220825
,222,,2.482314348220825
,223,,2.482314348220825
,224,,2.482314348220825
,225,,2.482314348220825
,226,,2.482314348220825
,227,,2.482314348220825
,228,,2.482314348220825
,229,,2.482314348220825
,230,,2.482314348220825
,231,,2.482314348220825
,232,,2.482314348220825
,233,,2.482314348220825
,234,,2.482314348220825
,235,,2.482314348220825
,236,,2.482314348220825
