epoch,lr-AdamW,step,test/acc,test/auroc,test/f1,test/loss,test/mcc,train/acc,train/loss_epoch,train/loss_step,val/acc,val/f1,val/loss,val/mcc
,0.0,0,,,,,,,,,,,,
0,,19,,,,,,,,20.036087036132812,,,,
0,,39,,,,,,,,21.419979095458984,,,,
0,,59,,,,,,,,16.472253799438477,,,,
0,,79,,,,,,,,15.699331283569336,,,,
0,,99,,,,,,,,16.34207534790039,,,,
0,,119,,,,,,,,26.130878448486328,,,,
0,,139,,,,,,,,23.950450897216797,,,,
0,,159,,,,,,,,22.384780883789062,,,,
0,,179,,,,,,,,19.771421432495117,,,,
0,,199,,,,,,,,18.55663299560547,,,,
0,,219,,,,,,,,23.380943298339844,,,,
0,,239,,,,,,,,17.71333885192871,,,,
0,,259,,,,,,,,20.04525375366211,,,,
0,,279,,,,,,,,19.91048240661621,,,,
0,,299,,,,,,,,23.555377960205078,,,,
0,,319,,,,,,,,26.233680725097656,,,,
0,,339,,,,,,,,27.3183650970459,,,,
0,,359,,,,,,,,17.09652328491211,,,,
0,,379,,,,,,,,27.17749786376953,,,,
0,,399,,,,,,,,16.222827911376953,,,,
0,,419,,,,,,,,18.85419273376465,,,,
0,,439,,,,,,,,22.156604766845703,,,,
0,,459,,,,,,,,27.049123764038086,,,,
0,,479,,,,,,,,22.311805725097656,,,,
0,,499,,,,,,,,21.082809448242188,,,,
0,,519,,,,,,,,21.063440322875977,,,,
0,,539,,,,,,,,16.389991760253906,,,,
0,,559,,,,,,,,22.274402618408203,,,,
0,,579,,,,,,,,11.564571380615234,,,,
0,,599,,,,,,,,29.65785789489746,,,,
0,,619,,,,,,,,29.643144607543945,,,,
0,,639,,,,,,,,22.780441284179688,,,,
0,,659,,,,,,,,19.00955581665039,,,,
0,,679,,,,,,,,22.25541114807129,,,,
0,,699,,,,,,,,23.640777587890625,,,,
0,,716,,,,,,,,,0.25,0.10901957005262375,16.54017448425293,0.0
0,,716,,,,,,0.25,21.228179931640625,,,,,
,0.0003333333333333333,717,,,,,,,,,,,,
1,,719,,,,,,,,21.097646713256836,,,,
1,,739,,,,,,,,14.301887512207031,,,,
1,,759,,,,,,,,10.196849822998047,,,,
1,,779,,,,,,,,8.691424369812012,,,,
