epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,test/acc,test/auroc,test/f1,test/loss,test/mcc,train/acc,train/loss_epoch,train/loss_step,val/acc,val/f1,val/loss,val/mcc
,0.0,0.0,0,,,,,,,,,,,,
0,,,19,,,,,,,,35.457454681396484,,,,
0,,,39,,,,,,,,35.666038513183594,,,,
0,,,59,,,,,,,,46.30780792236328,,,,
0,,,79,,,,,,,,20.60676383972168,,,,
0,,,99,,,,,,,,35.29840087890625,,,,
0,,,119,,,,,,,,16.990734100341797,,,,
0,,,139,,,,,,,,31.94678497314453,,,,
0,,,159,,,,,,,,35.26666259765625,,,,
0,,,179,,,,,,,,17.150787353515625,,,,
0,,,199,,,,,,,,39.607826232910156,,,,
0,,,219,,,,,,,,39.2497444152832,,,,
0,,,239,,,,,,,,12.837881088256836,,,,
0,,,259,,,,,,,,27.645240783691406,,,,
0,,,279,,,,,,,,24.907188415527344,,,,
0,,,299,,,,,,,,27.898895263671875,,,,
0,,,319,,,,,,,,32.27598571777344,,,,
0,,,339,,,,,,,,35.03385925292969,,,,
0,,,359,,,,,,,,35.27698516845703,,,,
0,,,379,,,,,,,,35.39469528198242,,,,
0,,,399,,,,,,,,31.887792587280273,,,,
0,,,419,,,,,,,,35.81292724609375,,,,
0,,,439,,,,,,,,35.576820373535156,,,,
0,,,459,,,,,,,,27.94780158996582,,,,
0,,,479,,,,,,,,27.812698364257812,,,,
0,,,499,,,,,,,,31.669179916381836,,,,
0,,,519,,,,,,,,28.090158462524414,,,,
0,,,539,,,,,,,,13.42475414276123,,,,
0,,,559,,,,,,,,28.126590728759766,,,,
0,,,579,,,,,,,,31.46258544921875,,,,
0,,,599,,,,,,,,32.011993408203125,,,,
0,,,619,,,,,,,,32.30746078491211,,,,
0,,,639,,,,,,,,24.129358291625977,,,,
0,,,659,,,,,,,,16.892154693603516,,,,
0,,,679,,,,,,,,31.9395751953125,,,,
0,,,699,,,,,,,,21.11484718322754,,,,
0,,,719,,,,,,,,27.507110595703125,,,,
0,,,739,,,,,,,,42.92458724975586,,,,
0,,,759,,,,,,,,31.429956436157227,,,,
0,,,779,,,,,,,,42.42030334472656,,,,
0,,,799,,,,,,,,35.193782806396484,,,,
0,,,819,,,,,,,,43.43822479248047,,,,
0,,,839,,,,,,,,31.343555450439453,,,,
0,,,859,,,,,,,,35.3740234375,,,,
0,,,879,,,,,,,,46.52963638305664,,,,
0,,,899,,,,,,,,38.789337158203125,,,,
0,,,919,,,,,,,,31.771581649780273,,,,
0,,,939,,,,,,,,16.438337326049805,,,,
0,,,959,,,,,,,,28.311635971069336,,,,
0,,,979,,,,,,,,30.949134826660156,,,,
0,,,999,,,,,,,,24.525808334350586,,,,
0,,,1019,,,,,,,,31.85631561279297,,,,
0,,,1039,,,,,,,,46.87873840332031,,,,
0,,,1059,,,,,,,,24.040132522583008,,,,
0,,,1079,,,,,,,,38.647483825683594,,,,
0,,,1099,,,,,,,,39.23762893676758,,,,
0,,,1119,,,,,,,,27.977848052978516,,,,
0,,,1139,,,,,,,,31.504741668701172,,,,
0,,,1159,,,,,,,,31.352550506591797,,,,
0,,,1179,,,,,,,,27.439685821533203,,,,
0,,,1199,,,,,,,,16.527225494384766,,,,
0,,,1219,,,,,,,,31.53302001953125,,,,
0,,,1239,,,,,,,,42.61498260498047,,,,
0,,,1259,,,,,,,,9.408564567565918,,,,
0,,,1279,,,,,,,,28.414264678955078,,,,
0,,,1299,,,,,,,,35.681461334228516,,,,
0,,,1319,,,,,,,,27.320941925048828,,,,
0,,,1339,,,,,,,,35.67497253417969,,,,
0,,,1359,,,,,,,,24.009140014648438,,,,
0,,,1379,,,,,,,,46.246944427490234,,,,
0,,,1399,,,,,,,,31.756982803344727,,,,
0,,,1419,,,,,,,,20.79637336730957,,,,
0,,,1434,,,,,,,,,0.25,0.11148948967456818,24.910783767700195,0.0
0,,,1434,,,,,,0.25,31.71031379699707,,,,,
,0.0003,0.0003,1435,,,,,,,,,,,,
