FIT Profiler Report
Profile stats for: records
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  Total MFLOPs  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          ProfilerStep*         1.73%       3.669ms       100.00%     212.167ms      10.608ms       0.000us         0.00%     103.260ms       5.163ms           0 B           0 B           0 B     -20.64 MB            20            --  
[pl][profile][Strategy]SingleDeviceStrategy.validati...        11.53%      24.461ms        92.05%     195.310ms       9.765ms       0.000us         0.00%     102.841ms       5.142ms           0 B           0 B           0 B    -483.98 MB            20            --  
                                           aten::conv2d         0.97%       2.062ms        13.91%      29.511ms      35.133us       0.000us         0.00%      95.853ms     114.111us           0 B           0 B      13.26 GB    -443.60 MB           840   9557692.088  
[pl][profile][Strategy]SingleDeviceStrategy.validati...         0.00%       0.000us         0.00%       0.000us       0.000us      95.852ms        92.82%      95.852ms       4.793ms           0 B           0 B           0 B           0 B            20            --  
[pl][module]torch.nn.modules.container.Sequential: b...         0.47%     987.515us        25.61%      54.333ms       2.717ms       0.000us         0.00%      62.164ms       3.108ms           0 B           0 B      63.75 MB      -5.28 GB            20            --  
                                      aten::convolution         0.42%     891.697us         5.31%      11.273ms      26.841us       0.000us         0.00%      47.365ms     112.775us           0 B           0 B       6.56 GB           0 B           420            --  
                                     aten::_convolution         0.59%       1.253ms         4.89%      10.382ms      24.718us       0.000us         0.00%      47.365ms     112.775us           0 B           0 B       6.56 GB           0 B           420            --  
                                aten::cudnn_convolution         2.55%       5.416ms         4.22%       8.954ms      21.319us      47.061ms        45.57%      47.061ms     112.049us           0 B           0 B       6.56 GB       6.53 GB           420            --  
[pl][module]models.hydro_i2hofi.WaveformFrontend: sp...         0.34%     721.135us         5.71%      12.109ms     605.442us       0.000us         0.00%      30.475ms       1.524ms           0 B           0 B     375.23 MB    -687.93 MB            20            --  
sm80_xmma_fprop_implicit_gemm_bf16bf16_bf16f32_f32_n...         0.00%       0.000us         0.00%       0.000us       0.000us      27.568ms        26.70%      27.568ms      91.894us           0 B           0 B           0 B           0 B           300            --  
[pl][module]torchaudio.transforms._transforms.MelSpe...         0.21%     455.195us         3.13%       6.649ms     332.469us       0.000us         0.00%      25.567ms       1.278ms           0 B           0 B     125.08 MB      -1.96 GB            20            --  
[pl][module]torchaudio.transforms._transforms.Spectr...         0.00%       0.000us         0.00%       0.000us       0.000us      20.723ms        20.07%      20.723ms       1.036ms           0 B           0 B           0 B           0 B            20            --  
[pl][module]torchaudio.transforms._transforms.Spectr...         0.64%       1.353ms         2.17%       4.601ms     230.036us       0.000us         0.00%      20.119ms       1.006ms           0 B           0 B       1.96 GB      -5.89 GB            20            --  
                                              aten::abs         0.13%     277.808us         0.69%       1.457ms      36.420us       5.561ms         5.39%      19.157ms     478.932us           0 B           0 B       1.96 GB      -3.91 GB            40            --  
[pl][module]torch.nn.modules.container.Sequential: b...         0.14%     294.326us         5.40%      11.449ms     572.447us       0.000us         0.00%      14.084ms     704.207us           0 B           0 B     501.25 MB    -520.00 MB            20            --  
[pl][module]torchmetrics.classification.precision_re...         0.00%       0.000us         0.00%       0.000us       0.000us      11.974ms        11.60%      11.974ms     598.714us           0 B           0 B           0 B           0 B            20            --  
[pl][module]torchmetrics.classification.f_beta.Multi...         0.00%       0.000us         0.00%       0.000us       0.000us      11.616ms        11.25%      11.616ms     580.818us           0 B           0 B           0 B           0 B            20            --  
[pl][module]torchmetrics.classification.precision_re...         0.00%       0.000us         0.00%       0.000us       0.000us      11.388ms        11.03%      11.388ms     569.424us           0 B           0 B           0 B           0 B            20            --  
[pl][module]torchmetrics.classification.accuracy.Mul...         0.00%       0.000us         0.00%       0.000us       0.000us      10.943ms        10.60%      10.943ms     547.131us           0 B           0 B           0 B           0 B            20            --  
[pl][module]torch.nn.modules.container.Sequential: b...         0.13%     275.657us         6.20%      13.144ms     657.223us       0.000us         0.00%      10.563ms     528.139us           0 B           0 B     251.25 MB    -251.25 MB            20            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 212.171ms
Self CUDA time total: 103.264ms
