FIT Profiler Report
Profile stats for: records
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  Total MFLOPs  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          ProfilerStep*         0.78%       4.862ms       100.00%     623.056ms      31.153ms       0.000us         0.00%     513.288ms      25.664ms           0 B           0 B           0 B     -19.54 MB            20            --  
[pl][profile][Strategy]SingleDeviceStrategy.validati...         5.98%      37.249ms        96.89%     603.671ms      30.184ms       0.000us         0.00%     512.877ms      25.644ms           0 B           0 B           0 B      -2.55 GB            20            --  
                                           aten::conv2d         0.84%       5.238ms        11.10%      69.168ms      32.022us       0.000us         0.00%     447.763ms     207.298us           0 B           0 B     111.24 GB    -914.47 MB          2160  43083986.043  
[pl][module]torch.nn.modules.container.Sequential: b...         0.19%       1.172ms        22.72%     141.560ms       7.078ms       0.000us         0.00%     390.754ms      19.538ms           0 B           0 B     520.00 MB     -15.67 GB            20            --  
                                      aten::convolution         0.36%       2.248ms         4.12%      25.651ms      23.751us       0.000us         0.00%     222.412ms     205.937us           0 B           0 B      55.49 GB           0 B          1080            --  
                                     aten::_convolution         0.50%       3.091ms         3.76%      23.403ms      21.670us       0.000us         0.00%     222.412ms     205.937us           0 B           0 B      55.49 GB           0 B          1080            --  
                                aten::cudnn_convolution         2.32%      14.468ms         3.23%      20.106ms      18.616us     221.823ms        43.23%     221.823ms     205.392us           0 B           0 B      55.49 GB      55.39 GB          1080            --  
[pl][profile][Strategy]SingleDeviceStrategy.validati...         0.00%       0.000us         0.00%       0.000us       0.000us     168.225ms        32.78%     168.225ms       8.411ms           0 B           0 B           0 B           0 B            20            --  
[pl][module]torch.nn.modules.container.Sequential: b...         0.07%     452.278us         4.43%      27.628ms       1.381ms       0.000us         0.00%     118.141ms       5.907ms           0 B           0 B       3.92 GB      -7.83 GB            20            --  
[pl][module]torch.nn.modules.container.Sequential: b...         0.08%     506.936us         5.25%      32.716ms       1.636ms       0.000us         0.00%     112.260ms       5.613ms           0 B           0 B       1.96 GB      -5.89 GB            20            --  
[pl][module]torch.nn.modules.container.Sequential: b...         0.12%     718.013us         7.81%      48.674ms       2.434ms       0.000us         0.00%      83.324ms       4.166ms           0 B           0 B    1010.00 MB      -4.93 GB            20            --  
                                       aten::batch_norm         0.32%       1.969ms         5.81%      36.218ms      32.925us       0.000us         0.00%      78.720ms      71.564us           0 B           0 B      55.04 GB      -3.97 MB          1100            --  
                           aten::_batch_norm_impl_index         0.40%       2.502ms         5.50%      34.249ms      31.136us       0.000us         0.00%      78.720ms      71.564us           0 B           0 B      55.05 GB      -2.00 KB          1100            --  
                                aten::native_batch_norm         1.27%       7.932ms         4.68%      29.174ms      27.013us      72.390ms        14.11%      73.977ms      68.497us           0 B           0 B      54.54 GB        -512 B          1080            --  
void at::native::batch_norm_transform_input_kernel<c...         0.00%       0.000us         0.00%       0.000us       0.000us      70.631ms        13.76%      70.631ms      66.633us           0 B           0 B           0 B           0 B          1060            --  
sm80_xmma_fprop_implicit_gemm_bf16bf16_bf16f32_f32_n...         0.00%       0.000us         0.00%       0.000us       0.000us      62.856ms        12.25%      62.856ms     184.870us           0 B           0 B           0 B           0 B           340            --  
[pl][module]torchvision.models.resnet.Bottleneck: ba...         0.19%       1.164ms         1.64%      10.209ms     510.456us       0.000us         0.00%      47.867ms       2.393ms           0 B           0 B       1.96 GB      -8.86 GB            20            --  
                                             aten::add_         0.21%       1.320ms         0.37%       2.304ms       5.760us      46.380ms         9.04%      46.380ms     115.950us           0 B           0 B           0 B           0 B           400            --  
void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_...         0.00%       0.000us         0.00%       0.000us       0.000us      45.642ms         8.89%      45.642ms     163.009us           0 B           0 B           0 B           0 B           280            --  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      45.608ms         8.89%      45.608ms     142.525us           0 B           0 B           0 B           0 B           320            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 623.064ms
Self CUDA time total: 513.181ms
