epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,test/acc,test/auroc,test/f1,test/loss,test/macro_precision,test/mcc,test/recall,train/acc,train/loss_epoch,train/loss_step,val/acc,val/auroc,val/f1,val/loss,val/macro_precision,val/mcc,val/precision_c0,val/precision_c1,val/precision_c2,val/precision_c3,val/recall
,0.0003,0.0003,0,,,,,,,,,,,,,,,,,,,,,
0,,,19,,,,,,,,,,3.362964153289795,,,,,,,,,,,
0,,,27,,,,,,,,,,,0.0,0.0,0.0,2.0982723236083984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,,27,,,,,,,,0.2524147033691406,4.741015911102295,,,,,,,,,,,,
,0.0003,0.0003,28,,,,,,,,,,,,,,,,,,,,,
1,,,39,,,,,,,,,,3.2015790939331055,,,,,,,,,,,
1,,,55,,,,,,,,,,,0.0,0.0,0.0,2.09028959274292,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,,,55,,,,,,,,0.25596028566360474,2.975266933441162,,,,,,,,,,,,
2,,,56,0.25,0.571784496307373,0.07966680824756622,3.6405692100524902,0.047383129596710205,0.0,0.25,,,,,,,,,,,,,,
