epoch,lr-AdamW/pg1,lr-AdamW/pg2,lr-AdamW/pg3,step,train/acc,train/loss_epoch,train/loss_step,val/acc,val/f1,val/loss,val/mcc,val/precision
,5.206289252459405e-06,5.206289252459405e-06,5.206289252459405e-07,0,,,,,,,,
0,,,,19,,,1.9828165769577026,,,,,
0,,,,39,,,2.228391647338867,,,,,
0,,,,59,,,1.9840549230575562,,,,,
0,,,,79,,,1.986945629119873,,,,,
0,,,,99,,,1.7751580476760864,,,,,
0,,,,119,,,1.6761491298675537,,,,,
0,,,,139,,,1.6636587381362915,,,,,
0,,,,159,,,1.2516368627548218,,,,,
0,,,,179,,,1.9165350198745728,,,,,
0,,,,199,,,1.7432478666305542,,,,,
0,,,,219,,,1.6898573637008667,,,,,
0,,,,239,,,1.603875756263733,,,,,
0,,,,259,,,1.6431169509887695,,,,,
0,,,,269,,,,0.30025458335876465,0.22713547945022583,1.7800462245941162,-0.10447562485933304,0.2071073353290558
0,,,,269,0.3475629687309265,1.7381881475448608,,,,,,
,0.00010829081645115562,0.00010829081645115562,1.082908164511556e-05,270,,,,,,,,
1,,,,279,,,1.368749976158142,,,,,
1,,,,299,,,0.8104472160339355,,,,,
1,,,,319,,,1.0162937641143799,,,,,
1,,,,339,,,0.8238603472709656,,,,,
1,,,,359,,,0.8408638834953308,,,,,
1,,,,379,,,0.7458846569061279,,,,,
1,,,,399,,,0.48511916399002075,,,,,
1,,,,419,,,0.5936861634254456,,,,,
1,,,,439,,,0.6948893070220947,,,,,
1,,,,459,,,0.5478768348693848,,,,,
1,,,,479,,,0.6234778761863708,,,,,
1,,,,499,,,1.2567071914672852,,,,,
1,,,,519,,,0.5865073800086975,,,,,
1,,,,539,,,0.47404909133911133,,,,,
1,,,,539,,,,0.5008653402328491,0.37123215198516846,1.0909746885299683,0.31457269191741943,0.37336379289627075
1,,,,539,0.44494199752807617,0.820338249206543,,,,,,
,0.00021137534364985182,0.00021137534364985182,2.113753436498518e-05,540,,,,,,,,
2,,,,559,,,0.9957472681999207,,,,,
2,,,,579,,,0.6500301957130432,,,,,
2,,,,599,,,0.5035395622253418,,,,,
2,,,,619,,,0.5144036412239075,,,,,
2,,,,639,,,0.6797014474868774,,,,,
2,,,,659,,,0.5274094343185425,,,,,
2,,,,679,,,0.5617470741271973,,,,,
2,,,,699,,,0.7076972723007202,,,,,
2,,,,719,,,0.701423168182373,,,,,
2,,,,739,,,0.4869096875190735,,,,,
2,,,,759,,,0.5748319625854492,,,,,
2,,,,779,,,0.6311582922935486,,,,,
2,,,,799,,,0.4179348349571228,,,,,
2,,,,809,,,,0.3470059037208557,0.17414435744285583,2.860915184020996,0.058731403201818466,0.21301966905593872
2,,,,809,0.4391897916793823,0.6207788586616516,,,,,,
,0.000314459870848548,0.000314459870848548,3.14459870848548e-05,810,,,,,,,,
3,,,,819,,,0.9571202397346497,,,,,
3,,,,839,,,0.3969738185405731,,,,,
3,,,,859,,,0.35816866159439087,,,,,
3,,,,879,,,0.6953255534172058,,,,,
3,,,,899,,,0.48785918951034546,,,,,
3,,,,919,,,0.9808212518692017,,,,,
3,,,,939,,,0.6304323673248291,,,,,
3,,,,959,,,0.5577350854873657,,,,,
3,,,,979,,,0.5047951936721802,,,,,
3,,,,999,,,0.48824331164360046,,,,,
3,,,,1019,,,0.3831981420516968,,,,,
3,,,,1039,,,0.5178367495536804,,,,,
3,,,,1059,,,0.4881892800331116,,,,,
3,,,,1079,,,0.4901806116104126,,,,,
3,,,,1079,,,,0.4312911033630371,0.2975269556045532,1.6865379810333252,0.22240112721920013,0.34108084440231323
3,,,,1079,0.4706030488014221,0.5924103856086731,,,,,,
,0.0004175443980472442,0.0004175443980472442,4.175443980472442e-05,1080,,,,,,,,
4,,,,1099,,,0.8507058620452881,,,,,
4,,,,1119,,,0.4583262801170349,,,,,
4,,,,1139,,,1.139707326889038,,,,,
4,,,,1159,,,0.30053091049194336,,,,,
4,,,,1179,,,0.3605394959449768,,,,,
4,,,,1199,,,0.5462833642959595,,,,,
4,,,,1219,,,0.40535929799079895,,,,,
4,,,,1239,,,0.9618667960166931,,,,,
