epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train/acc,train/loss_epoch,train/loss_step,val/acc,val/f1,val/loss,val/mcc,val/precision,val/recall
,1.143098387631323e-05,1.143098387631323e-05,0,,,,,,,,,
0,,,19,,,11.919123649597168,,,,,,
0,,,39,,,10.864221572875977,,,,,,
0,,,59,,,22.164182662963867,,,,,,
0,,,79,,,14.886493682861328,,,,,,
0,,,99,,,16.759790420532227,,,,,,
0,,,119,,,10.019855499267578,,,,,,
0,,,139,,,18.661582946777344,,,,,,
0,,,159,,,11.862154006958008,,,,,,
0,,,179,,,5.063985347747803,,,,,,
0,,,199,,,3.4431214332580566,,,,,,
0,,,219,,,4.055231094360352,,,,,,
0,,,239,,,7.798168182373047,,,,,,
0,,,259,,,4.767789840698242,,,,,,
0,,,279,,,5.16072940826416,,,,,,
0,,,299,,,3.579907178878784,,,,,,
0,,,319,,,5.592714786529541,,,,,,
0,,,339,,,4.347082138061523,,,,,,
0,,,359,,,6.170863628387451,,,,,,
0,,,379,,,3.819868564605713,,,,,,
0,,,399,,,3.6855998039245605,,,,,,
0,,,419,,,6.912387847900391,,,,,,
0,,,439,,,3.107802391052246,,,,,,
0,,,459,,,11.848709106445312,,,,,,
0,,,479,,,2.8965444564819336,,,,,,
0,,,499,,,9.589473724365234,,,,,,
0,,,519,,,3.086299419403076,,,,,,
0,,,539,,,12.22343635559082,,,,,,
0,,,559,,,6.814232349395752,,,,,,
0,,,579,,,8.529626846313477,,,,,,
0,,,599,,,1.9697675704956055,,,,,,
0,,,619,,,3.0475847721099854,,,,,,
0,,,639,,,3.695591449737549,,,,,,
0,,,659,,,3.596991777420044,,,,,,
0,,,679,,,19.505338668823242,,,,,,
0,,,699,,,3.6320343017578125,,,,,,
0,,,719,,,4.337159156799316,,,,,,
0,,,739,,,2.6067938804626465,,,,,,
0,,,759,,,2.7311949729919434,,,,,,
0,,,779,,,3.3865463733673096,,,,,,
0,,,799,,,2.8780384063720703,,,,,,
0,,,819,,,2.200425863265991,,,,,,
0,,,839,,,2.4852137565612793,,,,,,
0,,,859,,,2.8291940689086914,,,,,,
0,,,879,,,2.4418230056762695,,,,,,
0,,,899,,,3.5496134757995605,,,,,,
0,,,919,,,2.150818109512329,,,,,,
0,,,939,,,4.224369049072266,,,,,,
0,,,959,,,4.824182510375977,,,,,,
0,,,979,,,3.4272966384887695,,,,,,
0,,,999,,,1.914457082748413,,,,,,
0,,,1019,,,8.535037994384766,,,,,,
0,,,1039,,,3.5831809043884277,,,,,,
0,,,1059,,,3.366363763809204,,,,,,
0,,,1079,,,3.167517900466919,,,,,,
0,,,1099,,,2.968825101852417,,,,,,
0,,,1119,,,2.2521586418151855,,,,,,
0,,,1139,,,3.8573672771453857,,,,,,
0,,,1159,,,1.8489902019500732,,,,,,
0,,,1179,,,2.3877358436584473,,,,,,
0,,,1199,,,2.1330814361572266,,,,,,
0,,,1219,,,1.8795454502105713,,,,,,
0,,,1239,,,2.24430251121521,,,,,,
0,,,1259,,,2.133697271347046,,,,,,
0,,,1279,,,2.6242499351501465,,,,,,
0,,,1299,,,2.3439393043518066,,,,,,
0,,,1319,,,3.7920310497283936,,,,,,
0,,,1339,,,2.307222843170166,,,,,,
0,,,1359,,,2.0295300483703613,,,,,,
0,,,1379,,,1.7866291999816895,,,,,,
0,,,1399,,,1.8842670917510986,,,,,,
0,,,1419,,,2.259932279586792,,,,,,
0,,,1439,,,1.878117322921753,,,,,,
0,,,1459,,,2.8313698768615723,,,,,,
0,,,1479,,,2.2540383338928223,,,,,,
0,,,1499,,,2.2000043392181396,,,,,,
0,,,1519,,,6.2974853515625,,,,,,
0,,,1539,,,1.912116527557373,,,,,,
0,,,1559,,,3.4037227630615234,,,,,,
0,,,1579,,,1.8162157535552979,,,,,,
0,,,1599,,,3.0802125930786133,,,,,,
0,,,1619,,,1.9136792421340942,,,,,,
0,,,1639,,,1.8864669799804688,,,,,,
0,,,1659,,,2.163656234741211,,,,,,
0,,,1679,,,2.342315673828125,,,,,,
0,,,1699,,,2.3940072059631348,,,,,,
0,,,1719,,,1.4791594743728638,,,,,,
0,,,1739,,,1.7534068822860718,,,,,,
0,,,1759,,,1.716310977935791,,,,,,
0,,,1779,,,1.6570290327072144,,,,,,
