epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train/acc,train/loss_epoch,train/loss_step,val/acc,val/f1,val/loss,val/mcc,val/precision
,0.0,0.0,0,,,,,,,,
0,,,19,,,25.295194625854492,,,,,
0,,,39,,,21.014667510986328,,,,,
0,,,59,,,20.03989028930664,,,,,
0,,,79,,,23.98204231262207,,,,,
0,,,99,,,18.16265869140625,,,,,
0,,,119,,,26.42974853515625,,,,,
0,,,139,,,24.75100326538086,,,,,
0,,,159,,,22.79793930053711,,,,,
0,,,179,,,16.28714370727539,,,,,
0,,,199,,,23.732057571411133,,,,,
0,,,219,,,19.505109786987305,,,,,
0,,,239,,,16.917299270629883,,,,,
0,,,259,,,20.976037979125977,,,,,
0,,,279,,,23.329225540161133,,,,,
0,,,299,,,18.85283660888672,,,,,
0,,,319,,,30.7744197845459,,,,,
0,,,339,,,21.0633487701416,,,,,
0,,,359,,,24.629547119140625,,,,,
0,,,379,,,21.879596710205078,,,,,
0,,,399,,,12.018105506896973,,,,,
0,,,419,,,23.37225341796875,,,,,
0,,,439,,,30.22708511352539,,,,,
0,,,459,,,16.130210876464844,,,,,
0,,,479,,,19.939010620117188,,,,,
0,,,499,,,18.03170394897461,,,,,
0,,,519,,,25.573957443237305,,,,,
0,,,539,,,30.548202514648438,,,,,
0,,,559,,,24.425703048706055,,,,,
0,,,579,,,12.816878318786621,,,,,
0,,,599,,,25.091405868530273,,,,,
0,,,619,,,20.219572067260742,,,,,
0,,,639,,,28.538576126098633,,,,,
0,,,659,,,21.523515701293945,,,,,
0,,,679,,,18.41830062866211,,,,,
0,,,699,,,26.486801147460938,,,,,
0,,,719,,,17.685503005981445,,,,,
0,,,739,,,20.6232967376709,,,,,
0,,,759,,,17.206499099731445,,,,,
0,,,779,,,32.175376892089844,,,,,
0,,,799,,,23.882787704467773,,,,,
0,,,819,,,18.666107177734375,,,,,
0,,,839,,,23.503915786743164,,,,,
0,,,859,,,28.68305015563965,,,,,
0,,,879,,,17.009462356567383,,,,,
0,,,899,,,24.117727279663086,,,,,
0,,,919,,,18.8067626953125,,,,,
0,,,939,,,25.089527130126953,,,,,
0,,,959,,,9.588210105895996,,,,,
0,,,979,,,27.82537078857422,,,,,
0,,,999,,,16.162090301513672,,,,,
0,,,1019,,,30.919498443603516,,,,,
0,,,1039,,,14.593302726745605,,,,,
0,,,1059,,,25.432697296142578,,,,,
0,,,1079,,,24.07012176513672,,,,,
0,,,1099,,,18.9153995513916,,,,,
0,,,1119,,,15.44027042388916,,,,,
0,,,1139,,,15.028176307678223,,,,,
0,,,1159,,,30.502038955688477,,,,,
0,,,1179,,,31.41836166381836,,,,,
0,,,1199,,,26.230531692504883,,,,,
0,,,1219,,,20.44463539123535,,,,,
0,,,1239,,,13.548863410949707,,,,,
0,,,1259,,,23.78306770324707,,,,,
0,,,1279,,,17.746871948242188,,,,,
0,,,1299,,,21.186344146728516,,,,,
0,,,1319,,,21.26835060119629,,,,,
0,,,1339,,,16.265377044677734,,,,,
0,,,1359,,,27.013423919677734,,,,,
0,,,1379,,,20.32128143310547,,,,,
0,,,1399,,,30.37810707092285,,,,,
0,,,1419,,,6.878939151763916,,,,,
0,,,1434,,,,0.2498159110546112,0.09883764386177063,18.774131774902344,-0.004633819684386253,0.11666454374790192
0,,,1434,0.2661728262901306,21.094959259033203,,,,,,
,8.927180304353628e-05,8.927180304353628e-05,1435,,,,,,,,
1,,,1439,,,22.48171043395996,,,,,
1,,,1459,,,16.9678897857666,,,,,
1,,,1479,,,17.163394927978516,,,,,
1,,,1499,,,11.262495040893555,,,,,
1,,,1519,,,10.868478775024414,,,,,
1,,,1539,,,9.514734268188477,,,,,
1,,,1559,,,6.674184799194336,,,,,
1,,,1579,,,6.516531467437744,,,,,
1,,,1599,,,5.935760498046875,,,,,
1,,,1619,,,4.7083330154418945,,,,,
1,,,1639,,,6.046698093414307,,,,,
1,,,1659,,,5.354151725769043,,,,,
1,,,1679,,,5.316677093505859,,,,,
1,,,1699,,,6.866509437561035,,,,,
1,,,1719,,,7.201160907745361,,,,,
1,,,1739,,,5.381335735321045,,,,,
1,,,1759,,,5.109513759613037,,,,,
1,,,1779,,,8.898221015930176,,,,,
1,,,1799,,,4.962189674377441,,,,,
1,,,1819,,,4.354414463043213,,,,,
1,,,1839,,,5.229744911193848,,,,,
1,,,1859,,,5.114921569824219,,,,,
1,,,1879,,,5.1860880851745605,,,,,
1,,,1899,,,5.013463020324707,,,,,
1,,,1919,,,5.014322280883789,,,,,
1,,,1939,,,4.863620281219482,,,,,
1,,,1959,,,4.799712181091309,,,,,
1,,,1979,,,4.659579277038574,,,,,
1,,,1999,,,6.230082988739014,,,,,
1,,,2019,,,5.525893688201904,,,,,
1,,,2039,,,5.041805267333984,,,,,
1,,,2059,,,5.039775848388672,,,,,
1,,,2079,,,5.203154563903809,,,,,
1,,,2099,,,4.369886875152588,,,,,
1,,,2119,,,5.136357307434082,,,,,
1,,,2139,,,4.657855987548828,,,,,
1,,,2159,,,4.877482891082764,,,,,
1,,,2179,,,5.250615119934082,,,,,
1,,,2199,,,5.4683451652526855,,,,,
1,,,2219,,,5.347453594207764,,,,,
1,,,2239,,,5.0287604331970215,,,,,
1,,,2259,,,5.0283074378967285,,,,,
1,,,2279,,,4.584155082702637,,,,,
1,,,2299,,,5.254820346832275,,,,,
1,,,2319,,,5.513674736022949,,,,,
1,,,2339,,,4.954184055328369,,,,,
1,,,2359,,,4.106616020202637,,,,,
1,,,2379,,,5.926830768585205,,,,,
1,,,2399,,,5.182433128356934,,,,,
1,,,2419,,,4.053816318511963,,,,,
1,,,2439,,,4.936922073364258,,,,,
1,,,2459,,,4.733565330505371,,,,,
1,,,2479,,,6.25374698638916,,,,,
1,,,2499,,,4.721688270568848,,,,,
1,,,2519,,,5.504930019378662,,,,,
1,,,2539,,,5.073526382446289,,,,,
1,,,2559,,,6.08297061920166,,,,,
1,,,2579,,,4.725788116455078,,,,,
1,,,2599,,,5.471412181854248,,,,,
