epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train/acc,train/loss_epoch,train/loss_step,val/acc,val/auroc,val/f1,val/loss,val/macro_precision,val/mcc,val/precision_c0,val/precision_c1,val/precision_c2,val/precision_c3,val/recall
,3.75e-05,3.75e-05,0,,,,,,,,,,,,,,
0,,,19,,,1.6314425468444824,,,,,,,,,,,
0,,,39,,,1.5064504146575928,,,,,,,,,,,
0,,,59,,,1.3996696472167969,,,,,,,,,,,
0,,,79,,,1.2822555303573608,,,,,,,,,,,
0,,,99,,,1.1476298570632935,,,,,,,,,,,
0,,,119,,,1.100090742111206,,,,,,,,,,,
0,,,139,,,0.9058220386505127,,,,,,,,,,,
0,,,159,,,0.9014856815338135,,,,,,,,,,,
0,,,179,,,0.8879808187484741,,,,,,,,,,,
0,,,199,,,0.8699139952659607,,,,,,,,,,,
0,,,219,,,1.023833990097046,,,,,,,,,,,
0,,,239,,,1.1004228591918945,,,,,,,,,,,
0,,,259,,,0.8737776279449463,,,,,,,,,,,
0,,,279,,,0.9315623641014099,,,,,,,,,,,
0,,,299,,,1.138201355934143,,,,,,,,,,,
0,,,319,,,0.7257011532783508,,,,,,,,,,,
0,,,339,,,0.6058714389801025,,,,,,,,,,,
0,,,359,,,0.8779974579811096,,,,,,,,,,,
0,,,379,,,0.9374226927757263,,,,,,,,,,,
0,,,399,,,0.6935246586799622,,,,,,,,,,,
0,,,419,,,0.980209469795227,,,,,,,,,,,
0,,,439,,,0.8102467060089111,,,,,,,,,,,
0,,,459,,,0.8806782364845276,,,,,,,,,,,
0,,,479,,,0.9691446423530579,,,,,,,,,,,
0,,,499,,,0.7578302025794983,,,,,,,,,,,
0,,,519,,,0.8675611019134521,,,,,,,,,,,
0,,,539,,,1.0319081544876099,,,,,,,,,,,
0,,,559,,,0.9481740593910217,,,,,,,,,,,
0,,,579,,,0.7424368262290955,,,,,,,,,,,
0,,,599,,,0.7031940221786499,,,,,,,,,,,
0,,,619,,,0.7837907671928406,,,,,,,,,,,
0,,,639,,,0.7517297267913818,,,,,,,,,,,
0,,,659,,,0.7927941083908081,,,,,,,,,,,
0,,,679,,,0.6731700301170349,,,,,,,,,,,
0,,,699,,,0.9440997838973999,,,,,,,,,,,
0,,,719,,,1.0059696435928345,,,,,,,,,,,
0,,,739,,,0.8592151403427124,,,,,,,,,,,
0,,,759,,,0.7390199303627014,,,,,,,,,,,
0,,,779,,,0.8391688466072083,,,,,,,,,,,
0,,,799,,,0.8933334350585938,,,,,,,,,,,
0,,,819,,,0.6178162097930908,,,,,,,,,,,
0,,,839,,,0.7702826857566833,,,,,,,,,,,
0,,,859,,,0.7490079998970032,,,,,,,,,,,
0,,,879,,,0.6651908159255981,,,,,,,,,,,
0,,,899,,,0.7228075265884399,,,,,,,,,,,
0,,,919,,,0.6903823018074036,,,,,,,,,,,
0,,,939,,,0.6078662276268005,,,,,,,,,,,
0,,,959,,,0.48675116896629333,,,,,,,,,,,
0,,,979,,,0.7994205355644226,,,,,,,,,,,
0,,,999,,,0.7041745781898499,,,,,,,,,,,
0,,,1019,,,0.7877833247184753,,,,,,,,,,,
0,,,1039,,,0.6356396079063416,,,,,,,,,,,
0,,,1059,,,0.6506664156913757,,,,,,,,,,,
0,,,1079,,,0.7404499053955078,,,,,,,,,,,
0,,,1099,,,0.7277925610542297,,,,,,,,,,,
0,,,1119,,,0.8216289281845093,,,,,,,,,,,
0,,,1139,,,0.724076509475708,,,,,,,,,,,
0,,,1159,,,0.5277973413467407,,,,,,,,,,,
0,,,1179,,,0.6350288987159729,,,,,,,,,,,
0,,,1199,,,0.7370095252990723,,,,,,,,,,,
0,,,1219,,,0.6546043157577515,,,,,,,,,,,
0,,,1239,,,0.73465895652771,,,,,,,,,,,
0,,,1259,,,0.684442937374115,,,,,,,,,,,
0,,,1279,,,0.8318695425987244,,,,,,,,,,,
0,,,1299,,,0.5405158996582031,,,,,,,,,,,
0,,,1319,,,0.9169841408729553,,,,,,,,,,,
0,,,1339,,,0.6901229023933411,,,,,,,,,,,
0,,,1359,,,0.6935067176818848,,,,,,,,,,,
0,,,1379,,,0.5935601592063904,,,,,,,,,,,
0,,,1399,,,0.6338087320327759,,,,,,,,,,,
0,,,1419,,,0.6904518604278564,,,,,,,,,,,
0,,,1439,,,0.7856698632240295,,,,,,,,,,,
0,,,1459,,,0.5872279405593872,,,,,,,,,,,
0,,,1479,,,0.6650116443634033,,,,,,,,,,,
0,,,1499,,,0.5271348357200623,,,,,,,,,,,
0,,,1519,,,0.5988912582397461,,,,,,,,,,,
0,,,1539,,,0.42359939217567444,,,,,,,,,,,
0,,,1559,,,0.719965934753418,,,,,,,,,,,
0,,,1579,,,0.6829367876052856,,,,,,,,,,,
0,,,1599,,,0.6349539756774902,,,,,,,,,,,
0,,,1619,,,0.5061335563659668,,,,,,,,,,,
0,,,1639,,,0.6332857012748718,,,,,,,,,,,
0,,,1659,,,0.8287081122398376,,,,,,,,,,,
0,,,1679,,,0.4753004312515259,,,,,,,,,,,
0,,,1699,,,0.4492020010948181,,,,,,,,,,,
0,,,1719,,,0.5795528888702393,,,,,,,,,,,
0,,,1739,,,0.7064541578292847,,,,,,,,,,,
0,,,1759,,,0.4822571575641632,,,,,,,,,,,
0,,,1779,,,0.5665376782417297,,,,,,,,,,,
0,,,1799,,,0.6477444171905518,,,,,,,,,,,
0,,,1819,,,0.5708212852478027,,,,,,,,,,,
0,,,1839,,,0.8047786355018616,,,,,,,,,,,
0,,,1859,,,0.5346208810806274,,,,,,,,,,,
0,,,1879,,,0.4085650146007538,,,,,,,,,,,
0,,,1899,,,0.4351021349430084,,,,,,,,,,,
0,,,1919,,,0.42632564902305603,,,,,,,,,,,
0,,,1939,,,0.49454495310783386,,,,,,,,,,,
0,,,1959,,,0.49601423740386963,,,,,,,,,,,
0,,,1979,,,0.6740272641181946,,,,,,,,,,,
0,,,1999,,,0.7475525140762329,,,,,,,,,,,
0,,,2019,,,0.46730878949165344,,,,,,,,,,,
0,,,2039,,,0.45531296730041504,,,,,,,,,,,
0,,,2059,,,0.6676129698753357,,,,,,,,,,,
0,,,2079,,,0.5612096786499023,,,,,,,,,,,
0,,,2099,,,0.4227112829685211,,,,,,,,,,,
0,,,2119,,,0.6113249063491821,,,,,,,,,,,
0,,,2139,,,0.5686160326004028,,,,,,,,,,,
0,,,2159,,,0.5124865174293518,,,,,,,,,,,
0,,,2179,,,0.46907860040664673,,,,,,,,,,,
0,,,2199,,,0.5150557160377502,,,,,,,,,,,
0,,,2219,,,0.5600378513336182,,,,,,,,,,,
0,,,2239,,,0.5433022379875183,,,,,,,,,,,
0,,,2259,,,0.5505951642990112,,,,,,,,,,,
0,,,2279,,,0.8241575956344604,,,,,,,,,,,
0,,,2299,,,0.6051069498062134,,,,,,,,,,,
0,,,2319,,,0.3382202386856079,,,,,,,,,,,
0,,,2339,,,0.5836231708526611,,,,,,,,,,,
0,,,2359,,,0.49916771054267883,,,,,,,,,,,
0,,,2379,,,0.6194219589233398,,,,,,,,,,,
0,,,2399,,,0.5859109163284302,,,,,,,,,,,
0,,,2419,,,0.6114475727081299,,,,,,,,,,,
0,,,2439,,,0.8334639072418213,,,,,,,,,,,
0,,,2459,,,0.8212512135505676,,,,,,,,,,,
0,,,2479,,,0.5472007393836975,,,,,,,,,,,
0,,,2499,,,0.43812721967697144,,,,,,,,,,,
0,,,2519,,,0.6844933032989502,,,,,,,,,,,
0,,,2539,,,0.4595736861228943,,,,,,,,,,,
0,,,2559,,,0.5961952209472656,,,,,,,,,,,
0,,,2579,,,0.5815975666046143,,,,,,,,,,,
0,,,2599,,,0.5415300130844116,,,,,,,,,,,
0,,,2619,,,0.5997730493545532,,,,,,,,,,,
0,,,2639,,,0.6324795484542847,,,,,,,,,,,
0,,,2659,,,0.5975416898727417,,,,,,,,,,,
0,,,2679,,,0.3603138327598572,,,,,,,,,,,
0,,,2699,,,0.44783180952072144,,,,,,,,,,,
0,,,2719,,,0.5562918186187744,,,,,,,,,,,
0,,,2739,,,0.5006726980209351,,,,,,,,,,,
0,,,2759,,,0.5785731077194214,,,,,,,,,,,
0,,,2779,,,0.45667555928230286,,,,,,,,,,,
0,,,2799,,,0.5989014506340027,,,,,,,,,,,
0,,,2819,,,0.5424290299415588,,,,,,,,,,,
0,,,2839,,,0.3650323748588562,,,,,,,,,,,
0,,,2859,,,0.6401296257972717,,,,,,,,,,,
0,,,2879,,,0.42320600152015686,,,,,,,,,,,
0,,,2899,,,0.5273975133895874,,,,,,,,,,,
0,,,2919,,,0.5605429410934448,,,,,,,,,,,
0,,,2939,,,0.5428381562232971,,,,,,,,,,,
0,,,2959,,,0.5086899399757385,,,,,,,,,,,
0,,,2979,,,0.5997350215911865,,,,,,,,,,,
0,,,2999,,,0.27165687084198,,,,,,,,,,,
0,,,3019,,,0.5397421717643738,,,,,,,,,,,
