epoch,lr-Adam,step,test_auroc,test_f1_score,test_f_beta,test_loss_epoch,test_loss_step,test_mcc,train_f1_score,train_f_beta,train_loss_epoch,train_loss_step,train_mcc,val_auroc,val_f1_score,val_f_beta,val_loss_epoch,val_loss_step,val_mcc
2,,699,,,,,,,,,,0.5928592681884766,,,,,,,
2,,709,,,,,,,,,,0.7815887928009033,,,,,,,
2,,719,,,,,,,,,,0.7437009811401367,,,,,,,
2,,729,,,,,,,,,,0.702725887298584,,,,,,,
2,,739,,,,,,,,,,0.6339807510375977,,,,,,,
2,,749,,,,,,,,,,0.7193408012390137,,,,,,,
2,,759,,,,,,,,,,0.6585593223571777,,,,,,,
2,,769,,,,,,,,,,0.6376898288726807,,,,,,,
2,,779,,,,,,,,,,0.7150001525878906,,,,,,,
2,,789,,,,,,,,,,0.8378887176513672,,,,,,,
2,,799,,,,,,,,,,0.7192627191543579,,,,,,,
2,,809,,,,,,,,,,0.6849102973937988,,,,,,,
,,120,,,,,,,,,,,,,,,,0.93084716796875,
,,121,,,,,,,,,,,,,,,,1.437408447265625,
,,122,,,,,,,,,,,,,,,,1.1609954833984375,
,,123,,,,,,,,,,,,,,,,0.570648193359375,
,,124,,,,,,,,,,,,,,,,0.538330078125,
,,125,,,,,,,,,,,,,,,,0.963287353515625,
,,126,,,,,,,,,,,,,,,,0.7250747680664062,
,,127,,,,,,,,,,,,,,,,0.5220947265625,
,,128,,,,,,,,,,,,,,,,0.4605140686035156,
,,129,,,,,,,,,,,,,,,,0.24796676635742188,
,,130,,,,,,,,,,,,,,,,0.18307113647460938,
,,131,,,,,,,,,,,,,,,,0.18761253356933594,
,,132,,,,,,,,,,,,,,,,0.2864665985107422,
,,133,,,,,,,,,,,,,,,,0.4985198974609375,
,,134,,,,,,,,,,,,,,,,0.615020751953125,
,,135,,,,,,,,,,,,,,,,0.5139617919921875,
,,136,,,,,,,,,,,,,,,,0.4206085205078125,
,,137,,,,,,,,,,,,,,,,0.8360443115234375,
,,138,,,,,,,,,,,,,,,,0.6535110473632812,
,,139,,,,,,,,,,,,,,,,0.3810234069824219,
,,140,,,,,,,,,,,,,,,,0.23533153533935547,
,,141,,,,,,,,,,,,,,,,0.9482345581054688,
,,142,,,,,,,,,,,,,,,,0.8343963623046875,
,,143,,,,,,,,,,,,,,,,1.188812255859375,
,,144,,,,,,,,,,,,,,,,0.9387969970703125,
,,145,,,,,,,,,,,,,,,,1.183929443359375,
,,146,,,,,,,,,,,,,,,,0.914398193359375,
,,147,,,,,,,,,,,,,,,,1.203369140625,
,,148,,,,,,,,,,,,,,,,1.3335723876953125,
,,149,,,,,,,,,,,,,,,,0.42152976989746094,
,,150,,,,,,,,,,,,,,,,0.036461830139160156,
,,151,,,,,,,,,,,,,,,,0.3969593048095703,
,,152,,,,,,,,,,,,,,,,0.8052978515625,
,,153,,,,,,,,,,,,,,,,1.042694091796875,
,,154,,,,,,,,,,,,,,,,0.8420867919921875,
,,155,,,,,,,,,,,,,,,,0.7862548828125,
,,156,,,,,,,,,,,,,,,,0.9174423217773438,
,,157,,,,,,,,,,,,,,,,0.6808319091796875,
,,158,,,,,,,,,,,,,,,,0.9114990234375,
,,159,,,,,,,,,,,,,,,,1.078643798828125,
,,160,,,,,,,,,,,,,,,,0.8174095153808594,
,,161,,,,,,,,,,,,,,,,0.7563323974609375,
,,162,,,,,,,,,,,,,,,,0.7467498779296875,
,,163,,,,,,,,,,,,,,,,0.8269462585449219,
,,164,,,,,,,,,,,,,,,,1.277587890625,
,,165,,,,,,,,,,,,,,,,0.7686691284179688,
,,166,,,,,,,,,,,,,,,,0.43366241455078125,
,,167,,,,,,,,,,,,,,,,0.969146728515625,
,,168,,,,,,,,,,,,,,,,1.318206787109375,
,,169,,,,,,,,,,,,,,,,0.8642425537109375,
,,170,,,,,,,,,,,,,,,,1.8348541259765625,
,,171,,,,,,,,,,,,,,,,1.5392532348632812,
,,172,,,,,,,,,,,,,,,,0.6800498962402344,
,,173,,,,,,,,,,,,,,,,1.7616767883300781,
,,174,,,,,,,,,,,,,,,,4.76385498046875,
,,175,,,,,,,,,,,,,,,,3.596923828125,
,,176,,,,,,,,,,,,,,,,3.23095703125,
,,177,,,,,,,,,,,,,,,,3.831787109375,
,,178,,,,,,,,,,,,,,,,6.86865234375,
,,179,,,,,,,,,,,,,,,,5.76983642578125,
,,180,,,,,,,,,,,,,,,,2.091167449951172,
2,,809,,,,,,,,,,,,0.7101360559463501,0.4889196753501892,0.4889196753501892,1.206254243850708,,0.23069028556346893
2,,809,,,,,,,0.6688575744628906,0.6688575744628906,0.7023273706436157,,0.5138081908226013,,,,,,
,0.0009938503261272711,810,,,,,,,,,,,,,,,,,
3,,819,,,,,,,,,,0.6397898197174072,,,,,,,
3,,829,,,,,,,,,,0.6721310615539551,,,,,,,
3,,839,,,,,,,,,,0.6261711120605469,,,,,,,
3,,849,,,,,,,,,,0.7155153751373291,,,,,,,
3,,859,,,,,,,,,,0.6857113838195801,,,,,,,
3,,869,,,,,,,,,,0.5962657928466797,,,,,,,
3,,879,,,,,,,,,,0.6224789619445801,,,,,,,
3,,889,,,,,,,,,,0.5798416137695312,,,,,,,
3,,899,,,,,,,,,,0.6563291549682617,,,,,,,
3,,909,,,,,,,,,,0.7358636856079102,,,,,,,
3,,919,,,,,,,,,,0.7026329040527344,,,,,,,
3,,929,,,,,,,,,,0.6328136920928955,,,,,,,
3,,939,,,,,,,,,,0.8004416823387146,,,,,,,
3,,949,,,,,,,,,,0.6115221977233887,,,,,,,
3,,959,,,,,,,,,,0.708467960357666,,,,,,,
3,,969,,,,,,,,,,0.6299207210540771,,,,,,,
3,,979,,,,,,,,,,0.6135568618774414,,,,,,,
3,,989,,,,,,,,,,0.6887584328651428,,,,,,,
3,,999,,,,,,,,,,0.6011687517166138,,,,,,,
3,,1009,,,,,,,,,,0.6136948466300964,,,,,,,
