epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,test/acc,test/auroc,test/f1,test/loss,test/macro_precision,test/mcc,test/recall,train/acc,train/loss_epoch,train/loss_step,val/acc,val/auroc,val/f1,val/loss,val/macro_precision,val/mcc,val/precision_c0,val/precision_c1,val/precision_c2,val/precision_c3,val/recall
,3.75e-05,3.75e-05,0,,,,,,,,,,,,,,,,,,,,,
0,,,19,,,,,,,,,,1.623990535736084,,,,,,,,,,,
0,,,39,,,,,,,,,,1.4668521881103516,,,,,,,,,,,
0,,,59,,,,,,,,,,1.3316045999526978,,,,,,,,,,,
0,,,79,,,,,,,,,,1.3408324718475342,,,,,,,,,,,
0,,,99,,,,,,,,,,1.0897022485733032,,,,,,,,,,,
0,,,119,,,,,,,,,,1.1245800256729126,,,,,,,,,,,
0,,,139,,,,,,,,,,1.2282335758209229,,,,,,,,,,,
0,,,159,,,,,,,,,,1.2186962366104126,,,,,,,,,,,
0,,,179,,,,,,,,,,0.8107994198799133,,,,,,,,,,,
0,,,199,,,,,,,,,,0.9080430269241333,,,,,,,,,,,
0,,,219,,,,,,,,,,0.777231752872467,,,,,,,,,,,
0,,,239,,,,,,,,,,0.9921077489852905,,,,,,,,,,,
0,,,259,,,,,,,,,,0.8433070778846741,,,,,,,,,,,
0,,,279,,,,,,,,,,0.9079374074935913,,,,,,,,,,,
0,,,299,,,,,,,,,,0.6904046535491943,,,,,,,,,,,
0,,,319,,,,,,,,,,0.8904380798339844,,,,,,,,,,,
0,,,339,,,,,,,,,,0.848295271396637,,,,,,,,,,,
0,,,359,,,,,,,,,,0.8120355606079102,,,,,,,,,,,
0,,,379,,,,,,,,,,0.9044602513313293,,,,,,,,,,,
0,,,399,,,,,,,,,,0.8600163459777832,,,,,,,,,,,
0,,,419,,,,,,,,,,0.7357550263404846,,,,,,,,,,,
0,,,439,,,,,,,,,,0.9013126492500305,,,,,,,,,,,
0,,,459,,,,,,,,,,0.567625880241394,,,,,,,,,,,
0,,,479,,,,,,,,,,1.006911277770996,,,,,,,,,,,
0,,,499,,,,,,,,,,0.7503650784492493,,,,,,,,,,,
0,,,519,,,,,,,,,,0.7447283267974854,,,,,,,,,,,
0,,,539,,,,,,,,,,0.6991373300552368,,,,,,,,,,,
0,,,559,,,,,,,,,,0.6484419703483582,,,,,,,,,,,
