epoch,lr-AdamW/pg1,lr-AdamW/pg2,lr-AdamW/pg3,step,train/acc,train/loss_epoch,train/loss_step,val/acc,val/f1,val/loss,val/mcc,val/precision
,2.8463156526207356e-06,2.8463156526207356e-06,2.8463156526207357e-07,0,,,,,,,,
0,,,,19,,,1.7359200716018677,,,,,
0,,,,39,,,1.8651319742202759,,,,,
0,,,,59,,,1.4832022190093994,,,,,
0,,,,79,,,1.531742811203003,,,,,
0,,,,99,,,1.4719090461730957,,,,,
0,,,,119,,,1.5635195970535278,,,,,
0,,,,139,,,1.48314368724823,,,,,
0,,,,159,,,1.1960047483444214,,,,,
0,,,,179,,,1.4566267728805542,,,,,
0,,,,199,,,1.35996413230896,,,,,
0,,,,219,,,1.3821384906768799,,,,,
0,,,,239,,,1.4992268085479736,,,,,
0,,,,259,,,1.3063361644744873,,,,,
0,,,,269,,,,0.33477985858917236,0.1494043618440628,1.7441991567611694,0.03247162699699402,0.4272330701351166
0,,,,269,0.35692504048347473,1.5061166286468506,,,,,,
,2.163199895991759e-05,2.163199895991759e-05,2.163199895991759e-06,270,,,,,,,,
1,,,,279,,,1.3096957206726074,,,,,
1,,,,299,,,0.9430058002471924,,,,,
1,,,,319,,,0.9885596036911011,,,,,
1,,,,339,,,1.338315725326538,,,,,
1,,,,359,,,1.7000855207443237,,,,,
1,,,,379,,,0.9889761209487915,,,,,
1,,,,399,,,1.248556137084961,,,,,
1,,,,419,,,1.2534734010696411,,,,,
1,,,,439,,,1.0803325176239014,,,,,
1,,,,459,,,1.4051916599273682,,,,,
1,,,,479,,,1.2625789642333984,,,,,
1,,,,499,,,1.1708215475082397,,,,,
1,,,,519,,,0.9325541257858276,,,,,
1,,,,539,,,0.4633823335170746,,,,,
1,,,,539,,,,0.3733125627040863,0.21841737627983093,1.4349839687347412,0.12418194860219955,0.28494444489479065
1,,,,539,0.43231505155563354,1.0255266427993774,,,,,,
,4.041768226721445e-05,4.041768226721445e-05,4.041768226721445e-06,540,,,,,,,,
2,,,,559,,,1.0362353324890137,,,,,
2,,,,579,,,1.1654729843139648,,,,,
2,,,,599,,,0.7008001804351807,,,,,
2,,,,619,,,0.5635699033737183,,,,,
2,,,,639,,,0.6211368441581726,,,,,
2,,,,659,,,0.8545194864273071,,,,,
2,,,,679,,,0.6618345975875854,,,,,
2,,,,699,,,1.1799256801605225,,,,,
2,,,,719,,,0.7248358726501465,,,,,
2,,,,739,,,0.5790811777114868,,,,,
2,,,,759,,,0.8011060357093811,,,,,
2,,,,779,,,0.8702095746994019,,,,,
2,,,,799,,,1.0676016807556152,,,,,
2,,,,809,,,,0.37746626138687134,0.22534632682800293,2.268714427947998,0.13717138767242432,0.3072071969509125
2,,,,809,0.44298797845840454,0.8277441263198853,,,,,,
,5.9203365574511305e-05,5.9203365574511305e-05,5.920336557451131e-06,810,,,,,,,,
3,,,,819,,,0.6010956168174744,,,,,
3,,,,839,,,0.8229384422302246,,,,,
3,,,,859,,,0.7058760523796082,,,,,
3,,,,879,,,0.5494206547737122,,,,,
3,,,,899,,,0.4598274827003479,,,,,
3,,,,919,,,0.599555492401123,,,,,
3,,,,939,,,0.5307784080505371,,,,,
3,,,,959,,,0.8817577958106995,,,,,
3,,,,979,,,0.4544192850589752,,,,,
3,,,,999,,,1.069610357284546,,,,,
3,,,,1019,,,0.5704938173294067,,,,,
3,,,,1039,,,0.8670918345451355,,,,,
3,,,,1059,,,0.7017168402671814,,,,,
3,,,,1079,,,0.38816037774086,,,,,
3,,,,1079,,,,0.49705439805984497,0.36510169506073,1.9355336427688599,0.30269551277160645,0.3589698076248169
3,,,,1079,0.44473573565483093,0.7471764087677002,,,,,,
,7.798904888180816e-05,7.798904888180816e-05,7.798904888180817e-06,1080,,,,,,,,
4,,,,1099,,,1.0929895639419556,,,,,
4,,,,1119,,,0.9063771963119507,,,,,
4,,,,1139,,,0.5783001184463501,,,,,
4,,,,1159,,,0.6355714201927185,,,,,
4,,,,1179,,,0.42097383737564087,,,,,
4,,,,1199,,,0.7240945100784302,,,,,
4,,,,1219,,,0.571173369884491,,,,,
4,,,,1239,,,0.8871574401855469,,,,,
4,,,,1259,,,0.4319053888320923,,,,,
4,,,,1279,,,0.3958803415298462,,,,,
4,,,,1299,,,0.4855721890926361,,,,,
4,,,,1319,,,0.42205289006233215,,,,,
4,,,,1339,,,0.9451143741607666,,,,,
4,,,,1349,,,,0.4401176869869232,0.30970895290374756,2.567413330078125,0.24055062234401703,0.35996559262275696
4,,,,1349,0.4479624032974243,0.7168347835540771,,,,,,
,9.677473218910502e-05,9.677473218910502e-05,9.677473218910503e-06,1350,,,,,,,,
5,,,,1359,,,0.7825309038162231,,,,,
5,,,,1379,,,0.45094361901283264,,,,,
5,,,,1399,,,0.8274751901626587,,,,,
5,,,,1419,,,0.7956444025039673,,,,,
5,,,,1439,,,0.8018671870231628,,,,,
5,,,,1459,,,0.6771288514137268,,,,,
5,,,,1479,,,0.47965407371520996,,,,,
5,,,,1499,,,0.7414068579673767,,,,,
5,,,,1519,,,0.45025917887687683,,,,,
5,,,,1539,,,1.0202560424804688,,,,,
5,,,,1559,,,0.8591479659080505,,,,,
5,,,,1579,,,0.38033705949783325,,,,,
5,,,,1599,,,0.5231993198394775,,,,,
5,,,,1619,,,1.0333502292633057,,,,,
5,,,,1619,,,,0.34994807839393616,0.17936503887176514,3.076876640319824,0.07601861655712128,0.2671296298503876
5,,,,1619,0.46475136280059814,0.7191975116729736,,,,,,
,0.00011556041549640188,0.00011556041549640188,1.1556041549640189e-05,1620,,,,,,,,
6,,,,1639,,,0.8048653602600098,,,,,
6,,,,1659,,,0.4072534739971161,,,,,
6,,,,1679,,,0.5773676037788391,,,,,
6,,,,1699,,,1.1068495512008667,,,,,
6,,,,1719,,,0.8566175699234009,,,,,
6,,,,1739,,,0.8227940797805786,,,,,
6,,,,1759,,,0.8342925310134888,,,,,
6,,,,1779,,,1.0494147539138794,,,,,
6,,,,1799,,,0.3941522538661957,,,,,
6,,,,1819,,,0.5123354196548462,,,,,
6,,,,1839,,,0.44697049260139465,,,,,
6,,,,1859,,,0.5416765213012695,,,,,
6,,,,1879,,,0.5526825189590454,,,,,
6,,,,1889,,,,0.34908273816108704,0.17778275907039642,2.855215072631836,0.07280368357896805,0.26082396507263184
6,,,,1889,0.47778141498565674,0.6620175838470459,,,,,,
,0.00013434609880369873,0.00013434609880369873,1.3434609880369873e-05,1890,,,,,,,,
7,,,,1899,,,0.627400279045105,,,,,
7,,,,1919,,,0.762692928314209,,,,,
7,,,,1939,,,0.9597151279449463,,,,,
7,,,,1959,,,0.8454388976097107,,,,,
7,,,,1979,,,0.6164979338645935,,,,,
7,,,,1999,,,0.7625292539596558,,,,,
7,,,,2019,,,0.8486560583114624,,,,,
