epoch,latent/centroid_cos_sim,latent/fisher_ratio,latent/intra_class_var,latent/knn_acc,latent/silhouette,lr-AdamW/pg1,lr-AdamW/pg2,step,test/acc,test/auroc,test/f1,test/loss,test/macro_precision,test/mcc,test/micro_precision,test/recall,train/acc,train/loss_epoch,train/loss_step,val/acc,val/auroc,val/f1,val/f1_p_score,val/loss,val/macro_precision,val/mcc,val/micro_precision,val/precision_c0,val/precision_c1,val/precision_c2,val/precision_c3,val/recall
,,,,,,3.75e-05,3.75e-05,0,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,19,,,,,,,,,,,0.6826332807540894,,,,,,,,,,,,,
0,0.9934120178222656,0.04687475040555,16.571422576904297,0.6899999976158142,-0.15206022560596466,,,30,,,,,,,,,,,,0.2810842990875244,0.6242225170135498,0.12152457982301712,0.23919562995433807,0.8765041828155518,0.3568666875362396,0.04933386668562889,0.16143205761909485,0.9333333373069763,0.3783198595046997,0.0,0.11581355333328247,0.2810842990875244
0,,,,,,,,30,,,,,,,,,0.3921085596084595,0.7291494011878967,,,,,,,,,,,,,,
,,,,,,7.5e-05,7.5e-05,31,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,39,,,,,,,,,,,0.6374372243881226,,,,,,,,,,,,,
1,,,,,,,,59,,,,,,,,,,,0.5406391620635986,,,,,,,,,,,,,
1,0.728463888168335,0.24647286534309387,111.1673812866211,0.7120000123977661,-0.024225544184446335,,,61,,,,,,,,,,,,0.48673710227012634,0.7266358733177185,0.43014711141586304,0.45245450735092163,0.68003249168396,0.4747619330883026,0.2884747087955475,0.4400220811367035,0.3480256497859955,0.5755468606948853,0.7414194941520691,0.23405572772026062,0.48673710227012634
1,,,,,,,,61,,,,,,,,,0.5557116270065308,0.5846155285835266,,,,,,,,,,,,,,
,,,,,,0.0001125,0.0001125,62,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,79,,,,,,,,,,,0.41187626123428345,,,,,,,,,,,,,
2,0.6438055634498596,0.2871647775173187,121.89077758789062,0.7450000047683716,0.0019196094945073128,,,92,,,,,,,,,,,,0.5661187171936035,0.7825514078140259,0.49976032972335815,0.5349547863006592,0.5858170986175537,0.570149302482605,0.41682669520378113,0.5385403633117676,0.5314422249794006,0.7867659330368042,0.7039480209350586,0.25844094157218933,0.5661187171936035
2,,,,,,,,92,,,,,,,,,0.6511180400848389,0.45691001415252686,,,,,,,,,,,,,,
,,,,,,0.00015,0.00015,93,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,99,,,,,,,,,,,0.42830008268356323,,,,,,,,,,,,,
3,,,,,,,,119,,,,,,,,,,,0.38390615582466125,,,,,,,,,,,,,
3,0.5894891619682312,0.27260035276412964,135.7147674560547,0.753000020980835,0.0028877926524728537,,,123,,,,,,,,,,,,0.5784502029418945,0.7910580635070801,0.5168585777282715,0.5542997121810913,0.5819613337516785,0.5917408466339111,0.4387400150299072,0.5625197291374207,0.7524562478065491,0.6402981281280518,0.7013989090919495,0.272810161113739,0.5784502029418945
3,,,,,,,,123,,,,,,,,,0.6976542472839355,0.3848276436328888,,,,,,,,,,,,,,
,,,,,,0.00018749999999999998,0.00018749999999999998,124,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,139,,,,,,,,,,,0.2419244945049286,,,,,,,,,,,,,
4,0.5813688635826111,0.29786285758018494,131.67245483398438,0.7490000128746033,0.026479918509721756,,,154,,,,,,,,,,,,0.5805389881134033,0.8186817765235901,0.5273734331130981,0.5406432151794434,0.581428587436676,0.5539129972457886,0.4191271960735321,0.549239456653595,0.5171774625778198,0.6352575421333313,0.7824677228927612,0.2807491719722748,0.5805389881134033
4,,,,,,,,154,,,,,,,,,0.7482713460922241,0.3286490738391876,,,,,,,,,,,,,,
,,,,,,0.000225,0.000225,155,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,159,,,,,,,,,,,0.3024901747703552,,,,,,,,,,,,,
5,,,,,,,,179,,,,,,,,,,,0.3175922930240631,,,,,,,,,,,,,
5,0.5528799295425415,0.30681663751602173,132.66360473632812,0.7139999866485596,0.019393859431147575,,,185,,,,,,,,,,,,0.5787997245788574,0.8292059302330017,0.523607075214386,0.546373724937439,0.598795473575592,0.5691403150558472,0.41488760709762573,0.5441756248474121,0.4663786292076111,0.7713751792907715,0.7506596446037292,0.288147896528244,0.5787997245788574
5,,,,,,,,185,,,,,,,,,0.7595790028572083,0.3223952054977417,,,,,,,,,,,,,,
,,,,,,0.0002625,0.0002625,186,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,199,,,,,,,,,,,0.177549809217453,,,,,,,,,,,,,
6,0.6081882119178772,0.25233837962150574,134.3268585205078,0.6959999799728394,0.003331534331664443,,,216,,,,,,,,,,,,0.5611083507537842,0.8182253837585449,0.5051145553588867,0.522676944732666,0.6235009431838989,0.5402393937110901,0.3726247549057007,0.5118812918663025,0.44220149517059326,0.6319436430931091,0.7768359184265137,0.3099764883518219,0.5611083507537842
6,,,,,,,,216,,,,,,,,,0.7852195501327515,0.2943001985549927,,,,,,,,,,,,,,
,,,,,,0.0003,0.0003,217,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,219,,,,,,,,,,,0.25518563389778137,,,,,,,,,,,,,
7,,,,,,,,239,,,,,,,,,,,0.24911516904830933,,,,,,,,,,,,,
7,0.5112757086753845,0.2573273479938507,147.1928253173828,0.6959999799728394,0.014852029271423817,,,247,,,,,,,,,,,,0.5642488598823547,0.8110419511795044,0.5205056667327881,0.5284126996994019,0.6686240434646606,0.5363196730613708,0.3785926401615143,0.5264816880226135,0.4800279438495636,0.557129442691803,0.77525395154953,0.3328673541545868,0.5642488598823547
7,,,,,,,,247,,,,,,,,,0.798235297203064,0.28222960233688354,,,,,,,,,,,,,,
,,,,,,0.0003,0.0003,248,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,259,,,,,,,,,,,0.17436549067497253,,,,,,,,,,,,,
8,0.5556197762489319,0.28280067443847656,139.3756866455078,0.7099999785423279,0.024434354156255722,,,278,,,,,,,,,,,,0.5803094506263733,0.8282446265220642,0.5139811038970947,0.5529401302337646,0.6584601402282715,0.5918991565704346,0.4364754557609558,0.5586577653884888,0.6366015076637268,0.7949496507644653,0.643856942653656,0.2921885550022125,0.5803094506263733
8,,,,,,,,278,,,,,,,,,0.8259694576263428,0.2643861174583435,,,,,,,,,,,,,,
,,,,,,0.0002984732162821399,0.0002984732162821399,279,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,279,,,,,,,,,,,0.33600038290023804,,,,,,,,,,,,,
9,,,,,,,,299,,,,,,,,,,,0.20274415612220764,,,,,,,,,,,,,
9,0.49447062611579895,0.28749245405197144,143.5908660888672,0.6919999718666077,0.0371188223361969,,,309,,,,,,,,,,,,0.5934698581695557,0.8337241411209106,0.5386481285095215,0.5618402361869812,0.6214452385902405,0.5850323438644409,0.43143168091773987,0.561396598815918,0.48289352655410767,0.7981407642364502,0.7323305606842041,0.32676443457603455,0.5934698581695557
9,,,,,,,,309,,,,,,,,,0.8306441307067871,0.24138250946998596,,,,,,,,,,,,,,
,,,,,,0.0002939239460421746,0.0002939239460421746,310,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,319,,,,,,,,,,,0.24229520559310913,,,,,,,,,,,,,
