epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,test/acc,test/auroc,test/f1,test/loss,test/macro_precision,test/mcc,test/recall,train/acc,train/loss_epoch,train/loss_step,val/acc,val/auroc,val/f1,val/loss,val/macro_precision,val/mcc,val/precision_c0,val/precision_c1,val/precision_c2,val/recall
,2.9999999999999997e-05,2.9999999999999997e-05,0,,,,,,,,,,,,,,,,,,,,
0,,,19,,,,,,,,,,1.4157217741012573,,,,,,,,,,
0,,,39,,,,,,,,,,1.2896370887756348,,,,,,,,,,
0,,,59,,,,,,,,,,1.1193281412124634,,,,,,,,,,
0,,,79,,,,,,,,,,1.1706088781356812,,,,,,,,,,
0,,,99,,,,,,,,,,1.1069166660308838,,,,,,,,,,
0,,,119,,,,,,,,,,0.8783186078071594,,,,,,,,,,
0,,,139,,,,,,,,,,0.9666298627853394,,,,,,,,,,
0,,,159,,,,,,,,,,0.9531660676002502,,,,,,,,,,
0,,,179,,,,,,,,,,0.8120896816253662,,,,,,,,,,
0,,,199,,,,,,,,,,0.9863459467887878,,,,,,,,,,
0,,,219,,,,,,,,,,0.9123769402503967,,,,,,,,,,
0,,,239,,,,,,,,,,1.1350797414779663,,,,,,,,,,
0,,,259,,,,,,,,,,1.1450793743133545,,,,,,,,,,
0,,,279,,,,,,,,,,1.0334619283676147,,,,,,,,,,
0,,,299,,,,,,,,,,0.7935470938682556,,,,,,,,,,
0,,,319,,,,,,,,,,1.371993899345398,,,,,,,,,,
0,,,339,,,,,,,,,,1.3661589622497559,,,,,,,,,,
0,,,359,,,,,,,,,,0.7783516049385071,,,,,,,,,,
0,,,379,,,,,,,,,,0.6839448809623718,,,,,,,,,,
0,,,399,,,,,,,,,,0.9583402276039124,,,,,,,,,,
0,,,419,,,,,,,,,,0.7721993923187256,,,,,,,,,,
0,,,439,,,,,,,,,,1.322872519493103,,,,,,,,,,
0,,,459,,,,,,,,,,0.9005498290061951,,,,,,,,,,
0,,,479,,,,,,,,,,0.7990530729293823,,,,,,,,,,
0,,,499,,,,,,,,,,0.9083431959152222,,,,,,,,,,
0,,,519,,,,,,,,,,1.1560275554656982,,,,,,,,,,
0,,,537,,,,,,,,,,,0.4602375030517578,0.6726166009902954,0.3579012155532837,2.96335506439209,0.6523839831352234,0.2462247759103775,0.9743589758872986,0.3801809251308441,0.6026119589805603,0.4602375030517578
0,,,537,,,,,,,,0.5636968612670898,0.9671450257301331,,,,,,,,,,,
,5.9999999999999995e-05,5.9999999999999995e-05,538,,,,,,,,,,,,,,,,,,,,
1,,,539,,,,,,,,,,1.0887686014175415,,,,,,,,,,
1,,,559,,,,,,,,,,0.9159438014030457,,,,,,,,,,
1,,,579,,,,,,,,,,0.7233936190605164,,,,,,,,,,
1,,,599,,,,,,,,,,0.6217878460884094,,,,,,,,,,
1,,,619,,,,,,,,,,0.8818670511245728,,,,,,,,,,
1,,,639,,,,,,,,,,0.7450423240661621,,,,,,,,,,
1,,,659,,,,,,,,,,0.4948696792125702,,,,,,,,,,
1,,,679,,,,,,,,,,0.8875526785850525,,,,,,,,,,
1,,,699,,,,,,,,,,0.8350962996482849,,,,,,,,,,
1,,,719,,,,,,,,,,0.7891368865966797,,,,,,,,,,
1,,,739,,,,,,,,,,0.9006882309913635,,,,,,,,,,
1,,,759,,,,,,,,,,0.7783576250076294,,,,,,,,,,
1,,,779,,,,,,,,,,0.86325603723526,,,,,,,,,,
1,,,799,,,,,,,,,,0.9927569627761841,,,,,,,,,,
1,,,819,,,,,,,,,,0.42429548501968384,,,,,,,,,,
1,,,839,,,,,,,,,,0.527938961982727,,,,,,,,,,
1,,,859,,,,,,,,,,0.5248258709907532,,,,,,,,,,
1,,,879,,,,,,,,,,0.5221964120864868,,,,,,,,,,
1,,,899,,,,,,,,,,0.7904272675514221,,,,,,,,,,
1,,,919,,,,,,,,,,0.7168566584587097,,,,,,,,,,
1,,,939,,,,,,,,,,0.5302485227584839,,,,,,,,,,
1,,,959,,,,,,,,,,0.5896179676055908,,,,,,,,,,
1,,,979,,,,,,,,,,0.6649473905563354,,,,,,,,,,
1,,,999,,,,,,,,,,0.606028139591217,,,,,,,,,,
1,,,1019,,,,,,,,,,0.5589661002159119,,,,,,,,,,
1,,,1039,,,,,,,,,,0.808547854423523,,,,,,,,,,
1,,,1059,,,,,,,,,,0.35347357392311096,,,,,,,,,,
1,,,1075,,,,,,,,,,,0.544746458530426,0.7486369609832764,0.48163530230522156,2.6267213821411133,0.6150571703910828,0.35673415660858154,0.7493333220481873,0.4415113925933838,0.6543266773223877,0.544746458530426
1,,,1075,,,,,,,,0.6579571962356567,0.6909598112106323,,,,,,,,,,,
,8.999999999999999e-05,8.999999999999999e-05,1076,,,,,,,,,,,,,,,,,,,,
2,,,1079,,,,,,,,,,0.6524683237075806,,,,,,,,,,
2,,,1099,,,,,,,,,,0.6873884201049805,,,,,,,,,,
2,,,1119,,,,,,,,,,0.5798092484474182,,,,,,,,,,
2,,,1139,,,,,,,,,,0.43447262048721313,,,,,,,,,,
2,,,1159,,,,,,,,,,0.3953581154346466,,,,,,,,,,
2,,,1179,,,,,,,,,,0.5449749231338501,,,,,,,,,,
2,,,1199,,,,,,,,,,0.523030161857605,,,,,,,,,,
2,,,1219,,,,,,,,,,0.45934608578681946,,,,,,,,,,
2,,,1239,,,,,,,,,,0.48843154311180115,,,,,,,,,,
2,,,1259,,,,,,,,,,0.4834415018558502,,,,,,,,,,
2,,,1279,,,,,,,,,,0.7680439949035645,,,,,,,,,,
2,,,1299,,,,,,,,,,0.8668903112411499,,,,,,,,,,
2,,,1319,,,,,,,,,,0.8031306862831116,,,,,,,,,,
2,,,1339,,,,,,,,,,0.7822694182395935,,,,,,,,,,
2,,,1359,,,,,,,,,,0.5329769253730774,,,,,,,,,,
2,,,1379,,,,,,,,,,0.6749711632728577,,,,,,,,,,
2,,,1399,,,,,,,,,,0.5158289074897766,,,,,,,,,,
2,,,1419,,,,,,,,,,0.5798500180244446,,,,,,,,,,
2,,,1439,,,,,,,,,,0.5645450949668884,,,,,,,,,,
2,,,1459,,,,,,,,,,0.7586294412612915,,,,,,,,,,
2,,,1479,,,,,,,,,,0.4782733619213104,,,,,,,,,,
