epoch,lr-AdamW,p_cd1,p_cd2,p_cd3,step,test_auroc,test_f1_score,test_f_beta,test_loss_epoch,test_loss_step,test_mcc,test_task_loss,train_cd_reg,train_f1_score,train_f_beta,train_loss_epoch,train_loss_step,train_mcc,train_task_loss,val_auroc,val_f1_score,val_f_beta,val_loss_epoch,val_loss_step,val_mcc,val_task_loss
,,,,,108,,,,,,,,,,,,,,,,,,,4.140244007110596,,
,,,,,109,,,,,,,,,,,,,,,,,,,2.2026004791259766,,
,,,,,110,,,,,,,,,,,,,,,,,,,2.342155933380127,,
,,,,,111,,,,,,,,,,,,,,,,,,,2.59671688079834,,
,,,,,112,,,,,,,,,,,,,,,,,,,3.9264602661132812,,
,,,,,113,,,,,,,,,,,,,,,,,,,6.547263145446777,,
,,,,,114,,,,,,,,,,,,,,,,,,,5.508257865905762,,
,,,,,115,,,,,,,,,,,,,,,,,,,4.775378227233887,,
,,,,,116,,,,,,,,,,,,,,,,,,,5.965798854827881,,
,,,,,117,,,,,,,,,,,,,,,,,,,9.111310958862305,,
,,,,,118,,,,,,,,,,,,,,,,,,,8.262279510498047,,
,,,,,119,,,,,,,,,,,,,,,,,,,4.441699981689453,,
1,,,,,715,,,,,,,,,,,,,,,0.5983468294143677,0.14827638864517212,0.14827638864517212,8.167576789855957,,0.03506438434123993,8.167576789855957
1,,0.09796519577503204,0.14677546918392181,0.19809074699878693,715,,,,,,,,0.0020132518839091063,0.1483016014099121,0.1483016014099121,3.3450770378112793,,0.0800870731472969,3.3430659770965576,,,,,,,
,0.00011999999999999999,,,,716,,,,,,,,,,,,,,,,,,,,,
2,,,,,719,,,,,,,,,,,,4.483584403991699,,,,,,,,,
2,,,,,729,,,,,,,,,,,,2.7575132846832275,,,,,,,,,
2,,,,,739,,,,,,,,,,,,2.204934597015381,,,,,,,,,
2,,,,,749,,,,,,,,,,,,2.997148036956787,,,,,,,,,
2,,,,,759,,,,,,,,,,,,1.7666423320770264,,,,,,,,,
2,,,,,769,,,,,,,,,,,,4.936309814453125,,,,,,,,,
2,,,,,779,,,,,,,,,,,,2.9158260822296143,,,,,,,,,
2,,,,,789,,,,,,,,,,,,1.846069097518921,,,,,,,,,
2,,,,,799,,,,,,,,,,,,4.262241363525391,,,,,,,,,
2,,,,,809,,,,,,,,,,,,2.9345688819885254,,,,,,,,,
2,,,,,819,,,,,,,,,,,,2.3154098987579346,,,,,,,,,
2,,,,,829,,,,,,,,,,,,3.4314165115356445,,,,,,,,,
2,,,,,839,,,,,,,,,,,,2.512601375579834,,,,,,,,,
2,,,,,849,,,,,,,,,,,,5.019443511962891,,,,,,,,,
2,,,,,859,,,,,,,,,,,,3.810251474380493,,,,,,,,,
2,,,,,869,,,,,,,,,,,,2.067021131515503,,,,,,,,,
2,,,,,879,,,,,,,,,,,,5.552656173706055,,,,,,,,,
2,,,,,889,,,,,,,,,,,,2.823075294494629,,,,,,,,,
2,,,,,899,,,,,,,,,,,,2.747933864593506,,,,,,,,,
2,,,,,909,,,,,,,,,,,,5.060002326965332,,,,,,,,,
2,,,,,919,,,,,,,,,,,,2.0277962684631348,,,,,,,,,
2,,,,,929,,,,,,,,,,,,1.744031310081482,,,,,,,,,
2,,,,,939,,,,,,,,,,,,2.2606656551361084,,,,,,,,,
2,,,,,949,,,,,,,,,,,,2.2163310050964355,,,,,,,,,
2,,,,,959,,,,,,,,,,,,2.7018630504608154,,,,,,,,,
2,,,,,969,,,,,,,,,,,,4.877240180969238,,,,,,,,,
2,,,,,979,,,,,,,,,,,,2.708577871322632,,,,,,,,,
2,,,,,989,,,,,,,,,,,,3.256118059158325,,,,,,,,,
2,,,,,999,,,,,,,,,,,,1.9449093341827393,,,,,,,,,
2,,,,,1009,,,,,,,,,,,,2.5848071575164795,,,,,,,,,
2,,,,,1019,,,,,,,,,,,,3.517914056777954,,,,,,,,,
2,,,,,1029,,,,,,,,,,,,1.6682614088058472,,,,,,,,,
2,,,,,1039,,,,,,,,,,,,1.6425163745880127,,,,,,,,,
2,,,,,1049,,,,,,,,,,,,4.085067272186279,,,,,,,,,
2,,,,,1059,,,,,,,,,,,,3.1310245990753174,,,,,,,,,
2,,,,,1069,,,,,,,,,,,,3.5655760765075684,,,,,,,,,
,,,,,120,,,,,,,,,,,,,,,,,,,1.4931221008300781,,
,,,,,121,,,,,,,,,,,,,,,,,,,1.7530680894851685,,
,,,,,122,,,,,,,,,,,,,,,,,,,1.5467703342437744,,
,,,,,123,,,,,,,,,,,,,,,,,,,0.9968585968017578,,
,,,,,124,,,,,,,,,,,,,,,,,,,1.227280616760254,,
,,,,,125,,,,,,,,,,,,,,,,,,,1.0494266748428345,,
,,,,,126,,,,,,,,,,,,,,,,,,,1.0200986862182617,,
,,,,,127,,,,,,,,,,,,,,,,,,,1.2181917428970337,,
,,,,,128,,,,,,,,,,,,,,,,,,,1.1009122133255005,,
,,,,,129,,,,,,,,,,,,,,,,,,,0.9288363456726074,,
,,,,,130,,,,,,,,,,,,,,,,,,,0.6278946399688721,,
,,,,,131,,,,,,,,,,,,,,,,,,,0.7327849864959717,,
,,,,,132,,,,,,,,,,,,,,,,,,,0.8573158383369446,,
,,,,,133,,,,,,,,,,,,,,,,,,,0.8153888583183289,,
,,,,,134,,,,,,,,,,,,,,,,,,,1.193607211112976,,
,,,,,135,,,,,,,,,,,,,,,,,,,1.2692471742630005,,
,,,,,136,,,,,,,,,,,,,,,,,,,1.253648281097412,,
,,,,,137,,,,,,,,,,,,,,,,,,,29.188655853271484,,
,,,,,138,,,,,,,,,,,,,,,,,,,34.625160217285156,,
