epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,test/acc,test/auroc,test/f1,test/mcc,train/acc,train/loss_epoch,train/loss_step,val/acc,val/f1,val/loss,val/mcc,val/precision
,0.0,0.0,0,,,,,,,,,,,,
0,,,19,,,,,,,18.50959587097168,,,,,
0,,,39,,,,,,,19.726390838623047,,,,,
0,,,59,,,,,,,23.702177047729492,,,,,
0,,,79,,,,,,,17.230030059814453,,,,,
0,,,99,,,,,,,18.540531158447266,,,,,
0,,,119,,,,,,,15.859309196472168,,,,,
0,,,139,,,,,,,24.96669578552246,,,,,
0,,,159,,,,,,,16.91613006591797,,,,,
0,,,179,,,,,,,21.031282424926758,,,,,
0,,,199,,,,,,,26.192447662353516,,,,,
0,,,219,,,,,,,20.110328674316406,,,,,
0,,,239,,,,,,,23.596054077148438,,,,,
0,,,259,,,,,,,26.087690353393555,,,,,
0,,,279,,,,,,,19.885108947753906,,,,,
0,,,299,,,,,,,21.213895797729492,,,,,
0,,,319,,,,,,,24.954504013061523,,,,,
0,,,339,,,,,,,22.058563232421875,,,,,
0,,,359,,,,,,,23.459266662597656,,,,,
0,,,379,,,,,,,26.211591720581055,,,,,
0,,,399,,,,,,,23.717449188232422,,,,,
0,,,419,,,,,,,21.1859130859375,,,,,
0,,,439,,,,,,,21.336702346801758,,,,,
0,,,459,,,,,,,22.34995460510254,,,,,
0,,,479,,,,,,,24.747303009033203,,,,,
0,,,499,,,,,,,27.426393508911133,,,,,
0,,,519,,,,,,,26.00935173034668,,,,,
0,,,539,,,,,,,18.12546730041504,,,,,
0,,,559,,,,,,,15.913310050964355,,,,,
0,,,579,,,,,,,18.632282257080078,,,,,
0,,,599,,,,,,,24.947124481201172,,,,,
0,,,619,,,,,,,28.568071365356445,,,,,
0,,,639,,,,,,,27.674896240234375,,,,,
0,,,659,,,,,,,21.038681030273438,,,,,
0,,,679,,,,,,,21.209110260009766,,,,,
0,,,699,,,,,,,19.899391174316406,,,,,
0,,,716,,,,,,,,0.14453814923763275,0.1332373321056366,18.769546508789062,-0.15223869681358337,0.1485559195280075
0,,,716,,,,,0.2248561680316925,23.648895263671875,,,,,,
,5e-05,5e-05,717,,,,,,,,,,,,
1,,,719,,,,,,,16.646814346313477,,,,,
1,,,739,,,,,,,7.3455729484558105,,,,,
1,,,759,,,,,,,5.696557998657227,,,,,
1,,,779,,,,,,,4.4480061531066895,,,,,
1,,,799,,,,,,,5.1363396644592285,,,,,
1,,,819,,,,,,,4.671626091003418,,,,,
1,,,839,,,,,,,3.9006505012512207,,,,,
1,,,859,,,,,,,4.1604695320129395,,,,,
1,,,879,,,,,,,4.000690460205078,,,,,
1,,,899,,,,,,,3.844602108001709,,,,,
1,,,919,,,,,,,4.026573181152344,,,,,
1,,,939,,,,,,,5.575582981109619,,,,,
1,,,959,,,,,,,4.882147789001465,,,,,
1,,,979,,,,,,,4.244966983795166,,,,,
1,,,999,,,,,,,4.697757720947266,,,,,
1,,,1019,,,,,,,4.652709007263184,,,,,
1,,,1039,,,,,,,4.03532600402832,,,,,
1,,,1059,,,,,,,4.60341739654541,,,,,
1,,,1079,,,,,,,3.832432985305786,,,,,
1,,,1099,,,,,,,4.360940456390381,,,,,
1,,,1119,,,,,,,4.6377739906311035,,,,,
1,,,1139,,,,,,,3.849745988845825,,,,,
1,,,1159,,,,,,,4.281160354614258,,,,,
1,,,1179,,,,,,,4.140686511993408,,,,,
1,,,1199,,,,,,,4.5636091232299805,,,,,
1,,,1219,,,,,,,4.269304275512695,,,,,
1,,,1239,,,,,,,3.6118557453155518,,,,,
1,,,1259,,,,,,,4.174525737762451,,,,,
1,,,1279,,,,,,,3.6993508338928223,,,,,
1,,,1299,,,,,,,4.083656311035156,,,,,
1,,,1319,,,,,,,3.7081964015960693,,,,,
1,,,1339,,,,,,,3.571042060852051,,,,,
1,,,1359,,,,,,,5.309398174285889,,,,,
1,,,1379,,,,,,,3.4650838375091553,,,,,
1,,,1399,,,,,,,3.5400917530059814,,,,,
1,,,1419,,,,,,,3.0458128452301025,,,,,
1,,,1433,,,,,,,,0.2536771297454834,0.11862750351428986,5.1353912353515625,0.03145553916692734,0.2014434039592743
1,,,1433,,,,,0.25161224603652954,4.539687156677246,,,,,,
,0.0001,0.0001,1434,,,,,,,,,,,,
2,,,1439,,,,,,,2.7118608951568604,,,,,
2,,,1459,,,,,,,3.3862879276275635,,,,,
2,,,1479,,,,,,,3.1238012313842773,,,,,
2,,,1499,,,,,,,5.1157121658325195,,,,,
2,,,1519,,,,,,,3.6963818073272705,,,,,
2,,,1539,,,,,,,3.5717506408691406,,,,,
2,,,1559,,,,,,,4.637430191040039,,,,,
2,,,1579,,,,,,,4.933826446533203,,,,,
2,,,1599,,,,,,,5.246295928955078,,,,,
2,,,1619,,,,,,,4.543022155761719,,,,,
2,,,1639,,,,,,,3.0467209815979004,,,,,
2,,,1659,,,,,,,2.9942710399627686,,,,,
2,,,1679,,,,,,,3.4509596824645996,,,,,
2,,,1699,,,,,,,2.4053306579589844,,,,,
2,,,1719,,,,,,,2.70475172996521,,,,,
2,,,1739,,,,,,,3.4341442584991455,,,,,
2,,,1759,,,,,,,4.489293098449707,,,,,
2,,,1779,,,,,,,2.50191593170166,,,,,
2,,,1799,,,,,,,2.844228744506836,,,,,
2,,,1819,,,,,,,4.052541255950928,,,,,
2,,,1839,,,,,,,4.894138336181641,,,,,
2,,,1859,,,,,,,3.4555702209472656,,,,,
2,,,1879,,,,,,,4.260802745819092,,,,,
2,,,1899,,,,,,,2.338507890701294,,,,,
2,,,1919,,,,,,,2.6143274307250977,,,,,
2,,,1939,,,,,,,2.6590888500213623,,,,,
2,,,1959,,,,,,,3.6713716983795166,,,,,
2,,,1979,,,,,,,3.366117000579834,,,,,
2,,,1999,,,,,,,3.578199625015259,,,,,
2,,,2019,,,,,,,2.162899971008301,,,,,
2,,,2039,,,,,,,4.391424655914307,,,,,
2,,,2059,,,,,,,2.3487422466278076,,,,,
2,,,2079,,,,,,,6.441423416137695,,,,,
2,,,2099,,,,,,,2.562906265258789,,,,,
2,,,2119,,,,,,,1.755468726158142,,,,,
2,,,2139,,,,,,,2.377948522567749,,,,,
2,,,2150,,,,,,,,0.3141885995864868,0.2176714837551117,7.108238697052002,0.14572729170322418,0.325154572725296
2,,,2150,,,,,0.2737332284450531,3.7040531635284424,,,,,,
,0.00015,0.00015,2151,,,,,,,,,,,,
3,,,2159,,,,,,,2.193573236465454,,,,,
3,,,2179,,,,,,,2.468165874481201,,,,,
3,,,2199,,,,,,,3.0537471771240234,,,,,
3,,,2219,,,,,,,2.3733224868774414,,,,,
3,,,2239,,,,,,,5.309650421142578,,,,,
3,,,2259,,,,,,,4.093988418579102,,,,,
3,,,2279,,,,,,,3.862351894378662,,,,,
3,,,2299,,,,,,,5.385272026062012,,,,,
3,,,2319,,,,,,,4.512176036834717,,,,,
3,,,2339,,,,,,,3.400160074234009,,,,,
3,,,2359,,,,,,,2.279265880584717,,,,,
3,,,2379,,,,,,,3.667062282562256,,,,,
3,,,2399,,,,,,,2.1211280822753906,,,,,
3,,,2419,,,,,,,5.291732311248779,,,,,
3,,,2439,,,,,,,2.1020193099975586,,,,,
3,,,2459,,,,,,,2.2188196182250977,,,,,
3,,,2479,,,,,,,4.0315775871276855,,,,,
3,,,2499,,,,,,,2.6301019191741943,,,,,
3,,,2519,,,,,,,4.1083879470825195,,,,,
3,,,2539,,,,,,,1.969897747039795,,,,,
3,,,2559,,,,,,,2.3612987995147705,,,,,
3,,,2579,,,,,,,1.882336139678955,,,,,
3,,,2599,,,,,,,2.3542582988739014,,,,,
3,,,2619,,,,,,,2.270824432373047,,,,,
3,,,2639,,,,,,,4.126623153686523,,,,,
3,,,2659,,,,,,,1.8629982471466064,,,,,
3,,,2679,,,,,,,5.2207465171813965,,,,,
3,,,2699,,,,,,,2.156853199005127,,,,,
3,,,2719,,,,,,,5.009833335876465,,,,,
3,,,2739,,,,,,,1.8449585437774658,,,,,
3,,,2759,,,,,,,2.5639286041259766,,,,,
3,,,2779,,,,,,,2.346113443374634,,,,,
3,,,2799,,,,,,,4.52101993560791,,,,,
3,,,2819,,,,,,,1.4990630149841309,,,,,
3,,,2839,,,,,,,2.04032564163208,,,,,
3,,,2859,,,,,,,1.9037772417068481,,,,,
3,,,2867,,,,,,,,0.32105618715286255,0.2319580465555191,7.939584255218506,0.15807868540287018,0.3602795898914337
3,,,2867,,,,,0.3024950623512268,3.2709178924560547,,,,,,
,0.0002,0.0002,2868,,,,,,,,,,,,
4,,,2879,,,,,,,7.172454357147217,,,,,
4,,,2899,,,,,,,2.5728940963745117,,,,,
4,,,2919,,,,,,,2.5904526710510254,,,,,
4,,,2939,,,,,,,2.066318988800049,,,,,
4,,,2959,,,,,,,4.0984601974487305,,,,,
4,,,2979,,,,,,,3.4399592876434326,,,,,
4,,,2999,,,,,,,2.3095815181732178,,,,,
4,,,3019,,,,,,,1.290037751197815,,,,,
4,,,3039,,,,,,,2.5606775283813477,,,,,
4,,,3059,,,,,,,1.7589834928512573,,,,,
4,,,3079,,,,,,,1.6514612436294556,,,,,
4,,,3099,,,,,,,1.9156510829925537,,,,,
