epoch,lr-AdamW,step,test/acc,test/auroc,test/f1,test/loss,test/mcc,train/acc,train/loss_epoch,train/loss_step,val/acc,val/f1,val/loss,val/mcc
,0.0,0,,,,,,,,,,,,
0,,19,,,,,,,,11.779034614562988,,,,
0,,39,,,,,,,,19.81792449951172,,,,
0,,59,,,,,,,,11.711087226867676,,,,
0,,79,,,,,,,,14.698376655578613,,,,
0,,99,,,,,,,,13.24444580078125,,,,
0,,119,,,,,,,,10.569527626037598,,,,
0,,139,,,,,,,,18.520097732543945,,,,
0,,159,,,,,,,,13.032855987548828,,,,
0,,179,,,,,,,,14.529112815856934,,,,
0,,199,,,,,,,,13.363037109375,,,,
0,,219,,,,,,,,12.983152389526367,,,,
0,,239,,,,,,,,11.764822959899902,,,,
0,,259,,,,,,,,10.28400993347168,,,,
0,,279,,,,,,,,14.61528491973877,,,,
0,,299,,,,,,,,13.05047607421875,,,,
0,,319,,,,,,,,10.33294677734375,,,,
0,,339,,,,,,,,17.3089599609375,,,,
0,,359,,,,,,,,18.41065788269043,,,,
0,,379,,,,,,,,11.774101257324219,,,,
0,,399,,,,,,,,8.956608772277832,,,,
0,,419,,,,,,,,14.660806655883789,,,,
0,,439,,,,,,,,11.802315711975098,,,,
0,,459,,,,,,,,15.70517349243164,,,,
0,,479,,,,,,,,15.83232593536377,,,,
0,,499,,,,,,,,17.473194122314453,,,,
0,,519,,,,,,,,10.246975898742676,,,,
0,,539,,,,,,,,7.7333478927612305,,,,
0,,559,,,,,,,,14.731813430786133,,,,
0,,579,,,,,,,,15.862868309020996,,,,
0,,599,,,,,,,,6.307068824768066,,,,
0,,619,,,,,,,,16.0477352142334,,,,
0,,639,,,,,,,,14.390600204467773,,,,
0,,659,,,,,,,,13.016790390014648,,,,
0,,679,,,,,,,,21.166610717773438,,,,
0,,699,,,,,,,,11.792820930480957,,,,
0,,719,,,,,,,,12.990192413330078,,,,
0,,739,,,,,,,,14.379319190979004,,,,
0,,759,,,,,,,,9.008934020996094,,,,
0,,779,,,,,,,,13.158737182617188,,,,
0,,799,,,,,,,,10.469202041625977,,,,
0,,819,,,,,,,,11.831933975219727,,,,
0,,839,,,,,,,,15.829658508300781,,,,
0,,859,,,,,,,,11.980830192565918,,,,
0,,879,,,,,,,,10.5330171585083,,,,
0,,899,,,,,,,,14.431005477905273,,,,
