epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,test/acc,test/auroc,test/f1,test/loss,test/macro_precision,test/mcc,test/micro_precision,test/recall,train/acc,train/loss_epoch,train/loss_step,val/acc,val/auroc,val/f1,val/loss,val/macro_precision,val/mcc,val/micro_precision,val/precision_c0,val/precision_c1,val/precision_c2,val/precision_c3,val/recall
,3.75e-05,3.75e-05,0,,,,,,,,,,,,,,,,,,,,,,,
0,,,19,,,,,,,,,,,1.0718404054641724,,,,,,,,,,,,
0,,,39,,,,,,,,,,,1.019951343536377,,,,,,,,,,,,
0,,,59,,,,,,,,,,,0.8627556562423706,,,,,,,,,,,,
0,,,79,,,,,,,,,,,0.8861086368560791,,,,,,,,,,,,
0,,,99,,,,,,,,,,,0.7776122093200684,,,,,,,,,,,,
0,,,119,,,,,,,,,,,0.7982782125473022,,,,,,,,,,,,
0,,,139,,,,,,,,,,,0.7545539140701294,,,,,,,,,,,,
0,,,159,,,,,,,,,,,0.6801594495773315,,,,,,,,,,,,
0,,,179,,,,,,,,,,,0.6465319395065308,,,,,,,,,,,,
0,,,199,,,,,,,,,,,0.7972727417945862,,,,,,,,,,,,
0,,,219,,,,,,,,,,,0.7489307522773743,,,,,,,,,,,,
0,,,239,,,,,,,,,,,0.6103900074958801,,,,,,,,,,,,
0,,,259,,,,,,,,,,,0.535027265548706,,,,,,,,,,,,
0,,,279,,,,,,,,,,,0.6827791929244995,,,,,,,,,,,,
0,,,299,,,,,,,,,,,0.6427440643310547,,,,,,,,,,,,
0,,,319,,,,,,,,,,,0.6583378911018372,,,,,,,,,,,,
0,,,339,,,,,,,,,,,0.5693345665931702,,,,,,,,,,,,
0,,,359,,,,,,,,,,,0.7640387415885925,,,,,,,,,,,,
0,,,379,,,,,,,,,,,0.5606411695480347,,,,,,,,,,,,
0,,,399,,,,,,,,,,,0.6048305034637451,,,,,,,,,,,,
0,,,419,,,,,,,,,,,0.5621070861816406,,,,,,,,,,,,
0,,,439,,,,,,,,,,,0.5395233631134033,,,,,,,,,,,,
0,,,459,,,,,,,,,,,0.5359560251235962,,,,,,,,,,,,
0,,,479,,,,,,,,,,,0.5376884937286377,,,,,,,,,,,,
0,,,499,,,,,,,,,,,0.6295028924942017,,,,,,,,,,,,
0,,,519,,,,,,,,,,,0.6053066253662109,,,,,,,,,,,,
0,,,539,,,,,,,,,,,0.43225035071372986,,,,,,,,,,,,
0,,,559,,,,,,,,,,,0.5147407054901123,,,,,,,,,,,,
0,,,579,,,,,,,,,,,0.5963326096534729,,,,,,,,,,,,
0,,,599,,,,,,,,,,,0.6562861204147339,,,,,,,,,,,,
