epoch,lr-AdamW/pg1,lr-AdamW/pg2,lr-AdamW/pg3,step,train/acc,train/loss_epoch,train/loss_step,val/acc,val/f1,val/loss,val/mcc,val/precision
,4.574868793072623e-06,4.574868793072623e-06,4.5748687930726227e-07,0,,,,,,,,
0,,,,19,,,1.4067907333374023,,,,,
0,,,,39,,,1.651838779449463,,,,,
0,,,,59,,,1.5504264831542969,,,,,
0,,,,79,,,1.3400440216064453,,,,,
0,,,,99,,,1.1265430450439453,,,,,
0,,,,119,,,1.4752074480056763,,,,,
0,,,,139,,,1.1574718952178955,,,,,
0,,,,159,,,1.1890579462051392,,,,,
0,,,,179,,,1.3479681015014648,,,,,
0,,,,199,,,1.0331999063491821,,,,,
0,,,,219,,,0.8098403215408325,,,,,
0,,,,239,,,1.238603949546814,,,,,
0,,,,259,,,0.7775587439537048,,,,,
0,,,,269,,,,0.46949583292007446,0.3340647518634796,1.020940899848938,0.2536967992782593,0.39719879627227783
0,,,,269,0.41932085156440735,1.2582895755767822,,,,,,
,4.986606984449158e-05,4.986606984449158e-05,4.9866069844491585e-06,270,,,,,,,,
1,,,,279,,,0.808058500289917,,,,,
1,,,,299,,,0.6299376487731934,,,,,
1,,,,319,,,0.4141426682472229,,,,,
1,,,,339,,,1.3872706890106201,,,,,
1,,,,359,,,0.5735988616943359,,,,,
1,,,,379,,,1.294618844985962,,,,,
1,,,,399,,,1.045241355895996,,,,,
1,,,,419,,,0.38415685296058655,,,,,
1,,,,439,,,0.43998846411705017,,,,,
1,,,,459,,,0.37557703256607056,,,,,
1,,,,479,,,1.2434085607528687,,,,,
1,,,,499,,,0.49434685707092285,,,,,
1,,,,519,,,0.4591639041900635,,,,,
1,,,,539,,,0.4876801073551178,,,,,
1,,,,539,,,,0.4761162996292114,0.3444528579711914,2.1569385528564453,0.2776050567626953,0.35076114535331726
1,,,,539,0.4384060502052307,0.6477786898612976,,,,,,
,9.515727089591053e-05,9.515727089591053e-05,9.515727089591054e-06,540,,,,,,,,
2,,,,559,,,0.6847411394119263,,,,,
2,,,,579,,,0.45111116766929626,,,,,
2,,,,599,,,0.3693181574344635,,,,,
2,,,,619,,,0.5602201819419861,,,,,
2,,,,639,,,0.49975624680519104,,,,,
2,,,,659,,,0.43129000067710876,,,,,
2,,,,679,,,0.46091628074645996,,,,,
2,,,,699,,,0.36937740445137024,,,,,
2,,,,719,,,0.4809398949146271,,,,,
2,,,,739,,,0.41099220514297485,,,,,
2,,,,759,,,0.9805796146392822,,,,,
2,,,,779,,,0.5143246054649353,,,,,
2,,,,799,,,0.6043195724487305,,,,,
2,,,,809,,,,0.3338525593280792,0.1480650156736374,3.551055908203125,0.006683696992695332,0.1135663315653801
2,,,,809,0.46767526865005493,0.5095736384391785,,,,,,
,0.00014044847194732946,0.00014044847194732946,1.4044847194732949e-05,810,,,,,,,,
3,,,,819,,,0.37716156244277954,,,,,
3,,,,839,,,0.37491655349731445,,,,,
3,,,,859,,,0.44740936160087585,,,,,
3,,,,879,,,0.33498549461364746,,,,,
3,,,,899,,,0.3169635832309723,,,,,
3,,,,919,,,0.24214424192905426,,,,,
3,,,,939,,,0.4524120092391968,,,,,
3,,,,959,,,0.4033597409725189,,,,,
3,,,,979,,,0.4031373858451843,,,,,
3,,,,999,,,0.42121028900146484,,,,,
3,,,,1019,,,0.4372955858707428,,,,,
3,,,,1039,,,0.2809838652610779,,,,,
3,,,,1059,,,0.28680419921875,,,,,
3,,,,1079,,,0.38552355766296387,,,,,
3,,,,1079,,,,0.3333333432674408,0.14630407094955444,4.597349643707275,0.0003466731868684292,0.09371931105852127
3,,,,1079,0.47363707423210144,0.4464966654777527,,,,,,
,0.00018573967299874842,0.00018573967299874842,1.8573967299874846e-05,1080,,,,,,,,
4,,,,1099,,,0.23420338332653046,,,,,
4,,,,1119,,,0.7466221451759338,,,,,
4,,,,1139,,,0.28606486320495605,,,,,
4,,,,1159,,,0.3055459260940552,,,,,
4,,,,1179,,,0.2904796600341797,,,,,
4,,,,1199,,,0.401061087846756,,,,,
4,,,,1219,,,0.18177808821201324,,,,,
4,,,,1239,,,0.3427600562572479,,,,,
4,,,,1259,,,0.2048608958721161,,,,,
4,,,,1279,,,0.253720760345459,,,,,
4,,,,1299,,,0.8474718332290649,,,,,
4,,,,1319,,,1.0331439971923828,,,,,
4,,,,1339,,,0.3692656457424164,,,,,
4,,,,1349,,,,0.45941537618637085,0.3717851936817169,1.4425990581512451,0.24174387753009796,0.6015382409095764
4,,,,1349,0.48314404487609863,0.4550437033176422,,,,,,
,0.00023103087405016738,0.00023103087405016738,2.3103087405016742e-05,1350,,,,,,,,
5,,,,1359,,,0.3214244842529297,,,,,
5,,,,1379,,,0.24941837787628174,,,,,
5,,,,1399,,,0.44140538573265076,,,,,
5,,,,1419,,,0.38793301582336426,,,,,
5,,,,1439,,,0.4239797592163086,,,,,
5,,,,1459,,,0.2551662027835846,,,,,
5,,,,1479,,,0.29052919149398804,,,,,
5,,,,1499,,,0.3744688034057617,,,,,
5,,,,1519,,,0.9533771276473999,,,,,
5,,,,1539,,,0.3818341791629791,,,,,
5,,,,1559,,,1.372175931930542,,,,,
5,,,,1579,,,0.1874893307685852,,,,,
5,,,,1599,,,0.2624152600765228,,,,,
5,,,,1619,,,0.3968382477760315,,,,,
5,,,,1619,,,,0.34787124395370483,0.17551755905151367,3.191756010055542,0.0713030993938446,0.26853224635124207
5,,,,1619,0.4913945496082306,0.45230528712272644,,,,,,
,0.0002763220751015863,0.0002763220751015863,2.763220751015864e-05,1620,,,,,,,,
6,,,,1639,,,0.2955596446990967,,,,,
6,,,,1659,,,0.26600182056427,,,,,
6,,,,1679,,,0.3998461663722992,,,,,
6,,,,1699,,,0.4481905698776245,,,,,
6,,,,1719,,,0.38348597288131714,,,,,
6,,,,1739,,,0.45555463433265686,,,,,
6,,,,1759,,,0.337896466255188,,,,,
6,,,,1779,,,0.5978923439979553,,,,,
6,,,,1799,,,0.22554945945739746,,,,,
6,,,,1819,,,0.3481703996658325,,,,,
6,,,,1839,,,0.4252687692642212,,,,,
6,,,,1859,,,0.13502544164657593,,,,,
6,,,,1879,,,0.2922540307044983,,,,,
6,,,,1889,,,,0.4950558543205261,0.3613758087158203,1.1412791013717651,0.28864869475364685,0.6684175729751587
6,,,,1889,0.5017108917236328,0.43468108773231506,,,,,,
,0.00032161327615300525,0.00032161327615300525,3.2161327615300536e-05,1890,,,,,,,,
7,,,,1899,,,0.37880709767341614,,,,,
7,,,,1919,,,0.49388980865478516,,,,,
7,,,,1939,,,0.3214339017868042,,,,,
7,,,,1959,,,0.17440907657146454,,,,,
7,,,,1979,,,0.5168129205703735,,,,,
7,,,,1999,,,0.3327626883983612,,,,,
7,,,,2019,,,0.37638863921165466,,,,,
7,,,,2039,,,0.3453483283519745,,,,,
7,,,,2059,,,1.28825044631958,,,,,
7,,,,2079,,,0.23190119862556458,,,,,
7,,,,2099,,,0.3345714807510376,,,,,
7,,,,2119,,,0.21139469742774963,,,,,
7,,,,2139,,,0.4218258559703827,,,,,
7,,,,2159,,,0.3505471646785736,,,,,
7,,,,2159,,,,0.33714088797569275,0.15422779321670532,4.653602123260498,0.042240846902132034,0.33851319551467896
7,,,,2159,0.5133655071258545,0.41486215591430664,,,,,,
,0.0003669044772044242,0.0003669044772044242,3.669044772044243e-05,2160,,,,,,,,
8,,,,2179,,,0.29643017053604126,,,,,
8,,,,2199,,,0.7391806244850159,,,,,
8,,,,2219,,,0.2826445698738098,,,,,
8,,,,2239,,,0.46983715891838074,,,,,
8,,,,2259,,,0.12942731380462646,,,,,
8,,,,2279,,,0.21922072768211365,,,,,
8,,,,2299,,,0.27704963088035583,,,,,
8,,,,2319,,,0.3694891631603241,,,,,
8,,,,2339,,,0.3102249801158905,,,,,
8,,,,2359,,,0.2683837413787842,,,,,
8,,,,2379,,,0.28632044792175293,,,,,
8,,,,2399,,,0.3827580213546753,,,,,
8,,,,2419,,,0.17230665683746338,,,,,
8,,,,2429,,,,0.3802777826786041,0.23026150465011597,2.4648003578186035,0.14458222687244415,0.31918954849243164
8,,,,2429,0.49795180559158325,0.38308727741241455,,,,,,
,0.0004121956782558431,0.0004121956782558431,4.121956782558433e-05,2430,,,,,,,,
9,,,,2439,,,0.2898317277431488,,,,,
9,,,,2459,,,0.30383172631263733,,,,,
9,,,,2479,,,0.20790314674377441,,,,,
9,,,,2499,,,0.18381521105766296,,,,,
9,,,,2519,,,0.2889137268066406,,,,,
9,,,,2539,,,0.23399308323860168,,,,,
9,,,,2559,,,0.3234924376010895,,,,,
9,,,,2579,,,1.392554759979248,,,,,
9,,,,2599,,,0.40885549783706665,,,,,
9,,,,2619,,,0.2523907423019409,,,,,
9,,,,2639,,,0.31086307764053345,,,,,
9,,,,2659,,,0.17532536387443542,,,,,
9,,,,2679,,,0.4891814589500427,,,,,
9,,,,2699,,,0.34831708669662476,,,,,
9,,,,2699,,,,0.4299129843711853,0.3095499575138092,1.8703573942184448,0.20219291746616364,0.5704503655433655
9,,,,2699,0.5124894976615906,0.37278294563293457,,,,,,
,0.00045748687930726226,0.00045748687930726226,4.574868793072623e-05,2700,,,,,,,,
10,,,,2719,,,0.5160572528839111,,,,,
10,,,,2739,,,0.4407627582550049,,,,,
10,,,,2759,,,0.20985658466815948,,,,,
10,,,,2779,,,0.5760121941566467,,,,,
10,,,,2799,,,0.33429989218711853,,,,,
10,,,,2819,,,1.649941086769104,,,,,
10,,,,2839,,,0.8958170413970947,,,,,
10,,,,2859,,,0.17258846759796143,,,,,
10,,,,2879,,,0.2682763338088989,,,,,
10,,,,2899,,,0.20009711384773254,,,,,
10,,,,2919,,,0.5515235662460327,,,,,
