FIT Profiler Report
Profile stats for: records
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  Total MFLOPs  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                           aten::conv2d         0.74%       1.953ms        10.28%      27.227ms      32.413us       0.000us         0.00%     180.692ms     215.109us           0 B           0 B      26.07 GB    -555.69 MB           840  19115384.177  
                                          ProfilerStep*         1.58%       4.198ms       100.00%     264.892ms      13.245ms       0.000us         0.00%     171.456ms       8.573ms           0 B           0 B           0 B     -19.54 MB            20            --  
[pl][profile][Strategy]SingleDeviceStrategy.validati...         9.11%      24.126ms        93.58%     247.899ms      12.395ms       0.000us         0.00%     171.047ms       8.552ms           0 B           0 B           0 B    -932.50 MB            20            --  
[pl][module]torch.nn.modules.container.Sequential: b...         0.36%     958.121us        18.60%      49.259ms       2.463ms       0.000us         0.00%     121.723ms       6.086ms           0 B           0 B     127.50 MB     -10.44 GB            20            --  
                                      aten::convolution         0.31%     824.394us         3.92%      10.374ms      24.699us       0.000us         0.00%      89.715ms     213.608us           0 B           0 B      12.95 GB           0 B           420            --  
                                     aten::_convolution         0.42%       1.126ms         3.60%       9.546ms      22.728us       0.000us         0.00%      89.715ms     213.608us           0 B           0 B      12.95 GB           0 B           420            --  
                                aten::cudnn_convolution         1.82%       4.813ms         3.11%       8.245ms      19.631us      89.130ms        51.98%      89.130ms     212.214us           0 B           0 B      12.95 GB      12.88 GB           420            --  
[pl][profile][Strategy]SingleDeviceStrategy.validati...         0.00%       0.000us         0.00%       0.000us       0.000us      82.880ms        48.34%      82.880ms       4.144ms           0 B           0 B           0 B           0 B            20            --  
sm80_xmma_fprop_implicit_gemm_bf16bf16_bf16f32_f32_n...         0.00%       0.000us         0.00%       0.000us       0.000us      51.544ms        30.06%      51.544ms     171.812us           0 B           0 B           0 B           0 B           300            --  
[pl][module]models.hydro_i2hofi.WaveformFrontend: sp...         0.29%     770.655us         4.56%      12.089ms     604.464us       0.000us         0.00%      38.857ms       1.943ms           0 B           0 B     760.00 MB      -1.42 GB            20            --  
[pl][module]torch.nn.modules.container.Sequential: b...         0.11%     282.789us         4.06%      10.745ms     537.265us       0.000us         0.00%      30.792ms       1.540ms           0 B           0 B    1002.50 MB   -1002.50 MB            20            --  
[pl][module]torchaudio.transforms._transforms.MelSpe...         0.17%     455.317us         2.41%       6.390ms     319.512us       0.000us         0.00%      29.348ms       1.467ms           0 B           0 B     250.16 MB      -1.96 GB            20            --  
                                       aten::batch_norm         0.27%     710.176us         4.95%      13.125ms      29.829us       0.000us         0.00%      21.502ms      48.868us           0 B           0 B      12.63 GB    -854.50 KB           440            --  
                           aten::_batch_norm_impl_index         0.36%     957.772us         4.69%      12.411ms      28.207us       0.000us         0.00%      21.502ms      48.868us           0 B           0 B      12.63 GB      -1.50 KB           440            --  
void implicit_convolve_sgemm<__nv_bfloat16, __nv_bfl...         0.00%       0.000us         0.00%       0.000us       0.000us      21.305ms        12.43%      21.305ms     532.614us           0 B           0 B           0 B           0 B            40            --  
[pl][module]torchaudio.transforms._transforms.Spectr...         0.00%       0.000us         0.00%       0.000us       0.000us      20.681ms        12.06%      20.681ms       1.034ms           0 B           0 B           0 B           0 B            20            --  
[pl][module]torchaudio.transforms._transforms.Spectr...         0.52%       1.368ms         1.62%       4.298ms     214.906us       0.000us         0.00%      20.080ms       1.004ms           0 B           0 B       1.96 GB      -6.10 GB            20            --  
[pl][module]torch.nn.modules.container.Sequential: b...         0.11%     283.706us         4.58%      12.122ms     606.109us       0.000us         0.00%      20.005ms       1.000ms           0 B           0 B     502.50 MB    -502.50 MB            20            --  
[pl][module]torch.nn.modules.conv.Conv2d: backbone.0...         0.00%       0.000us         0.00%       0.000us       0.000us      19.623ms        11.44%      19.623ms     981.139us           0 B           0 B           0 B           0 B            20            --  
[pl][module]torch.nn.modules.conv.Conv2d: backbone.0...         0.09%     249.868us         0.35%     915.783us      45.789us       0.000us         0.00%      19.617ms     980.870us           0 B           0 B       3.91 GB     -92.50 KB            20            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 264.898ms
Self CUDA time total: 171.460ms
