epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train/acc,train/loss_epoch,train/loss_step,val/acc,val/auroc,val/f1,val/loss,val/macro_precision,val/mcc,val/micro_precision,val/precision_c0,val/precision_c1,val/precision_c2,val/precision_c3,val/recall
,0.00016666666666666666,0.00016666666666666666,0,,,,,,,,,,,,,,,
0,,,19,,,1.4693630933761597,,,,,,,,,,,,
0,,,39,,,1.3037619590759277,,,,,,,,,,,,
0,,,59,,,1.066131353378296,,,,,,,,,,,,
0,,,79,,,1.2274738550186157,,,,,,,,,,,,
0,,,99,,,1.1173921823501587,,,,,,,,,,,,
0,,,119,,,1.0441316366195679,,,,,,,,,,,,
0,,,139,,,1.074541687965393,,,,,,,,,,,,
0,,,159,,,1.0156458616256714,,,,,,,,,,,,
0,,,179,,,1.1205841302871704,,,,,,,,,,,,
0,,,199,,,1.2791606187820435,,,,,,,,,,,,
0,,,219,,,0.8473866581916809,,,,,,,,,,,,
0,,,239,,,0.9312752485275269,,,,,,,,,,,,
0,,,259,,,0.908686101436615,,,,,,,,,,,,
0,,,279,,,0.9598661065101624,,,,,,,,,,,,
0,,,299,,,0.8878057599067688,,,,,,,,,,,,
0,,,319,,,0.7635827660560608,,,,,,,,,,,,
0,,,339,,,0.7392959594726562,,,,,,,,,,,,
0,,,359,,,0.7501468658447266,,,,,,,,,,,,
0,,,379,,,0.5792602300643921,,,,,,,,,,,,
0,,,399,,,0.874202311038971,,,,,,,,,,,,
0,,,419,,,1.0158072710037231,,,,,,,,,,,,
0,,,439,,,1.1126763820648193,,,,,,,,,,,,
0,,,459,,,0.7385081052780151,,,,,,,,,,,,
0,,,479,,,0.8158213496208191,,,,,,,,,,,,
0,,,499,,,0.8802977800369263,,,,,,,,,,,,
0,,,519,,,0.6469151377677917,,,,,,,,,,,,
0,,,539,,,0.8648579716682434,,,,,,,,,,,,
0,,,559,,,0.66340172290802,,,,,,,,,,,,
0,,,579,,,0.5042997598648071,,,,,,,,,,,,
0,,,599,,,0.9295170903205872,,,,,,,,,,,,
0,,,619,,,0.6560927033424377,,,,,,,,,,,,
0,,,639,,,0.5681074261665344,,,,,,,,,,,,
0,,,659,,,0.6499561071395874,,,,,,,,,,,,
0,,,679,,,0.7856483459472656,,,,,,,,,,,,
0,,,699,,,0.6789427995681763,,,,,,,,,,,,
0,,,719,,,0.6977182030677795,,,,,,,,,,,,
0,,,739,,,0.7084364295005798,,,,,,,,,,,,
0,,,759,,,0.6096344590187073,,,,,,,,,,,,
0,,,779,,,0.7199352979660034,,,,,,,,,,,,
0,,,799,,,0.5273529887199402,,,,,,,,,,,,
0,,,819,,,0.8955052495002747,,,,,,,,,,,,
0,,,839,,,0.718219518661499,,,,,,,,,,,,
0,,,859,,,0.5444382429122925,,,,,,,,,,,,
0,,,879,,,0.5781904458999634,,,,,,,,,,,,
0,,,899,,,0.6366288065910339,,,,,,,,,,,,
0,,,919,,,0.6759473085403442,,,,,,,,,,,,
0,,,939,,,0.6139816641807556,,,,,,,,,,,,
0,,,959,,,0.9558714032173157,,,,,,,,,,,,
0,,,979,,,0.5581166744232178,,,,,,,,,,,,
0,,,999,,,0.7331647276878357,,,,,,,,,,,,
0,,,1019,,,0.7911554574966431,,,,,,,,,,,,
0,,,1039,,,0.4883585572242737,,,,,,,,,,,,
0,,,1059,,,0.5608087778091431,,,,,,,,,,,,
0,,,1079,,,0.5313592553138733,,,,,,,,,,,,
0,,,1099,,,0.5735642910003662,,,,,,,,,,,,
0,,,1119,,,0.49453550577163696,,,,,,,,,,,,
0,,,1139,,,0.6865522861480713,,,,,,,,,,,,
0,,,1159,,,0.5558509826660156,,,,,,,,,,,,
