epoch,step,train/acc,train/loss_epoch,train/loss_step,val/acc,val/f1,val/loss,val/mcc,val/precision
0,19,,,1.447866678237915,,,,,
0,39,,,1.7235406637191772,,,,,
0,59,,,1.6646342277526855,,,,,
0,79,,,1.2307822704315186,,,,,
0,99,,,1.2710782289505005,,,,,
0,119,,,1.3554133176803589,,,,,
0,139,,,1.2366607189178467,,,,,
0,159,,,1.485439658164978,,,,,
0,179,,,1.5812255144119263,,,,,
0,199,,,1.7079819440841675,,,,,
0,219,,,1.356571078300476,,,,,
0,239,,,1.1567262411117554,,,,,
0,259,,,1.462423324584961,,,,,
0,269,,,,0.3333333432674408,0.13235749304294586,2.2203116416931152,-0.0019883124623447657,0.08257234841585159
0,269,0.376769095659256,1.4506253004074097,,,,,,
1,279,,,1.347585678100586,,,,,
1,299,,,1.0356746912002563,,,,,
1,319,,,1.1994929313659668,,,,,
1,339,,,0.9475203156471252,,,,,
1,359,,,0.9665725827217102,,,,,
1,379,,,0.9266113638877869,,,,,
1,399,,,0.597159206867218,,,,,
1,419,,,0.9730949401855469,,,,,
1,439,,,0.6442770957946777,,,,,
1,459,,,0.6592273712158203,,,,,
1,479,,,0.7096967697143555,,,,,
1,499,,,0.8355249166488647,,,,,
1,519,,,1.14096200466156,,,,,
1,539,,,1.0727334022521973,,,,,
1,539,,,,0.5279067158699036,0.37622541189193726,1.3798842430114746,0.3138452470302582,0.3201233446598053
1,539,0.4335736036300659,0.9786444902420044,,,,,,
2,559,,,0.7861434817314148,,,,,
2,579,,,1.0520708560943604,,,,,
2,599,,,0.6363723278045654,,,,,
2,619,,,0.5771551728248596,,,,,
2,639,,,0.5731375813484192,,,,,
2,659,,,0.5923110842704773,,,,,
2,679,,,1.1282914876937866,,,,,
2,699,,,0.6945919394493103,,,,,
2,719,,,1.0224299430847168,,,,,
2,739,,,0.8260540962219238,,,,,
2,759,,,0.6139142513275146,,,,,
2,779,,,0.6293286085128784,,,,,
2,799,,,0.5780612230300903,,,,,
2,809,,,,0.5301142334938049,0.38358092308044434,1.8368853330612183,0.3258620798587799,0.33755630254745483
2,809,0.43779295682907104,0.8153307437896729,,,,,,
3,819,,,0.5499085187911987,,,,,
3,839,,,0.41294336318969727,,,,,
3,859,,,0.8248598575592041,,,,,
3,879,,,0.6321327090263367,,,,,
3,899,,,1.1959728002548218,,,,,
3,919,,,0.7144593000411987,,,,,
3,939,,,0.9480498433113098,,,,,
3,959,,,1.0170390605926514,,,,,
3,979,,,0.6587275266647339,,,,,
3,999,,,0.7537327408790588,,,,,
3,1019,,,0.9551680088043213,,,,,
3,1039,,,0.8165212869644165,,,,,
3,1059,,,0.4450514614582062,,,,,
3,1079,,,0.9034906625747681,,,,,
3,1079,,,,0.35081344842910767,0.18095748126506805,2.3655667304992676,0.07402817159891129,0.24743393063545227
3,1079,0.4387242794036865,0.7420634031295776,,,,,,
4,1099,,,0.5005138516426086,,,,,
4,1119,,,0.7662990093231201,,,,,
4,1139,,,0.5908626317977905,,,,,
4,1159,,,1.1132826805114746,,,,,
4,1179,,,0.6489996910095215,,,,,
4,1199,,,0.453811377286911,,,,,
4,1219,,,0.5864861607551575,,,,,
4,1239,,,0.6613389253616333,,,,,
4,1259,,,1.0006868839263916,,,,,
4,1279,,,0.5160413980484009,,,,,
4,1299,,,0.6336055994033813,,,,,
4,1319,,,1.0088682174682617,,,,,
4,1339,,,0.7808541655540466,,,,,
4,1349,,,,0.39219844341278076,0.24705201387405396,2.0288989543914795,0.16209834814071655,0.3165265917778015
4,1349,0.44884049892425537,0.7156490087509155,,,,,,
5,1359,,,0.5313872694969177,,,,,
5,1379,,,0.7074432373046875,,,,,
5,1399,,,0.5279281139373779,,,,,
5,1419,,,1.0043574571609497,,,,,
5,1439,,,0.5217776298522949,,,,,
5,1459,,,0.978030800819397,,,,,
5,1479,,,0.5762580633163452,,,,,
5,1499,,,1.0709896087646484,,,,,
5,1519,,,0.677923858165741,,,,,
5,1539,,,0.43481189012527466,,,,,
5,1559,,,0.8218375444412231,,,,,
5,1579,,,0.582850992679596,,,,,
5,1599,,,0.5512933135032654,,,,,
5,1619,,,0.7991490364074707,,,,,
5,1619,,,,0.45984768867492676,0.3292079567909241,2.0799877643585205,0.2601790428161621,0.3518241345882416
5,1619,0.46592143177986145,0.7022988200187683,,,,,,
6,1639,,,1.0340038537979126,,,,,
6,1659,,,0.6893835067749023,,,,,
6,1679,,,0.5340465903282166,,,,,
6,1699,,,0.5575721263885498,,,,,
6,1719,,,0.5306814908981323,,,,,
6,1739,,,0.8878165483474731,,,,,
6,1759,,,0.38274410367012024,,,,,
6,1779,,,0.8248622417449951,,,,,
6,1799,,,0.7720221281051636,,,,,
6,1819,,,0.3204987049102783,,,,,
6,1839,,,0.34508854150772095,,,,,
6,1859,,,0.4642060399055481,,,,,
6,1879,,,0.7394290566444397,,,,,
6,1889,,,,0.4428868293762207,0.3108285069465637,2.27384614944458,0.23808690905570984,0.3456403613090515
6,1889,0.4726177453994751,0.6789745092391968,,,,,,
7,1899,,,0.3012811839580536,,,,,
7,1919,,,0.4252225160598755,,,,,
7,1939,,,0.6413149833679199,,,,,
7,1959,,,0.7199549674987793,,,,,
7,1979,,,1.0171411037445068,,,,,
7,1999,,,0.5672408938407898,,,,,
7,2019,,,0.5795806050300598,,,,,
7,2039,,,0.5584380626678467,,,,,
7,2059,,,0.5093186497688293,,,,,
7,2079,,,0.8571981191635132,,,,,
7,2099,,,0.5654663443565369,,,,,
7,2119,,,0.5052827596664429,,,,,
7,2139,,,0.9843198657035828,,,,,
7,2159,,,0.403015673160553,,,,,
7,2159,,,,0.37504327297210693,0.2210681438446045,2.4682981967926025,0.12735173106193542,0.28641244769096375
7,2159,0.4775702655315399,0.6715000867843628,,,,,,
8,2179,,,0.7577660083770752,,,,,
8,2199,,,0.5747839212417603,,,,,
8,2219,,,0.8378859758377075,,,,,
8,2239,,,0.46639472246170044,,,,,
8,2259,,,0.4367154538631439,,,,,
8,2279,,,0.4499366879463196,,,,,
8,2299,,,0.3918114900588989,,,,,
8,2319,,,0.751420259475708,,,,,
8,2339,,,0.9187222719192505,,,,,
8,2359,,,0.447664737701416,,,,,
8,2379,,,0.35119137167930603,,,,,
8,2399,,,0.767412543296814,,,,,
8,2419,,,1.1815236806869507,,,,,
8,2429,,,,0.49448293447494507,0.358051598072052,2.0558884143829346,0.29200252890586853,0.3408050835132599
8,2429,0.4643464684486389,0.6705883741378784,,,,,,
9,2439,,,0.5506897568702698,,,,,
9,2459,,,0.9645915627479553,,,,,
9,2479,,,0.8554936647415161,,,,,
9,2499,,,0.507236123085022,,,,,
9,2519,,,0.5365192890167236,,,,,
9,2539,,,0.3897768259048462,,,,,
9,2559,,,0.7266457080841064,,,,,
9,2579,,,0.988709032535553,,,,,
9,2599,,,0.6080924272537231,,,,,
9,2619,,,0.37712526321411133,,,,,
9,2639,,,0.4281594753265381,,,,,
9,2659,,,0.37252023816108704,,,,,
