epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,test/acc,test/auroc,test/f1,test/loss,test/mcc,train/acc,train/loss_epoch,train/loss_step,val/acc,val/f1,val/loss,val/mcc
,0.0,0.0,0,,,,,,,,,,,,
0,,,19,,,,,,,,16.271106719970703,,,,
0,,,39,,,,,,,,12.907632827758789,,,,
0,,,59,,,,,,,,20.816448211669922,,,,
0,,,79,,,,,,,,30.85927963256836,,,,
0,,,99,,,,,,,,18.04122543334961,,,,
0,,,119,,,,,,,,17.689546585083008,,,,
0,,,139,,,,,,,,19.876914978027344,,,,
0,,,159,,,,,,,,18.476552963256836,,,,
0,,,179,,,,,,,,25.597776412963867,,,,
0,,,199,,,,,,,,23.1716251373291,,,,
0,,,219,,,,,,,,17.68791389465332,,,,
0,,,239,,,,,,,,25.87578582763672,,,,
0,,,259,,,,,,,,26.247272491455078,,,,
0,,,279,,,,,,,,25.12544059753418,,,,
0,,,299,,,,,,,,33.065521240234375,,,,
0,,,319,,,,,,,,28.115184783935547,,,,
0,,,339,,,,,,,,31.457223892211914,,,,
0,,,359,,,,,,,,26.92676544189453,,,,
0,,,379,,,,,,,,21.028255462646484,,,,
0,,,399,,,,,,,,25.43789291381836,,,,
0,,,419,,,,,,,,19.29601287841797,,,,
0,,,439,,,,,,,,20.214195251464844,,,,
0,,,459,,,,,,,,31.81382179260254,,,,
0,,,479,,,,,,,,18.543930053710938,,,,
0,,,499,,,,,,,,20.945934295654297,,,,
0,,,519,,,,,,,,22.094131469726562,,,,
0,,,539,,,,,,,,28.895126342773438,,,,
0,,,559,,,,,,,,23.34840202331543,,,,
0,,,579,,,,,,,,20.882892608642578,,,,
0,,,599,,,,,,,,28.538909912109375,,,,
0,,,619,,,,,,,,28.916980743408203,,,,
0,,,639,,,,,,,,29.60444450378418,,,,
0,,,659,,,,,,,,17.594348907470703,,,,
0,,,679,,,,,,,,23.349960327148438,,,,
0,,,699,,,,,,,,22.619157791137695,,,,
0,,,716,,,,,,,,,0.23701690137386322,0.14616301655769348,16.88250732421875,-0.011657007969915867
0,,,716,,,,,,0.24947962164878845,22.274757385253906,,,,,
,0.0005,0.0005,717,,,,,,,,,,,,
1,,,719,,,,,,,,6.318277359008789,,,,
1,,,739,,,,,,,,4.64559268951416,,,,
1,,,759,,,,,,,,4.798911094665527,,,,
1,,,779,,,,,,,,4.608662128448486,,,,
1,,,799,,,,,,,,4.829860687255859,,,,
1,,,819,,,,,,,,6.549181938171387,,,,
1,,,839,,,,,,,,5.073882102966309,,,,
1,,,859,,,,,,,,4.154106140136719,,,,
1,,,879,,,,,,,,4.1943464279174805,,,,
1,,,899,,,,,,,,5.422436237335205,,,,
1,,,919,,,,,,,,4.5387420654296875,,,,
1,,,939,,,,,,,,3.355175256729126,,,,
1,,,959,,,,,,,,4.415248870849609,,,,
1,,,979,,,,,,,,6.218883514404297,,,,
1,,,999,,,,,,,,4.495727062225342,,,,
1,,,1019,,,,,,,,3.062941551208496,,,,
1,,,1039,,,,,,,,3.9375247955322266,,,,
1,,,1059,,,,,,,,3.766324043273926,,,,
1,,,1079,,,,,,,,3.7127182483673096,,,,
1,,,1099,,,,,,,,4.077470779418945,,,,
1,,,1119,,,,,,,,2.890291213989258,,,,
1,,,1139,,,,,,,,2.427151679992676,,,,
1,,,1159,,,,,,,,4.219460964202881,,,,
1,,,1179,,,,,,,,3.5150949954986572,,,,
1,,,1199,,,,,,,,2.4089765548706055,,,,
1,,,1219,,,,,,,,2.6772825717926025,,,,
1,,,1239,,,,,,,,2.252805233001709,,,,
1,,,1259,,,,,,,,2.7956771850585938,,,,
1,,,1279,,,,,,,,1.7944471836090088,,,,
1,,,1299,,,,,,,,4.28769588470459,,,,
1,,,1319,,,,,,,,2.464625835418701,,,,
1,,,1339,,,,,,,,5.17021369934082,,,,
1,,,1359,,,,,,,,2.082702159881592,,,,
1,,,1379,,,,,,,,1.3896596431732178,,,,
1,,,1399,,,,,,,,2.7614245414733887,,,,
1,,,1419,,,,,,,,2.8987510204315186,,,,
1,,,1433,,,,,,,,,0.2891841232776642,0.1931697428226471,7.3228840827941895,0.09446987509727478
1,,,1433,,,,,,0.26598021388053894,3.87788987159729,,,,,
2,,,1434,0.2891841232776642,0.6605182886123657,0.1931697428226471,7.3228840827941895,0.09446987509727478,,,,,,,
