epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,test/acc,test/auroc,test/f1,test/loss,test/mcc,train/acc,train/loss_epoch,train/loss_step,val/acc,val/f1,val/loss,val/mcc,val/precision
,0.0,0.0,0,,,,,,,,,,,,,
0,,,19,,,,,,,,13.820364952087402,,,,,
0,,,39,,,,,,,,25.282711029052734,,,,,
0,,,59,,,,,,,,38.45964813232422,,,,,
0,,,79,,,,,,,,26.96569061279297,,,,,
0,,,99,,,,,,,,25.807329177856445,,,,,
0,,,119,,,,,,,,13.311858177185059,,,,,
0,,,139,,,,,,,,20.569847106933594,,,,,
0,,,159,,,,,,,,37.69780731201172,,,,,
0,,,179,,,,,,,,21.142019271850586,,,,,
0,,,199,,,,,,,,27.09647560119629,,,,,
0,,,219,,,,,,,,38.474124908447266,,,,,
0,,,239,,,,,,,,24.50711441040039,,,,,
0,,,259,,,,,,,,39.87371826171875,,,,,
0,,,279,,,,,,,,15.488454818725586,,,,,
0,,,299,,,,,,,,25.35972785949707,,,,,
0,,,319,,,,,,,,31.790958404541016,,,,,
0,,,339,,,,,,,,26.298145294189453,,,,,
0,,,359,,,,,,,,41.20845413208008,,,,,
0,,,379,,,,,,,,27.665769577026367,,,,,
0,,,399,,,,,,,,27.198307037353516,,,,,
0,,,419,,,,,,,,39.00040054321289,,,,,
0,,,439,,,,,,,,26.148406982421875,,,,,
0,,,459,,,,,,,,39.14201354980469,,,,,
0,,,479,,,,,,,,7.957465171813965,,,,,
0,,,499,,,,,,,,21.464500427246094,,,,,
0,,,519,,,,,,,,45.673912048339844,,,,,
0,,,539,,,,,,,,32.7879638671875,,,,,
0,,,559,,,,,,,,21.294816970825195,,,,,
0,,,579,,,,,,,,14.824226379394531,,,,,
0,,,599,,,,,,,,15.941072463989258,,,,,
0,,,619,,,,,,,,27.90029525756836,,,,,
0,,,639,,,,,,,,15.07726001739502,,,,,
0,,,659,,,,,,,,25.91796112060547,,,,,
0,,,679,,,,,,,,26.931188583374023,,,,,
0,,,699,,,,,,,,15.111199378967285,,,,,
0,,,719,,,,,,,,33.159339904785156,,,,,
0,,,739,,,,,,,,27.775941848754883,,,,,
0,,,759,,,,,,,,28.2947940826416,,,,,
0,,,779,,,,,,,,20.113603591918945,,,,,
0,,,799,,,,,,,,20.58732032775879,,,,,
0,,,819,,,,,,,,14.8467378616333,,,,,
0,,,839,,,,,,,,22.717288970947266,,,,,
0,,,859,,,,,,,,32.49732208251953,,,,,
0,,,879,,,,,,,,25.76283073425293,,,,,
0,,,899,,,,,,,,33.112571716308594,,,,,
0,,,919,,,,,,,,27.374526977539062,,,,,
0,,,939,,,,,,,,38.67230224609375,,,,,
0,,,959,,,,,,,,14.85594654083252,,,,,
0,,,979,,,,,,,,25.56412696838379,,,,,
0,,,999,,,,,,,,20.686220169067383,,,,,
0,,,1019,,,,,,,,44.147884368896484,,,,,
0,,,1039,,,,,,,,14.431596755981445,,,,,
0,,,1059,,,,,,,,39.599849700927734,,,,,
0,,,1079,,,,,,,,9.039246559143066,,,,,
0,,,1099,,,,,,,,38.06144332885742,,,,,
0,,,1119,,,,,,,,32.5068473815918,,,,,
0,,,1139,,,,,,,,20.880918502807617,,,,,
0,,,1159,,,,,,,,31.872417449951172,,,,,
0,,,1179,,,,,,,,31.947689056396484,,,,,
0,,,1199,,,,,,,,33.05722427368164,,,,,
0,,,1219,,,,,,,,19.888378143310547,,,,,
0,,,1239,,,,,,,,20.99950408935547,,,,,
0,,,1259,,,,,,,,14.558940887451172,,,,,
0,,,1279,,,,,,,,45.39263153076172,,,,,
0,,,1299,,,,,,,,25.75324821472168,,,,,
0,,,1319,,,,,,,,32.94309616088867,,,,,
0,,,1339,,,,,,,,22.149410247802734,,,,,
0,,,1359,,,,,,,,32.61423110961914,,,,,
0,,,1379,,,,,,,,27.313175201416016,,,,,
0,,,1399,,,,,,,,26.393020629882812,,,,,
0,,,1419,,,,,,,,8.215250968933105,,,,,
0,,,1439,,,,,,,,33.48033905029297,,,,,
0,,,1459,,,,,,,,9.343099594116211,,,,,
0,,,1479,,,,,,,,20.135982513427734,,,,,
0,,,1499,,,,,,,,9.083882331848145,,,,,
0,,,1519,,,,,,,,14.930886268615723,,,,,
0,,,1539,,,,,,,,25.909427642822266,,,,,
0,,,1559,,,,,,,,26.28007698059082,,,,,
0,,,1579,,,,,,,,25.769411087036133,,,,,
0,,,1599,,,,,,,,21.087499618530273,,,,,
0,,,1619,,,,,,,,33.14889907836914,,,,,
0,,,1639,,,,,,,,8.541144371032715,,,,,
0,,,1659,,,,,,,,16.542509078979492,,,,,
0,,,1679,,,,,,,,2.7056069374084473,,,,,
0,,,1699,,,,,,,,14.16812515258789,,,,,
0,,,1719,,,,,,,,43.04030227661133,,,,,
0,,,1739,,,,,,,,26.694026947021484,,,,,
0,,,1759,,,,,,,,28.001901626586914,,,,,
0,,,1779,,,,,,,,14.775678634643555,,,,,
0,,,1799,,,,,,,,28.24794578552246,,,,,
0,,,1819,,,,,,,,21.42485809326172,,,,,
0,,,1839,,,,,,,,20.95520782470703,,,,,
0,,,1859,,,,,,,,20.127784729003906,,,,,
0,,,1879,,,,,,,,39.37363815307617,,,,,
0,,,1899,,,,,,,,39.43700408935547,,,,,
0,,,1919,,,,,,,,8.849839210510254,,,,,
0,,,1939,,,,,,,,3.0179033279418945,,,,,
0,,,1959,,,,,,,,20.385303497314453,,,,,
0,,,1979,,,,,,,,20.699176788330078,,,,,
0,,,1999,,,,,,,,37.844425201416016,,,,,
0,,,2019,,,,,,,,25.994997024536133,,,,,
0,,,2039,,,,,,,,14.101175308227539,,,,,
0,,,2059,,,,,,,,38.878719329833984,,,,,
0,,,2079,,,,,,,,51.84455108642578,,,,,
0,,,2099,,,,,,,,74.06609344482422,,,,,
0,,,2119,,,,,,,,33.56212615966797,,,,,
0,,,2139,,,,,,,,44.634315490722656,,,,,
0,,,2159,,,,,,,,22.128576278686523,,,,,
0,,,2179,,,,,,,,32.15579605102539,,,,,
0,,,2199,,,,,,,,8.507903099060059,,,,,
0,,,2219,,,,,,,,20.6722412109375,,,,,
0,,,2239,,,,,,,,27.056316375732422,,,,,
0,,,2259,,,,,,,,20.366052627563477,,,,,
0,,,2279,,,,,,,,27.83681869506836,,,,,
0,,,2299,,,,,,,,39.48305892944336,,,,,
0,,,2319,,,,,,,,26.599321365356445,,,,,
0,,,2339,,,,,,,,38.132957458496094,,,,,
0,,,2359,,,,,,,,20.769121170043945,,,,,
0,,,2379,,,,,,,,7.321059703826904,,,,,
0,,,2399,,,,,,,,31.203433990478516,,,,,
0,,,2419,,,,,,,,20.38985252380371,,,,,
0,,,2439,,,,,,,,20.593284606933594,,,,,
0,,,2459,,,,,,,,20.55598258972168,,,,,
0,,,2479,,,,,,,,30.80959701538086,,,,,
0,,,2499,,,,,,,,49.2104606628418,,,,,
0,,,2519,,,,,,,,16.07917594909668,,,,,
0,,,2539,,,,,,,,26.37057876586914,,,,,
0,,,2559,,,,,,,,21.067134857177734,,,,,
0,,,2579,,,,,,,,32.41271209716797,,,,,
0,,,2599,,,,,,,,40.460453033447266,,,,,
0,,,2619,,,,,,,,38.38276672363281,,,,,
0,,,2639,,,,,,,,32.308143615722656,,,,,
0,,,2659,,,,,,,,21.569995880126953,,,,,
0,,,2679,,,,,,,,38.92865753173828,,,,,
0,,,2699,,,,,,,,32.62600326538086,,,,,
0,,,2719,,,,,,,,27.677034378051758,,,,,
0,,,2739,,,,,,,,32.08674621582031,,,,,
0,,,2759,,,,,,,,31.096343994140625,,,,,
0,,,2779,,,,,,,,31.824893951416016,,,,,
0,,,2799,,,,,,,,26.78025245666504,,,,,
0,,,2819,,,,,,,,49.48107147216797,,,,,
0,,,2839,,,,,,,,14.532652854919434,,,,,
0,,,2859,,,,,,,,8.3102388381958,,,,,
0,,,2869,,,,,,,,,0.2335384041070938,0.11001903563737869,22.6191463470459,-0.056674614548683167,0.16631966829299927
0,,,2869,,,,,,0.251374214887619,26.66330909729004,,,,,,
,1.3244581340099356e-05,1.3244581340099356e-05,2870,,,,,,,,,,,,,
1,,,2879,,,,,,,,14.55532455444336,,,,,
1,,,2899,,,,,,,,7.755903720855713,,,,,
1,,,2919,,,,,,,,7.4571146965026855,,,,,
1,,,2939,,,,,,,,6.849715709686279,,,,,
1,,,2959,,,,,,,,4.801033973693848,,,,,
1,,,2979,,,,,,,,5.553960800170898,,,,,
1,,,2999,,,,,,,,6.694533348083496,,,,,
1,,,3019,,,,,,,,6.020079612731934,,,,,
1,,,3039,,,,,,,,4.589076519012451,,,,,
1,,,3059,,,,,,,,4.514952659606934,,,,,
1,,,3079,,,,,,,,4.5149736404418945,,,,,
