epoch,lr-AdamW,p_cd1,p_cd2,p_cd3,step,train_cd_reg,train_f1_score,train_f_beta,train_loss_epoch,train_loss_step,train_mcc,train_task_loss,val_auroc,val_f1_score,val_f_beta,val_loss_epoch,val_loss_step,val_mcc,val_task_loss
,,,,,206,,,,,,,,,,,,0.6729831695556641,,
,,,,,207,,,,,,,,,,,,0.3386582136154175,,
,,,,,208,,,,,,,,,,,,0.4883655309677124,,
,,,,,209,,,,,,,,,,,,0.7361693382263184,,
,,,,,210,,,,,,,,,,,,0.5602274537086487,,
,,,,,211,,,,,,,,,,,,0.7488142848014832,,
,,,,,212,,,,,,,,,,,,1.6587742567062378,,
,,,,,213,,,,,,,,,,,,0.3841986656188965,,
,,,,,214,,,,,,,,,,,,0.34367525577545166,,
,,,,,215,,,,,,,,,,,,0.45550239086151123,,
,,,,,216,,,,,,,,,,,,0.6428051590919495,,
,,,,,217,,,,,,,,,,,,2.4578895568847656,,
,,,,,218,,,,,,,,,,,,0.5258443355560303,,
,,,,,219,,,,,,,,,,,,0.754413366317749,,
,,,,,220,,,,,,,,,,,,2.1608781814575195,,
,,,,,221,,,,,,,,,,,,1.774713158607483,,
,,,,,222,,,,,,,,,,,,1.6880719661712646,,
,,,,,223,,,,,,,,,,,,0.8735790252685547,,
,,,,,224,,,,,,,,,,,,1.250119686126709,,
,,,,,225,,,,,,,,,,,,0.02332584373652935,,
,,,,,226,,,,,,,,,,,,0.02862764149904251,,
,,,,,227,,,,,,,,,,,,0.028230737894773483,,
,,,,,228,,,,,,,,,,,,0.14743494987487793,,
,,,,,229,,,,,,,,,,,,0.25044915080070496,,
,,,,,230,,,,,,,,,,,,0.14738547801971436,,
,,,,,231,,,,,,,,,,,,0.03503967821598053,,
,,,,,232,,,,,,,,,,,,0.030676845461130142,,
,,,,,233,,,,,,,,,,,,0.02510429173707962,,
,,,,,234,,,,,,,,,,,,0.5773323774337769,,
,,,,,235,,,,,,,,,,,,2.0200772285461426,,
,,,,,236,,,,,,,,,,,,1.0460048913955688,,
,,,,,237,,,,,,,,,,,,0.8788087964057922,,
,,,,,238,,,,,,,,,,,,1.3942863941192627,,
,,,,,239,,,,,,,,,,,,3.24717378616333,,
,,,,,240,,,,,,,,,,,,2.7437620162963867,,
,,,,,241,,,,,,,,,,,,1.0942928791046143,,
