epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,test/acc,test/auroc,test/f1,test/loss,test/mcc,train/acc,train/loss_epoch,train/loss_step,val/acc,val/f1,val/loss,val/mcc,val/precision
,0.0,0.0,0,,,,,,,,,,,,,
0,,,19,,,,,,,,19.432205200195312,,,,,
0,,,39,,,,,,,,26.944477081298828,,,,,
0,,,59,,,,,,,,24.81890106201172,,,,,
0,,,79,,,,,,,,24.884748458862305,,,,,
0,,,99,,,,,,,,26.073280334472656,,,,,
0,,,119,,,,,,,,23.39740753173828,,,,,
0,,,139,,,,,,,,29.686260223388672,,,,,
0,,,159,,,,,,,,23.36014175415039,,,,,
0,,,179,,,,,,,,23.90618896484375,,,,,
0,,,199,,,,,,,,25.416866302490234,,,,,
0,,,219,,,,,,,,25.677791595458984,,,,,
0,,,239,,,,,,,,21.046630859375,,,,,
0,,,259,,,,,,,,20.700496673583984,,,,,
0,,,279,,,,,,,,13.417985916137695,,,,,
0,,,299,,,,,,,,18.545108795166016,,,,,
0,,,319,,,,,,,,24.49146842956543,,,,,
0,,,339,,,,,,,,25.077699661254883,,,,,
0,,,359,,,,,,,,28.974637985229492,,,,,
0,,,379,,,,,,,,18.987041473388672,,,,,
0,,,399,,,,,,,,26.26837921142578,,,,,
0,,,419,,,,,,,,30.222759246826172,,,,,
0,,,439,,,,,,,,25.902067184448242,,,,,
0,,,459,,,,,,,,21.89179229736328,,,,,
0,,,479,,,,,,,,22.159671783447266,,,,,
0,,,499,,,,,,,,27.1044921875,,,,,
0,,,519,,,,,,,,23.25213623046875,,,,,
0,,,539,,,,,,,,22.819841384887695,,,,,
0,,,559,,,,,,,,22.43306541442871,,,,,
0,,,579,,,,,,,,23.406837463378906,,,,,
0,,,599,,,,,,,,23.329622268676758,,,,,
0,,,619,,,,,,,,29.61467742919922,,,,,
0,,,639,,,,,,,,28.886520385742188,,,,,
0,,,659,,,,,,,,23.835296630859375,,,,,
0,,,679,,,,,,,,21.420949935913086,,,,,
0,,,699,,,,,,,,27.691884994506836,,,,,
0,,,716,,,,,,,,,0.3181728422641754,0.30231350660324097,18.249998092651367,0.09525056928396225,0.30136042833328247
0,,,716,,,,,,0.27297449111938477,23.298139572143555,,,,,,
,2.0623196560647135e-05,2.0623196560647135e-05,717,,,,,,,,,,,,,
1,,,719,,,,,,,,20.617074966430664,,,,,
1,,,739,,,,,,,,18.761219024658203,,,,,
1,,,759,,,,,,,,14.702407836914062,,,,,
1,,,779,,,,,,,,15.315715789794922,,,,,
