epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,test/acc,test/auroc,test/f1,test/loss,test/macro_precision,test/mcc,test/recall,train/acc,train/loss_epoch,train/loss_step,val/acc,val/auroc,val/f1,val/loss,val/macro_precision,val/mcc,val/precision_c0,val/precision_c1,val/precision_c2,val/recall
,3.75e-05,3.75e-05,0,,,,,,,,,,,,,,,,,,,,
0,,,19,,,,,,,,,,0.5842152237892151,,,,,,,,,,
0,,,39,,,,,,,,,,0.5327373743057251,,,,,,,,,,
0,,,59,,,,,,,,,,0.45635300874710083,,,,,,,,,,
0,,,79,,,,,,,,,,0.4542066156864166,,,,,,,,,,
0,,,99,,,,,,,,,,0.35924458503723145,,,,,,,,,,
0,,,119,,,,,,,,,,0.4269518554210663,,,,,,,,,,
0,,,139,,,,,,,,,,0.46521273255348206,,,,,,,,,,
0,,,159,,,,,,,,,,0.42932793498039246,,,,,,,,,,
0,,,179,,,,,,,,,,0.4190303385257721,,,,,,,,,,
0,,,199,,,,,,,,,,0.31823068857192993,,,,,,,,,,
0,,,219,,,,,,,,,,0.5482715964317322,,,,,,,,,,
0,,,239,,,,,,,,,,0.37325531244277954,,,,,,,,,,
0,,,259,,,,,,,,,,0.3121422231197357,,,,,,,,,,
0,,,279,,,,,,,,,,0.41911062598228455,,,,,,,,,,
0,,,299,,,,,,,,,,0.34535831212997437,,,,,,,,,,
0,,,319,,,,,,,,,,0.504447877407074,,,,,,,,,,
0,,,339,,,,,,,,,,0.5019435882568359,,,,,,,,,,
0,,,359,,,,,,,,,,0.4344642162322998,,,,,,,,,,
0,,,379,,,,,,,,,,0.21138033270835876,,,,,,,,,,
0,,,399,,,,,,,,,,0.42072826623916626,,,,,,,,,,
0,,,419,,,,,,,,,,0.3819566071033478,,,,,,,,,,
0,,,439,,,,,,,,,,0.4310048818588257,,,,,,,,,,
0,,,459,,,,,,,,,,0.2548290491104126,,,,,,,,,,
0,,,479,,,,,,,,,,0.26009058952331543,,,,,,,,,,
0,,,499,,,,,,,,,,0.28029167652130127,,,,,,,,,,
0,,,519,,,,,,,,,,0.30911368131637573,,,,,,,,,,
0,,,537,,,,,,,,,,,0.50580894947052,0.7091048955917358,0.4248950481414795,1.7096883058547974,0.6030999422073364,0.30760082602500916,0.7614213228225708,0.4098130762577057,0.6380655169487,0.50580894947052
0,,,537,,,,,,,,0.5795450210571289,0.4200303554534912,,,,,,,,,,,
,7.5e-05,7.5e-05,538,,,,,,,,,,,,,,,,,,,,
1,,,539,,,,,,,,,,0.3858412802219391,,,,,,,,,,
1,,,559,,,,,,,,,,0.3783811926841736,,,,,,,,,,
1,,,579,,,,,,,,,,0.2878459393978119,,,,,,,,,,
1,,,599,,,,,,,,,,0.2081957757472992,,,,,,,,,,
1,,,619,,,,,,,,,,0.35522860288619995,,,,,,,,,,
1,,,639,,,,,,,,,,0.4828396141529083,,,,,,,,,,
1,,,659,,,,,,,,,,0.23433269560337067,,,,,,,,,,
1,,,679,,,,,,,,,,0.25022023916244507,,,,,,,,,,
1,,,699,,,,,,,,,,0.42124977707862854,,,,,,,,,,
1,,,719,,,,,,,,,,0.2719319760799408,,,,,,,,,,
1,,,739,,,,,,,,,,0.3950779438018799,,,,,,,,,,
1,,,759,,,,,,,,,,0.41530829668045044,,,,,,,,,,
1,,,779,,,,,,,,,,0.49763572216033936,,,,,,,,,,
1,,,799,,,,,,,,,,0.3877449035644531,,,,,,,,,,
1,,,819,,,,,,,,,,0.2015826404094696,,,,,,,,,,
1,,,839,,,,,,,,,,0.1571107655763626,,,,,,,,,,
1,,,859,,,,,,,,,,0.26976343989372253,,,,,,,,,,
1,,,879,,,,,,,,,,0.20793673396110535,,,,,,,,,,
1,,,899,,,,,,,,,,0.259024441242218,,,,,,,,,,
1,,,919,,,,,,,,,,0.23718030750751495,,,,,,,,,,
1,,,939,,,,,,,,,,0.15115563571453094,,,,,,,,,,
1,,,959,,,,,,,,,,0.22659394145011902,,,,,,,,,,
1,,,979,,,,,,,,,,0.20652061700820923,,,,,,,,,,
1,,,999,,,,,,,,,,0.3703545033931732,,,,,,,,,,
1,,,1019,,,,,,,,,,0.29948604106903076,,,,,,,,,,
1,,,1039,,,,,,,,,,0.21157431602478027,,,,,,,,,,
1,,,1059,,,,,,,,,,0.15332600474357605,,,,,,,,,,
1,,,1075,,,,,,,,,,,0.543236255645752,0.740125834941864,0.47667238116264343,2.1033177375793457,0.6580606698989868,0.365843802690506,0.8594771027565002,0.42819085717201233,0.6865140199661255,0.543236255645752
1,,,1075,,,,,,,,0.6904996037483215,0.28262612223625183,,,,,,,,,,,
,0.0001125,0.0001125,1076,,,,,,,,,,,,,,,,,,,,
2,,,1079,,,,,,,,,,0.2838309109210968,,,,,,,,,,
2,,,1099,,,,,,,,,,0.29554426670074463,,,,,,,,,,
2,,,1119,,,,,,,,,,0.20819705724716187,,,,,,,,,,
2,,,1139,,,,,,,,,,0.16207914054393768,,,,,,,,,,
2,,,1159,,,,,,,,,,0.12316734343767166,,,,,,,,,,
2,,,1179,,,,,,,,,,0.20659157633781433,,,,,,,,,,
2,,,1199,,,,,,,,,,0.2245834469795227,,,,,,,,,,
2,,,1219,,,,,,,,,,0.2783535122871399,,,,,,,,,,
2,,,1239,,,,,,,,,,0.2029573619365692,,,,,,,,,,
2,,,1259,,,,,,,,,,0.21214047074317932,,,,,,,,,,
