epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,test/acc,test/auroc,test/f1,test/mcc,train/acc,train/loss_epoch,train/loss_step,val/acc,val/f1,val/loss,val/mcc,val/precision,val/recall
,1.2229613008578046e-05,1.2229613008578046e-05,0,,,,,,,,,,,,,
0,,,19,,,,,,,8.872903823852539,,,,,,
0,,,39,,,,,,,8.242316246032715,,,,,,
0,,,59,,,,,,,5.623559474945068,,,,,,
0,,,79,,,,,,,4.824409008026123,,,,,,
0,,,99,,,,,,,4.707186698913574,,,,,,
0,,,119,,,,,,,8.517146110534668,,,,,,
0,,,139,,,,,,,10.965766906738281,,,,,,
0,,,159,,,,,,,5.677783012390137,,,,,,
0,,,179,,,,,,,6.377695083618164,,,,,,
0,,,199,,,,,,,3.3340225219726562,,,,,,
0,,,219,,,,,,,2.740669012069702,,,,,,
0,,,239,,,,,,,2.84713077545166,,,,,,
0,,,259,,,,,,,5.092879772186279,,,,,,
0,,,279,,,,,,,2.4879508018493652,,,,,,
0,,,299,,,,,,,2.860581398010254,,,,,,
0,,,319,,,,,,,3.38224458694458,,,,,,
0,,,339,,,,,,,2.1599416732788086,,,,,,
0,,,359,,,,,,,2.0614752769470215,,,,,,
0,,,379,,,,,,,2.1512768268585205,,,,,,
0,,,399,,,,,,,2.79805064201355,,,,,,
0,,,419,,,,,,,4.465033531188965,,,,,,
0,,,439,,,,,,,2.1506803035736084,,,,,,
0,,,459,,,,,,,2.188469886779785,,,,,,
0,,,479,,,,,,,2.189035654067993,,,,,,
0,,,499,,,,,,,1.8116639852523804,,,,,,
0,,,519,,,,,,,1.9009528160095215,,,,,,
0,,,539,,,,,,,1.792510986328125,,,,,,
0,,,559,,,,,,,2.251204252243042,,,,,,
0,,,579,,,,,,,1.9406601190567017,,,,,,
0,,,599,,,,,,,2.4124128818511963,,,,,,
0,,,619,,,,,,,1.632021188735962,,,,,,
0,,,639,,,,,,,1.7015178203582764,,,,,,
0,,,659,,,,,,,2.400442123413086,,,,,,
0,,,679,,,,,,,2.0598230361938477,,,,,,
0,,,699,,,,,,,1.753990650177002,,,,,,
0,,,719,,,,,,,1.9669215679168701,,,,,,
0,,,739,,,,,,,1.8502393960952759,,,,,,
0,,,759,,,,,,,1.3687925338745117,,,,,,
0,,,779,,,,,,,1.3966783285140991,,,,,,
0,,,799,,,,,,,2.8308982849121094,,,,,,
0,,,819,,,,,,,4.226383686065674,,,,,,
0,,,839,,,,,,,1.9730126857757568,,,,,,
0,,,859,,,,,,,1.809889554977417,,,,,,
0,,,879,,,,,,,1.686637043952942,,,,,,
0,,,899,,,,,,,1.5553364753723145,,,,,,
0,,,919,,,,,,,1.5871176719665527,,,,,,
0,,,939,,,,,,,1.5088139772415161,,,,,,
0,,,959,,,,,,,1.4398164749145508,,,,,,
0,,,979,,,,,,,1.3159695863723755,,,,,,
0,,,999,,,,,,,1.7721632719039917,,,,,,
0,,,1019,,,,,,,1.4197711944580078,,,,,,
0,,,1039,,,,,,,1.4561505317687988,,,,,,
0,,,1059,,,,,,,1.904520034790039,,,,,,
0,,,1079,,,,,,,1.7067160606384277,,,,,,
0,,,1099,,,,,,,1.5139577388763428,,,,,,
0,,,1119,,,,,,,1.7306842803955078,,,,,,
0,,,1139,,,,,,,1.4420634508132935,,,,,,
0,,,1159,,,,,,,2.0605263710021973,,,,,,
0,,,1179,,,,,,,1.5740958452224731,,,,,,
0,,,1199,,,,,,,1.2756571769714355,,,,,,
0,,,1219,,,,,,,1.4447996616363525,,,,,,
0,,,1239,,,,,,,1.4974076747894287,,,,,,
0,,,1259,,,,,,,1.743487000465393,,,,,,
0,,,1279,,,,,,,1.2832666635513306,,,,,,
0,,,1299,,,,,,,1.3581912517547607,,,,,,
0,,,1319,,,,,,,1.6671172380447388,,,,,,
0,,,1339,,,,,,,1.1106992959976196,,,,,,
0,,,1359,,,,,,,1.3258075714111328,,,,,,
0,,,1379,,,,,,,1.6775729656219482,,,,,,
0,,,1399,,,,,,,1.5007892847061157,,,,,,
0,,,1419,,,,,,,1.398815393447876,,,,,,
0,,,1439,,,,,,,1.389338493347168,,,,,,
0,,,1459,,,,,,,1.243318796157837,,,,,,
0,,,1479,,,,,,,1.2804880142211914,,,,,,
0,,,1499,,,,,,,1.6559298038482666,,,,,,
0,,,1519,,,,,,,1.668001413345337,,,,,,
0,,,1539,,,,,,,1.3610671758651733,,,,,,
0,,,1559,,,,,,,1.2300792932510376,,,,,,
0,,,1579,,,,,,,1.670593023300171,,,,,,
0,,,1599,,,,,,,1.1210582256317139,,,,,,
0,,,1619,,,,,,,1.1058342456817627,,,,,,
0,,,1639,,,,,,,1.4479509592056274,,,,,,
0,,,1659,,,,,,,1.5337371826171875,,,,,,
0,,,1679,,,,,,,2.0767664909362793,,,,,,
0,,,1699,,,,,,,1.2015507221221924,,,,,,
0,,,1719,,,,,,,1.3032252788543701,,,,,,
0,,,1739,,,,,,,0.9784975051879883,,,,,,
0,,,1759,,,,,,,1.1639348268508911,,,,,,
0,,,1779,,,,,,,1.169684648513794,,,,,,
0,,,1799,,,,,,,1.881393551826477,,,,,,
0,,,1819,,,,,,,1.2702136039733887,,,,,,
0,,,1839,,,,,,,1.1028838157653809,,,,,,
0,,,1859,,,,,,,1.6030786037445068,,,,,,
0,,,1879,,,,,,,1.2902402877807617,,,,,,
0,,,1899,,,,,,,1.2436221837997437,,,,,,
0,,,1919,,,,,,,0.9861879944801331,,,,,,
0,,,1939,,,,,,,1.5158610343933105,,,,,,
0,,,1959,,,,,,,1.1730551719665527,,,,,,
0,,,1979,,,,,,,1.3904249668121338,,,,,,
0,,,1999,,,,,,,1.1528151035308838,,,,,,
0,,,2019,,,,,,,1.2527239322662354,,,,,,
0,,,2039,,,,,,,0.9658355116844177,,,,,,
0,,,2059,,,,,,,1.3561770915985107,,,,,,
0,,,2079,,,,,,,1.1480964422225952,,,,,,
0,,,2099,,,,,,,1.5099432468414307,,,,,,
0,,,2119,,,,,,,1.1343586444854736,,,,,,
0,,,2139,,,,,,,1.0811591148376465,,,,,,
0,,,2159,,,,,,,1.1537212133407593,,,,,,
0,,,2179,,,,,,,1.3498423099517822,,,,,,
